RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE
53349750,20230628,M,50대,대구광역시,500이상700만원 미만,건강 관리를 위해,없음
53349768,20230628,F,30대,충청남도,500이상700만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53349786,20230628,M,50대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53349814,20230628,M,40대,부산광역시,500이상700만원 미만,스트레스 해소를 위해,대인 관계-교제를 위해
53349845,20230628,F,50대,경기도,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53349898,20230628,M,20대,충청북도,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53349940,20230628,F,40대,부산광역시,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53350147,20230628,F,30대,강원도,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53350211,20230628,M,40대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53350242,20230628,F,50대,경기도,700만원 이상,대인 관계-교제를 위해,스트레스 해소를 위해
53350347,20230628,M,40대,충청북도,500이상700만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해
53350361,20230628,F,40대,경기도,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53350602,20230628,M,50대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,없음
53350634,20230628,M,60대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53350649,20230628,F,60대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53350666,20230628,M,40대,경기도,700만원 이상,건강 관리를 위해,스트레스 해소를 위해
53350814,20230628,F,50대,충청북도,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53350909,20230628,M,60대,경상북도,300이상500만원 미만,건강 관리를 위해,자기 계발을 위해
53350931,20230628,F,40대,부산광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53350940,20230628,M,20대,경기도,무응답,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53351182,20230628,M,30대,충청남도,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53351290,20230628,F,50대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53351409,20230628,F,20대,경기도,무응답,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해
53351536,20230628,M,20대,경기도,300이상500만원 미만,자기 계발을 위해,건강 관리를 위해
53351550,20230628,M,50대,충청남도,500이상700만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53351585,20230628,F,60대,경상남도,700만원 이상,자기 계발을 위해,건강 관리를 위해
53351647,20230628,M,60대,부산광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53351722,20230628,M,60대,대구광역시,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53351824,20230628,M,30대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53352194,20230628,F,40대,경상남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53352323,20230628,M,50대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53352568,20230628,F,60대,인천광역시,300이상500만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해
53352671,20230628,F,30대,경기도,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해
53352737,20230628,F,40대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53353001,20230628,M,50대,서울특별시,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53353005,20230628,M,30대,경상북도,무응답,스트레스 해소를 위해,자기만족-즐거움을 위해
53353072,20230628,F,30대,광주광역시,700만원 이상,대인 관계-교제를 위해,스트레스 해소를 위해
53353186,20230628,M,50대,서울특별시,700만원 이상,자기만족-즐거움을 위해,대인 관계-교제를 위해
53353255,20230628,M,30대,전라북도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53353268,20230628,M,50대,경기도,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53353344,20230628,F,50대,충청남도,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53353425,20230628,F,30대,인천광역시,500이상700만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53353624,20230628,M,20대,인천광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53353655,20230628,M,40대,경상남도,300이상500만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53353746,20230628,F,50대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해
53353820,20230628,M,60대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53353947,20230628,F,40대,서울특별시,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해
53354001,20230628,M,20대,경기도,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해
53354008,20230628,F,40대,경기도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53354076,20230628,M,50대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53354225,20230628,F,20대,경기도,700만원 이상,건강 관리를 위해,스트레스 해소를 위해
53354228,20230628,M,20대,광주광역시,무응답,건강 관리를 위해,스트레스 해소를 위해
53354446,20230628,M,40대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53354465,20230628,M,30대,충청남도,무응답,자기만족-즐거움을 위해,없음
53354503,20230628,M,50대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53354626,20230628,M,50대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53354653,20230628,F,60대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53354839,20230628,F,60대,경상남도,700만원 이상,건강 관리를 위해,마음의 안정-휴식을 위해
53355020,20230628,F,50대,대구광역시,300이상500만원 미만,자기 계발을 위해,대인 관계-교제를 위해
53355142,20230628,M,20대,경기도,300만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해
53355153,20230628,F,40대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53355176,20230628,F,50대,울산광역시,300만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53355608,20230628,F,20대,제주특별자치도,300이상500만원 미만,남는 시간을 보내기 위해,스트레스 해소를 위해
53355742,20230628,F,30대,인천광역시,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53355785,20230628,F,30대,경상북도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해
53355914,20230628,F,50대,부산광역시,300이상500만원 미만,건강 관리를 위해,자기 계발을 위해
53355979,20230628,M,40대,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53356028,20230628,M,30대,전라북도,300이상500만원 미만,대인 관계-교제를 위해,스트레스 해소를 위해
53356449,20230628,F,30대,충청북도,300이상500만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해
53356737,20230628,M,40대,충청남도,무응답,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해
53356800,20230628,M,60대,서울특별시,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53356860,20230628,F,20대,경상남도,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53356920,20230628,M,20대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53356949,20230628,M,50대,부산광역시,700만원 이상,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해
53357182,20230628,F,20대,경상남도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53357390,20230628,F,30대,경기도,무응답,가족-지인 등과 시간을 보내기 위해,남는 시간을 보내기 위해
53357414,20230628,F,40대,전라남도,500이상700만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53357420,20230628,M,20대,충청남도,무응답,스트레스 해소를 위해,자기만족-즐거움을 위해
53357485,20230628,F,60대,충청북도,300이상500만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53357672,20230628,M,60대,경상북도,300만원 미만,스트레스 해소를 위해,없음
53357703,20230628,M,50대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,없음
53357728,20230628,F,40대,경상북도,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53357925,20230628,M,50대,충청북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53357939,20230628,F,20대,부산광역시,무응답,스트레스 해소를 위해,자기만족-즐거움을 위해
53357953,20230628,M,30대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53358010,20230628,F,50대,광주광역시,500이상700만원 미만,자기 계발을 위해,자기만족-즐거움을 위해
53358582,20230628,M,50대,경기도,300이상500만원 미만,건강 관리를 위해,대인 관계-교제를 위해
53358618,20230628,M,20대,강원도,500이상700만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해
53358634,20230628,M,60대,서울특별시,700만원 이상,건강 관리를 위해,마음의 안정-휴식을 위해
53358646,20230628,F,40대,경상북도,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53358732,20230628,M,20대,울산광역시,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해
53358733,20230628,M,30대,경기도,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53358815,20230628,M,40대,경상북도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53359157,20230628,F,20대,경기도,500이상700만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53359179,20230628,F,50대,강원도,무응답,마음의 안정-휴식을 위해,건강 관리를 위해
53359486,20230628,F,30대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53359507,20230628,F,50대,부산광역시,300이상500만원 미만,스트레스 해소를 위해,건강 관리를 위해
53359539,20230628,M,50대,서울특별시,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53359749,20230628,M,50대,대전광역시,500이상700만원 미만,건강 관리를 위해,스트레스 해소를 위해
53359750,20230628,F,50대,대전광역시,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53359771,20230628,M,30대,부산광역시,300만원 미만,건강 관리를 위해,자기 계발을 위해
53359856,20230628,M,30대,경기도,300이상500만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해
53359941,20230628,M,40대,제주특별자치도,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53360072,20230628,M,50대,부산광역시,300이상500만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해
53360077,20230628,F,30대,경상북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,남는 시간을 보내기 위해
53360195,20230628,F,40대,인천광역시,300이상500만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53360210,20230628,M,40대,전라남도,300만원 미만,남는 시간을 보내기 위해,마음의 안정-휴식을 위해
53360340,20230628,M,20대,부산광역시,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해
53360348,20230628,M,50대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,없음
53360526,20230628,M,40대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53360600,20230628,M,20대,울산광역시,300이상500만원 미만,대인 관계-교제를 위해,자기 계발을 위해
53360706,20230628,M,60대,경기도,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53360739,20230628,F,60대,경상북도,300이상500만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53360908,20230628,M,50대,제주특별자치도,300이상500만원 미만,건강 관리를 위해,자기만족-즐거움을 위해
53361073,20230628,M,20대,경기도,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53361102,20230628,F,60대,인천광역시,700만원 이상,자기만족-즐거움을 위해,건강 관리를 위해
53361122,20230628,M,20대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53361143,20230628,M,30대,대전광역시,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해
53361155,20230628,M,60대,경상남도,300이상500만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53361243,20230628,M,30대,인천광역시,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53361304,20230628,F,50대,부산광역시,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53361317,20230628,F,30대,제주특별자치도,500이상700만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53361365,20230628,F,60대,경기도,500이상700만원 미만,대인 관계-교제를 위해,마음의 안정-휴식을 위해
53361428,20230628,M,50대,경기도,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53361930,20230628,M,50대,인천광역시,300이상500만원 미만,대인 관계-교제를 위해,자기만족-즐거움을 위해
53362039,20230628,F,30대,인천광역시,700만원 이상,마음의 안정-휴식을 위해,없음
53362134,20230628,M,50대,충청북도,700만원 이상,스트레스 해소를 위해,건강 관리를 위해
53362350,20230628,M,40대,전라남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53362520,20230628,M,50대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53362590,20230628,F,60대,전라북도,500이상700만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해
53362599,20230628,M,40대,경상남도,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53362810,20230628,F,60대,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53362853,20230628,M,30대,경기도,300만원 미만,스트레스 해소를 위해,남는 시간을 보내기 위해
53362887,20230628,F,60대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53363011,20230628,F,50대,울산광역시,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53363081,20230628,M,20대,전라북도,300이상500만원 미만,자기만족-즐거움을 위해,자기 계발을 위해
53363142,20230628,F,50대,부산광역시,700만원 이상,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해
53363222,20230628,M,30대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53363312,20230628,M,60대,서울특별시,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해
53363425,20230628,F,50대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53363502,20230628,M,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,없음
53363503,20230628,M,30대,울산광역시,300이상500만원 미만,마음의 안정-휴식을 위해,없음
53363524,20230628,F,60대,충청남도,300이상500만원 미만,건강 관리를 위해,대인 관계-교제를 위해
53363534,20230628,F,20대,부산광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해
53363693,20230628,F,50대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53363905,20230628,F,50대,경기도,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53363979,20230628,F,40대,경기도,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해
53364086,20230628,M,60대,경상남도,700만원 이상,대인 관계-교제를 위해,건강 관리를 위해
53364114,20230628,M,40대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,남는 시간을 보내기 위해
53364178,20230628,F,40대,경상남도,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53364196,20230628,F,60대,전라북도,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53364221,20230628,M,60대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53364253,20230628,M,40대,서울특별시,500이상700만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해
53364296,20230628,M,60대,대구광역시,300만원 미만,스트레스 해소를 위해,남는 시간을 보내기 위해
53364448,20230628,M,40대,부산광역시,300만원 미만,자기만족-즐거움을 위해,자기 계발을 위해
53364490,20230628,M,20대,인천광역시,무응답,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53364608,20230628,F,20대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53364656,20230628,M,60대,인천광역시,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53364996,20230628,M,50대,경기도,700만원 이상,자기 계발을 위해,건강 관리를 위해
53365150,20230628,M,50대,세종특별자치시,300이상500만원 미만,스트레스 해소를 위해,남는 시간을 보내기 위해
53365312,20230628,M,30대,대전광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53365608,20230628,F,50대,광주광역시,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53366117,20230628,M,50대,부산광역시,500이상700만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53366140,20230628,M,30대,경기도,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53366198,20230628,M,50대,경기도,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53366215,20230628,F,60대,경상북도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해
53366292,20230628,M,50대,경기도,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53366300,20230628,M,50대,경기도,700만원 이상,마음의 안정-휴식을 위해,자기 계발을 위해
53366371,20230628,F,50대,서울특별시,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해
53366445,20230628,F,20대,인천광역시,300만원 미만,자기 계발을 위해,대인 관계-교제를 위해
53366475,20230628,M,60대,전라북도,300만원 미만,자기만족-즐거움을 위해,자기 계발을 위해
53366529,20230628,F,30대,경기도,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해
53366558,20230628,M,60대,인천광역시,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53366660,20230628,M,20대,서울특별시,300만원 미만,스트레스 해소를 위해,남는 시간을 보내기 위해
53366697,20230628,F,20대,경기도,700만원 이상,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53366727,20230628,F,40대,인천광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53366915,20230628,M,40대,경기도,300만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해
53367029,20230628,F,60대,경기도,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해
53367053,20230628,F,50대,부산광역시,500이상700만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53367066,20230628,F,20대,경기도,무응답,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53367105,20230628,F,50대,인천광역시,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53367123,20230628,M,30대,경상남도,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53367230,20230628,M,60대,경상남도,300만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53367367,20230628,F,40대,경상남도,500이상700만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53367408,20230628,F,30대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53367503,20230628,F,40대,경상남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53367655,20230628,M,30대,대전광역시,300이상500만원 미만,자기 계발을 위해,마음의 안정-휴식을 위해
53367672,20230628,M,60대,충청남도,300이상500만원 미만,건강 관리를 위해,자기만족-즐거움을 위해
53367879,20230628,F,30대,경상남도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53367919,20230628,F,60대,경상남도,300만원 미만,건강 관리를 위해,스트레스 해소를 위해
53368051,20230628,F,40대,서울특별시,300이상500만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53368089,20230628,F,60대,서울특별시,500이상700만원 미만,건강 관리를 위해,스트레스 해소를 위해
53368096,20230628,F,40대,전라북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,남는 시간을 보내기 위해
53368394,20230628,M,20대,인천광역시,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53368478,20230628,M,40대,경기도,300만원 미만,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53369126,20230628,M,20대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53369269,20230628,M,20대,경상북도,무응답,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53369349,20230628,F,40대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53369442,20230628,M,50대,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,없음
53369463,20230628,F,40대,경기도,300이상500만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53369671,20230628,M,30대,경기도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53369683,20230628,M,30대,충청남도,300이상500만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53369754,20230628,F,30대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53369824,20230628,M,20대,경기도,700만원 이상,대인 관계-교제를 위해,건강 관리를 위해
53369825,20230628,M,40대,충청북도,500이상700만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53369916,20230628,M,30대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53369933,20230628,M,20대,대전광역시,무응답,자기만족-즐거움을 위해,대인 관계-교제를 위해
53369960,20230628,F,50대,충청남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53370043,20230628,F,20대,울산광역시,무응답,자기 계발을 위해,대인 관계-교제를 위해
53370093,20230628,F,40대,충청북도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53370366,20230628,F,30대,강원도,500이상700만원 미만,자기 계발을 위해,스트레스 해소를 위해
53370384,20230628,M,20대,서울특별시,500이상700만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53370485,20230628,F,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53370756,20230628,F,50대,인천광역시,300만원 미만,건강 관리를 위해,스트레스 해소를 위해
53370936,20230628,M,40대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53371017,20230628,F,40대,경상남도,무응답,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53371049,20230628,M,30대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53371244,20230628,F,20대,경상남도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53371309,20230628,M,50대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53371424,20230628,M,40대,부산광역시,300이상500만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해
53371583,20230628,F,20대,경상남도,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53371862,20230628,M,40대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해
53372153,20230628,M,60대,강원도,500이상700만원 미만,자기 계발을 위해,건강 관리를 위해
53372477,20230628,F,50대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53372503,20230628,M,30대,서울특별시,300만원 미만,대인 관계-교제를 위해,자기만족-즐거움을 위해
53372516,20230628,F,60대,부산광역시,700만원 이상,자기만족-즐거움을 위해,스트레스 해소를 위해
53372819,20230628,M,60대,서울특별시,500이상700만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해
53372821,20230628,F,50대,대전광역시,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53372919,20230628,F,20대,서울특별시,300만원 미만,대인 관계-교제를 위해,자기만족-즐거움을 위해
53373426,20230628,M,40대,전라남도,300이상500만원 미만,남는 시간을 보내기 위해,자기만족-즐거움을 위해
53373615,20230628,F,50대,울산광역시,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53373662,20230628,M,40대,강원도,300이상500만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53373733,20230628,F,40대,충청남도,300만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해
53373886,20230628,F,60대,경상북도,300이상500만원 미만,마음의 안정-휴식을 위해,없음
53374062,20230628,M,40대,전라남도,500이상700만원 미만,자기만족-즐거움을 위해,자기 계발을 위해
53374093,20230628,F,20대,전라남도,무응답,자기만족-즐거움을 위해,스트레스 해소를 위해
53374160,20230628,M,50대,서울특별시,300이상500만원 미만,스트레스 해소를 위해,건강 관리를 위해
53374243,20230628,M,20대,충청남도,300만원 미만,자기만족-즐거움을 위해,없음
53374272,20230628,M,50대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,스트레스 해소를 위해
53374445,20230628,F,40대,경상북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53374588,20230628,M,20대,서울특별시,700만원 이상,자기 계발을 위해,건강 관리를 위해
53374784,20230628,F,60대,울산광역시,300만원 미만,대인 관계-교제를 위해,스트레스 해소를 위해
53374852,20230628,M,40대,대전광역시,300이상500만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53374902,20230628,M,50대,대구광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,없음
53374910,20230628,M,60대,인천광역시,300이상500만원 미만,자기만족-즐거움을 위해,없음
53374989,20230628,F,60대,인천광역시,300만원 미만,건강 관리를 위해,자기 계발을 위해
53374992,20230628,M,60대,울산광역시,300만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53375105,20230628,F,50대,제주특별자치도,300이상500만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53375470,20230628,M,50대,전라남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53375627,20230628,M,30대,서울특별시,700만원 이상,자기만족-즐거움을 위해,자기 계발을 위해
53375718,20230628,M,40대,충청북도,500이상700만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53375738,20230628,F,20대,부산광역시,무응답,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53375790,20230628,F,30대,경상북도,300만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53375820,20230628,F,20대,인천광역시,무응답,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해
53376037,20230628,F,50대,부산광역시,무응답,스트레스 해소를 위해,자기만족-즐거움을 위해
