RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE
53325929,20230628,M,30대,부산광역시,300만원 미만,자기 계발을 위해,자기만족-즐거움을 위해
53325991,20230628,M,50대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53326328,20230628,M,60대,부산광역시,700만원 이상,건강 관리를 위해,마음의 안정-휴식을 위해
53326433,20230628,F,30대,충청남도,300이상500만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53326500,20230628,M,40대,경기도,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53326511,20230628,M,30대,서울특별시,무응답,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53326600,20230628,M,60대,인천광역시,300이상500만원 미만,건강 관리를 위해,대인 관계-교제를 위해
53326656,20230628,M,60대,전라북도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해
53326696,20230628,M,30대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53326855,20230628,F,30대,대전광역시,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53326954,20230628,F,30대,충청북도,700만원 이상,가족-지인 등과 시간을 보내기 위해,없음
53327318,20230628,F,30대,광주광역시,무응답,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53327617,20230628,F,40대,인천광역시,300이상500만원 미만,스트레스 해소를 위해,남는 시간을 보내기 위해
53327780,20230628,F,50대,부산광역시,300만원 미만,건강 관리를 위해,스트레스 해소를 위해
53327838,20230628,M,30대,강원도,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53327840,20230628,F,30대,서울특별시,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53327956,20230628,M,60대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53328165,20230628,M,40대,대구광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53328181,20230628,M,60대,부산광역시,무응답,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53328209,20230628,M,20대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53328328,20230628,M,30대,서울특별시,500이상700만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53328331,20230628,F,60대,경기도,300이상500만원 미만,자기 계발을 위해,건강 관리를 위해
53328371,20230628,M,40대,세종특별자치시,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53328438,20230628,F,30대,서울특별시,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53328467,20230628,F,60대,서울특별시,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53328773,20230628,M,40대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,없음
53328943,20230628,M,20대,대전광역시,무응답,가족-지인 등과 시간을 보내기 위해,없음
53329183,20230628,M,20대,경기도,무응답,자기 계발을 위해,대인 관계-교제를 위해
53329441,20230628,F,50대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53329930,20230628,M,60대,전라북도,300이상500만원 미만,자기 계발을 위해,건강 관리를 위해
53330036,20230628,F,40대,인천광역시,700만원 이상,스트레스 해소를 위해,건강 관리를 위해
53330099,20230628,F,50대,경상북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53330172,20230628,M,50대,경상남도,700만원 이상,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53330176,20230628,F,40대,서울특별시,700만원 이상,자기만족-즐거움을 위해,스트레스 해소를 위해
53330195,20230628,F,60대,경상남도,300만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53330333,20230628,M,50대,제주특별자치도,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53330440,20230628,F,60대,강원도,300이상500만원 미만,스트레스 해소를 위해,없음
53330697,20230628,F,20대,울산광역시,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53330701,20230628,M,20대,제주특별자치도,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53330768,20230628,M,60대,전라남도,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53330784,20230628,F,20대,대구광역시,700만원 이상,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53330824,20230628,M,30대,경기도,300만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53330827,20230628,M,20대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53330829,20230628,F,60대,부산광역시,무응답,마음의 안정-휴식을 위해,건강 관리를 위해
53331088,20230628,F,30대,경상남도,300이상500만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해
53331123,20230628,M,20대,경상북도,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53331315,20230628,F,30대,경기도,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53331364,20230628,M,20대,서울특별시,700만원 이상,자기만족-즐거움을 위해,스트레스 해소를 위해
53331372,20230628,M,50대,서울특별시,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53331437,20230628,F,60대,경상북도,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53331556,20230628,F,40대,충청북도,500이상700만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53331582,20230628,F,60대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53331667,20230628,F,60대,인천광역시,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53331810,20230628,M,40대,경기도,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53331838,20230628,F,40대,대전광역시,700만원 이상,자기만족-즐거움을 위해,스트레스 해소를 위해
53331979,20230628,F,30대,대전광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53332191,20230628,M,50대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,자기 계발을 위해
53332227,20230628,F,60대,광주광역시,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53332249,20230628,M,40대,경기도,300이상500만원 미만,스트레스 해소를 위해,자기 계발을 위해
53332470,20230628,M,60대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,없음
53332633,20230628,F,20대,충청남도,무응답,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53332649,20230628,F,40대,경기도,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53332672,20230628,F,20대,전라남도,무응답,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53332803,20230628,M,30대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53332845,20230628,M,30대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53332929,20230628,F,20대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,자기 계발을 위해
53332946,20230628,F,40대,충청북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53333095,20230628,M,60대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53333097,20230628,M,50대,울산광역시,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53333159,20230628,F,50대,충청남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53333279,20230628,F,20대,경상남도,500이상700만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53333349,20230628,M,20대,부산광역시,500이상700만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53333746,20230628,M,30대,경기도,300만원 미만,스트레스 해소를 위해,건강 관리를 위해
53333881,20230628,M,20대,부산광역시,700만원 이상,대인 관계-교제를 위해,마음의 안정-휴식을 위해
53333935,20230628,M,40대,대구광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,남는 시간을 보내기 위해
53334156,20230628,M,20대,강원도,무응답,자기만족-즐거움을 위해,없음
53334252,20230628,F,40대,경상북도,500이상700만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해
53334430,20230628,F,40대,경상북도,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53334451,20230628,F,40대,서울특별시,700만원 이상,건강 관리를 위해,대인 관계-교제를 위해
53334467,20230628,F,50대,부산광역시,500이상700만원 미만,마음의 안정-휴식을 위해,없음
53334541,20230628,M,40대,서울특별시,500이상700만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53334551,20230628,F,20대,충청남도,300이상500만원 미만,남는 시간을 보내기 위해,자기만족-즐거움을 위해
53334570,20230628,F,50대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해
53334620,20230628,F,40대,경기도,700만원 이상,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53334728,20230628,M,40대,경상남도,700만원 이상,자기만족-즐거움을 위해,건강 관리를 위해
53334756,20230628,M,20대,경기도,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53334821,20230628,F,40대,대구광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53335032,20230628,M,60대,부산광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53335115,20230628,F,40대,전라북도,500이상700만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53335475,20230628,M,60대,충청남도,300이상500만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53335843,20230628,F,60대,강원도,300만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53335867,20230628,F,30대,부산광역시,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53336221,20230628,M,60대,전라남도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해
53336780,20230628,F,60대,충청북도,300만원 미만,건강 관리를 위해,스트레스 해소를 위해
53337286,20230628,M,60대,경기도,300이상500만원 미만,건강 관리를 위해,자기만족-즐거움을 위해
53337320,20230628,M,30대,제주특별자치도,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53337476,20230628,F,30대,인천광역시,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53337479,20230628,F,20대,전라북도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53337537,20230628,F,50대,광주광역시,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53337740,20230628,F,20대,서울특별시,500이상700만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53337828,20230628,F,30대,충청남도,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53338009,20230628,M,20대,대구광역시,700만원 이상,자기만족-즐거움을 위해,대인 관계-교제를 위해
53338024,20230628,M,30대,대구광역시,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해
53338043,20230628,F,50대,경기도,무응답,스트레스 해소를 위해,자기만족-즐거움을 위해
53338119,20230628,F,50대,대구광역시,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53338289,20230628,M,40대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53338480,20230628,F,40대,울산광역시,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53338496,20230628,M,50대,대구광역시,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53338823,20230628,M,50대,대전광역시,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
53338886,20230628,F,20대,서울특별시,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53338919,20230628,M,30대,서울특별시,300이상500만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해
53338992,20230628,M,50대,서울특별시,700만원 이상,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53339013,20230628,F,50대,충청남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53339019,20230628,M,50대,경기도,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53339024,20230628,M,60대,경기도,300이상500만원 미만,대인 관계-교제를 위해,건강 관리를 위해
53339070,20230628,F,40대,부산광역시,500이상700만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해
53339154,20230628,F,30대,강원도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53339198,20230628,F,40대,서울특별시,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53339209,20230628,F,30대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53339221,20230628,F,50대,경기도,300만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53339391,20230628,F,20대,충청남도,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53339497,20230628,F,30대,전라북도,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53339736,20230628,F,20대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53339776,20230628,M,40대,경상남도,700만원 이상,건강 관리를 위해,없음
53339898,20230628,F,40대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53340100,20230628,M,20대,대구광역시,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53340304,20230628,F,50대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,없음
53340393,20230628,F,60대,전라남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53340462,20230628,F,40대,광주광역시,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53340519,20230628,M,50대,대구광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해
53340625,20230628,F,30대,충청남도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53340696,20230628,M,50대,경기도,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53340777,20230628,M,20대,광주광역시,300이상500만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53341065,20230628,M,40대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53341134,20230628,F,50대,충청남도,300만원 미만,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53341298,20230628,M,40대,서울특별시,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53341425,20230628,M,20대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53341654,20230628,M,20대,대구광역시,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53341755,20230628,M,40대,대구광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53341815,20230628,F,60대,경상남도,700만원 이상,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해
53341928,20230628,F,60대,경기도,300이상500만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해
53342054,20230628,M,40대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해
53342088,20230628,F,40대,경기도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53342169,20230628,F,60대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,자기 계발을 위해
53342453,20230628,M,40대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해
53342559,20230628,M,60대,전라북도,300이상500만원 미만,건강 관리를 위해,없음
53342662,20230628,F,60대,경상남도,300만원 미만,건강 관리를 위해,대인 관계-교제를 위해
53342773,20230628,M,30대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,없음
53342921,20230628,M,30대,강원도,300이상500만원 미만,자기만족-즐거움을 위해,없음
53342966,20230628,F,50대,경기도,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53342976,20230628,M,30대,경상북도,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해
53343064,20230628,F,30대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53343089,20230628,M,50대,전라남도,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53343100,20230628,M,50대,충청북도,300이상500만원 미만,건강 관리를 위해,없음
53343112,20230628,F,40대,강원도,300이상500만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53343141,20230628,M,40대,서울특별시,700만원 이상,자기 계발을 위해,건강 관리를 위해
53343258,20230628,M,50대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53343365,20230628,M,20대,울산광역시,700만원 이상,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해
53343396,20230628,F,30대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53343397,20230628,F,20대,서울특별시,300만원 미만,남는 시간을 보내기 위해,마음의 안정-휴식을 위해
53343493,20230628,F,40대,인천광역시,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53343520,20230628,F,20대,광주광역시,300만원 미만,스트레스 해소를 위해,대인 관계-교제를 위해
53343685,20230628,M,50대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,없음
53343731,20230628,M,20대,부산광역시,무응답,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53343984,20230628,M,30대,서울특별시,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53344087,20230628,F,40대,부산광역시,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53344221,20230628,M,60대,경기도,700만원 이상,자기만족-즐거움을 위해,자기 계발을 위해
53344786,20230628,M,60대,서울특별시,700만원 이상,자기 계발을 위해,스트레스 해소를 위해
53344909,20230628,M,30대,경상남도,300만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53344928,20230628,F,30대,세종특별자치시,700만원 이상,마음의 안정-휴식을 위해,건강 관리를 위해
53345077,20230628,M,20대,부산광역시,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53345091,20230628,F,50대,강원도,300이상500만원 미만,자기 계발을 위해,건강 관리를 위해
53345188,20230628,M,30대,경기도,300이상500만원 미만,대인 관계-교제를 위해,없음
53345507,20230628,F,60대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,없음
53345514,20230628,F,60대,인천광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53345523,20230628,M,40대,경상북도,300만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해
53345593,20230628,F,40대,부산광역시,300이상500만원 미만,건강 관리를 위해,대인 관계-교제를 위해
53345598,20230628,F,40대,대전광역시,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53345723,20230628,M,50대,부산광역시,500이상700만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해
53345741,20230628,M,60대,경기도,300만원 미만,남는 시간을 보내기 위해,스트레스 해소를 위해
53345783,20230628,M,60대,인천광역시,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53345947,20230628,M,50대,서울특별시,500이상700만원 미만,자기 계발을 위해,대인 관계-교제를 위해
53346066,20230628,F,30대,광주광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53346396,20230628,M,60대,광주광역시,300만원 미만,건강 관리를 위해,자기 계발을 위해
53346461,20230628,M,20대,강원도,300만원 미만,마음의 안정-휴식을 위해,없음
53346493,20230628,F,60대,경기도,300만원 미만,건강 관리를 위해,스트레스 해소를 위해
53346506,20230628,M,60대,부산광역시,700만원 이상,건강 관리를 위해,자기 계발을 위해
53346547,20230628,M,30대,경기도,300이상500만원 미만,자기 계발을 위해,스트레스 해소를 위해
53346602,20230628,M,20대,부산광역시,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53346631,20230628,F,20대,울산광역시,700만원 이상,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53346690,20230628,F,50대,경기도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53347006,20230628,M,40대,인천광역시,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53347016,20230628,M,40대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53347252,20230628,M,60대,대구광역시,300이상500만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해
53347795,20230628,F,50대,경상남도,700만원 이상,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해
53347965,20230628,M,40대,서울특별시,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53347977,20230628,F,50대,경기도,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53347979,20230628,F,50대,충청북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53348012,20230628,F,50대,충청남도,300만원 미만,대인 관계-교제를 위해,자기만족-즐거움을 위해
53348029,20230628,F,30대,전라남도,300만원 미만,자기만족-즐거움을 위해,없음
53348063,20230628,F,20대,대전광역시,700만원 이상,건강 관리를 위해,자기 계발을 위해
53348176,20230628,M,50대,경기도,700만원 이상,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53348309,20230628,M,50대,경상남도,500이상700만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53348341,20230628,F,30대,경상북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해
53348402,20230628,F,40대,경상남도,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53348527,20230628,M,50대,강원도,300이상500만원 미만,자기 계발을 위해,남는 시간을 보내기 위해
53348714,20230628,F,30대,경상남도,700만원 이상,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53348875,20230628,M,40대,경기도,700만원 이상,자기만족-즐거움을 위해,건강 관리를 위해
53348889,20230628,F,50대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53348914,20230628,F,60대,인천광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,없음
53349045,20230628,F,50대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,없음
53349049,20230628,F,50대,서울특별시,300만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53349074,20230628,M,60대,인천광역시,300만원 미만,대인 관계-교제를 위해,자기만족-즐거움을 위해
53349080,20230628,F,60대,부산광역시,무응답,자기만족-즐거움을 위해,자기 계발을 위해
53349176,20230628,F,20대,서울특별시,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53349235,20230628,F,30대,경상남도,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53349305,20230628,M,50대,경기도,무응답,자기만족-즐거움을 위해,스트레스 해소를 위해
53349335,20230628,F,60대,경상북도,300이상500만원 미만,자기 계발을 위해,자기만족-즐거움을 위해
53349461,20230628,F,40대,경상북도,300만원 미만,자기 계발을 위해,스트레스 해소를 위해
53349486,20230628,F,20대,전라남도,500이상700만원 미만,대인 관계-교제를 위해,건강 관리를 위해
53349579,20230628,M,40대,경상북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,없음
53349635,20230628,M,40대,인천광역시,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53349672,20230628,F,20대,서울특별시,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
