RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
53352292,20230607,F,20대,광주광역시,300만원 미만,5,5,35,0,100,0,0,0
53352391,20230607,F,40대,경기도,300만원 미만,3,12,39,50,10,25,15,0
53352424,20230607,M,60대,경기도,300이상500만원 미만,2,2,14,100,0,0,0,0
53352429,20230607,F,40대,부산광역시,300만원 미만,2,5,20,50,20,10,20,0
53352432,20230607,M,50대,경기도,700만원 이상,4,10,40,60,10,5,25,0
53352464,20230607,M,40대,광주광역시,500이상700만원 미만,2,8,26,35,20,5,40,0
53352492,20230607,F,40대,전라남도,500이상700만원 미만,3,3,21,50,20,30,0,0
53352517,20230607,F,20대,경기도,무응답,1,0,5,10,90,0,0,0
53352655,20230607,M,40대,경상북도,300이상500만원 미만,3,15,45,25,0,25,50,0
53352855,20230607,F,60대,서울특별시,300이상500만원 미만,8,9,58,50,30,0,20,0
53352961,20230607,M,60대,인천광역시,300이상500만원 미만,2,4,18,50,30,0,20,0
53353164,20230607,F,40대,경상남도,300만원 미만,2,4,18,60,0,20,20,0
53353396,20230607,M,40대,인천광역시,500이상700만원 미만,1,5,15,100,0,0,0,0
53353600,20230607,M,60대,부산광역시,700만원 이상,6,8,46,0,0,40,20,40
53353669,20230607,F,30대,경기도,300이상500만원 미만,2,0,10,0,80,0,20,0
53353792,20230607,M,30대,경기도,500이상700만원 미만,2,3,16,80,0,0,20,0
53353903,20230607,M,30대,강원도,300이상500만원 미만,6,5,40,20,20,20,40,0
53354235,20230607,M,40대,강원도,300이상500만원 미만,5,8,41,50,0,0,50,0
53354247,20230607,F,40대,경기도,700만원 이상,2,15,40,40,0,40,20,0
53354656,20230607,F,40대,전라남도,300만원 미만,3,3,21,0,40,40,20,0
53354820,20230607,F,60대,경기도,700만원 이상,3,4,23,20,30,20,30,0
53355042,20230607,M,20대,경기도,700만원 이상,5,7,39,70,0,0,30,0
53355049,20230607,F,20대,경기도,무응답,5,5,35,100,0,0,0,0
53355105,20230607,M,60대,경상남도,500이상700만원 미만,2,8,26,70,0,10,20,0
53355387,20230607,F,50대,인천광역시,700만원 이상,1,2,9,50,30,0,20,0
53355497,20230607,M,30대,경상북도,300만원 미만,3,3,21,80,15,5,0,0
53355554,20230607,M,30대,서울특별시,700만원 이상,3,0,15,15,80,0,5,0
53355762,20230607,M,60대,인천광역시,300이상500만원 미만,3,6,27,20,30,20,30,0
53356017,20230607,F,40대,울산광역시,500이상700만원 미만,2,5,20,50,10,10,20,10
53356023,20230607,F,60대,경기도,300이상500만원 미만,4,4,28,20,40,20,20,0
53356068,20230607,M,40대,광주광역시,300이상500만원 미만,1,5,15,50,0,0,50,0
53356207,20230607,F,30대,인천광역시,300만원 미만,2,4,18,30,20,0,50,0
53356225,20230607,M,30대,전라남도,무응답,2,13,36,70,0,0,30,0
53356290,20230607,M,30대,경기도,300이상500만원 미만,2,6,22,50,20,5,25,0
53356311,20230607,M,40대,전라남도,700만원 이상,5,12,49,30,30,0,40,0
53356623,20230607,F,20대,충청남도,700만원 이상,2,10,30,30,30,0,40,0
53356673,20230607,M,50대,경기도,300이상500만원 미만,2,2,14,23,34,20,23,0
53357060,20230607,M,20대,광주광역시,무응답,2,5,20,50,0,50,0,0
53357164,20230607,M,30대,울산광역시,500이상700만원 미만,2,6,22,25,5,70,0,0
53357234,20230607,F,20대,경기도,300만원 미만,6,6,42,70,5,5,20,0
53357536,20230607,M,30대,충청북도,300만원 미만,2,6,22,40,20,10,0,30
53357840,20230607,M,40대,전라북도,300이상500만원 미만,1,3,11,20,30,10,40,0
53358218,20230607,M,60대,경기도,700만원 이상,2,4,18,60,10,10,20,0
53358266,20230607,M,50대,서울특별시,500이상700만원 미만,1,5,15,40,30,0,30,0
53358271,20230607,M,40대,서울특별시,500이상700만원 미만,2,4,18,20,20,40,20,0
53358343,20230607,F,30대,경기도,300이상500만원 미만,1,8,21,40,40,0,20,0
53358619,20230607,F,50대,대구광역시,300이상500만원 미만,2,2,14,10,30,20,40,0
53358638,20230607,M,60대,경기도,300이상500만원 미만,2,4,18,0,80,20,0,0
53358791,20230607,F,20대,경상남도,300만원 미만,3,10,35,50,0,30,20,0
53358860,20230607,M,50대,경기도,300만원 미만,1,2,9,30,50,0,20,0
53359034,20230607,F,60대,인천광역시,300만원 미만,8,14,68,70,10,10,10,0
53359087,20230607,M,30대,경기도,300만원 미만,3,3,21,80,20,0,0,0
53359241,20230607,F,40대,강원도,300이상500만원 미만,2,5,20,50,10,20,20,0
53359408,20230607,M,20대,경상북도,300만원 미만,6,12,54,95,0,0,5,0
53359414,20230607,F,60대,전라북도,500이상700만원 미만,5,0,25,50,0,0,50,0
53359636,20230607,M,50대,대구광역시,500이상700만원 미만,3,3,21,0,0,50,50,0
53359644,20230607,F,20대,대구광역시,300만원 미만,11,16,87,70,13,2,15,0
53359687,20230607,F,40대,부산광역시,300이상500만원 미만,2,3,16,10,20,20,50,0
53359738,20230607,M,20대,인천광역시,무응답,2,5,20,30,50,0,20,0
53359860,20230607,F,20대,인천광역시,무응답,5,8,41,20,20,10,50,0
53359884,20230607,F,50대,경상북도,300이상500만원 미만,3,8,31,20,30,30,20,0
53359965,20230607,F,50대,제주특별자치도,300이상500만원 미만,2,2,14,0,80,0,20,0
53359967,20230607,M,20대,강원도,300이상500만원 미만,3,6,27,60,5,0,35,0
53359984,20230607,F,40대,경기도,700만원 이상,8,10,60,30,0,0,0,70
53360005,20230607,M,30대,충청북도,300만원 미만,3,7,29,77,5,12,6,0
53360099,20230607,F,30대,울산광역시,700만원 이상,2,6,22,10,0,20,70,0
53360253,20230607,F,60대,경상남도,300이상500만원 미만,2,3,16,60,0,30,10,0
53360286,20230607,M,50대,부산광역시,300이상500만원 미만,4,10,40,30,20,20,30,0
53360391,20230607,M,50대,경기도,300이상500만원 미만,3,4,23,40,10,15,35,0
53360425,20230607,F,50대,광주광역시,500이상700만원 미만,3,8,31,10,50,10,30,0
53360433,20230607,M,60대,광주광역시,700만원 이상,8,8,56,50,20,10,20,0
53360539,20230607,F,40대,서울특별시,700만원 이상,1,6,17,30,50,0,20,0
53360645,20230607,M,50대,경기도,500이상700만원 미만,2,2,14,20,20,20,40,0
53360781,20230607,F,50대,전라북도,500이상700만원 미만,3,5,25,30,30,20,20,0
53360835,20230607,F,30대,서울특별시,300이상500만원 미만,5,12,49,10,50,10,30,0
53360931,20230607,M,60대,경기도,300만원 미만,4,4,28,30,20,10,40,0
53361204,20230607,F,30대,전라남도,300만원 미만,1,1,7,10,10,60,20,0
53361425,20230607,M,40대,인천광역시,300이상500만원 미만,1,1,7,50,0,30,0,20
53361721,20230607,F,50대,충청북도,500이상700만원 미만,3,6,27,30,10,30,30,0
53361775,20230607,M,20대,전라북도,300만원 미만,2,2,14,10,10,10,70,0
53362027,20230607,F,50대,충청남도,500이상700만원 미만,3,6,27,0,30,30,40,0
53362103,20230607,F,20대,경상남도,300만원 미만,1,3,11,10,60,20,10,0
53362173,20230607,F,60대,강원도,300만원 미만,1,2,9,40,10,10,30,10
53362237,20230607,F,40대,인천광역시,무응답,3,3,21,100,0,0,0,0
53362254,20230607,F,20대,서울특별시,500이상700만원 미만,8,18,76,30,10,10,50,0
53362286,20230607,M,50대,경기도,500이상700만원 미만,2,4,18,50,0,0,50,0
53362785,20230607,M,40대,부산광역시,500이상700만원 미만,3,10,35,40,40,20,0,0
53362877,20230607,M,60대,서울특별시,300이상500만원 미만,5,10,45,0,80,0,20,0
53362990,20230607,M,50대,대전광역시,300이상500만원 미만,1,5,15,20,50,10,20,0
53363009,20230607,M,20대,서울특별시,300만원 미만,2,4,18,70,0,0,30,0
53363189,20230607,F,30대,경기도,300이상500만원 미만,2,4,18,0,0,0,100,0
53363221,20230607,F,40대,광주광역시,500이상700만원 미만,4,4,28,30,30,20,20,0
53363225,20230607,M,40대,경상북도,300이상500만원 미만,2,2,14,30,5,5,5,55
53363481,20230607,F,50대,강원도,300만원 미만,3,2,19,20,10,30,40,0
53363513,20230607,F,40대,인천광역시,500이상700만원 미만,2,5,20,0,50,0,50,0
53363760,20230607,M,40대,서울특별시,500이상700만원 미만,6,12,54,20,20,10,10,40
53363768,20230607,F,60대,경상남도,300이상500만원 미만,2,8,26,70,20,0,10,0
53363867,20230607,F,50대,인천광역시,700만원 이상,4,6,32,30,0,10,60,0
53364135,20230607,M,60대,부산광역시,700만원 이상,3,12,39,40,40,0,20,0
53364317,20230607,M,30대,경상남도,700만원 이상,2,6,22,70,10,10,10,0
53364326,20230607,M,60대,대구광역시,500이상700만원 미만,4,8,36,0,50,0,50,0
53364378,20230607,F,50대,부산광역시,300이상500만원 미만,5,10,45,60,20,20,0,0
53364550,20230607,F,20대,경상남도,무응답,15,2,79,70,20,0,10,0
53364735,20230607,M,60대,경기도,300이상500만원 미만,5,8,41,40,10,0,50,0
53364780,20230607,F,50대,경기도,700만원 이상,4,6,32,20,40,20,20,0
53364857,20230607,F,50대,경기도,700만원 이상,15,2,79,10,40,0,50,0
53364969,20230607,M,40대,충청남도,500이상700만원 미만,2,3,16,70,0,0,30,0
53365008,20230607,F,30대,부산광역시,300만원 미만,2,5,20,40,10,10,40,0
53365037,20230607,F,60대,서울특별시,500이상700만원 미만,10,8,66,70,0,0,30,0
53365093,20230607,F,40대,경기도,300이상500만원 미만,5,0,25,20,40,30,10,0
53365389,20230607,F,40대,서울특별시,700만원 이상,1,5,15,10,10,20,60,0
53365661,20230607,F,60대,강원도,300만원 미만,2,3,16,15,30,15,40,0
53365674,20230607,F,40대,광주광역시,700만원 이상,4,8,36,50,19,11,20,0
53365692,20230607,M,60대,경상북도,300만원 미만,5,5,35,30,0,0,50,20
53365743,20230607,F,60대,전라남도,300이상500만원 미만,8,8,56,60,0,20,20,0
53365794,20230607,F,40대,인천광역시,700만원 이상,4,6,32,40,30,10,20,0
53365843,20230607,M,40대,경기도,700만원 이상,3,8,31,30,50,10,10,0
53365861,20230607,F,30대,대전광역시,700만원 이상,2,4,18,20,30,30,20,0
53366029,20230607,F,50대,서울특별시,300이상500만원 미만,2,5,20,100,0,0,0,0
53366150,20230607,F,60대,대구광역시,300이상500만원 미만,6,4,38,50,0,30,20,0
53366185,20230607,M,60대,충청남도,300이상500만원 미만,2,2,14,100,0,0,0,0
53366213,20230607,F,40대,경기도,500이상700만원 미만,3,5,25,80,20,0,0,0
53366285,20230607,M,50대,경상남도,300이상500만원 미만,2,4,18,30,0,70,0,0
53366480,20230607,M,40대,경기도,300이상500만원 미만,10,10,70,60,0,40,0,0
53366575,20230607,M,40대,경상남도,700만원 이상,4,6,32,30,30,30,10,0
53366761,20230607,M,60대,경상남도,무응답,5,8,41,30,20,10,40,0
53366820,20230607,M,60대,서울특별시,500이상700만원 미만,1,2,9,60,40,0,0,0
53366823,20230607,M,50대,경기도,300이상500만원 미만,4,4,28,50,0,0,50,0
53366911,20230607,M,50대,서울특별시,300만원 미만,2,6,22,30,10,10,50,0
53366957,20230607,M,30대,경기도,300이상500만원 미만,2,5,20,30,20,30,20,0
53366987,20230607,F,30대,제주특별자치도,500이상700만원 미만,1,3,11,50,30,10,10,0
53367124,20230607,M,50대,부산광역시,300이상500만원 미만,2,2,14,20,30,0,50,0
53367292,20230607,M,50대,대전광역시,700만원 이상,2,4,18,40,10,50,0,0
53367364,20230607,F,60대,광주광역시,무응답,2,4,18,50,0,20,30,0
53367420,20230607,F,40대,서울특별시,300이상500만원 미만,8,8,56,0,0,70,30,0
53367492,20230607,F,60대,대전광역시,500이상700만원 미만,2,4,18,50,20,10,20,0
53367692,20230607,M,50대,서울특별시,300만원 미만,4,5,30,50,0,0,0,50
53367703,20230607,F,60대,충청남도,300이상500만원 미만,8,12,64,80,0,20,0,0
53367824,20230607,F,30대,울산광역시,300만원 미만,2,2,14,100,0,0,0,0
53367883,20230607,F,40대,충청남도,300이상500만원 미만,1,3,11,30,30,40,0,0
53367914,20230607,M,30대,경기도,300만원 미만,6,12,54,90,0,0,10,0
53368108,20230607,M,50대,경상북도,300만원 미만,8,10,60,80,0,0,20,0
53368177,20230607,M,40대,경상남도,300이상500만원 미만,7,8,51,20,30,20,30,0
53368195,20230607,M,60대,서울특별시,500이상700만원 미만,8,5,50,30,40,10,20,0
53368424,20230607,M,20대,경기도,무응답,2,5,20,50,40,10,0,0
53368613,20230607,F,60대,충청남도,700만원 이상,2,2,14,50,15,25,10,0
53368666,20230607,M,50대,부산광역시,300만원 미만,3,3,21,50,30,0,20,0
53368720,20230607,F,20대,충청북도,300만원 미만,8,10,60,60,0,0,40,0
53368833,20230607,M,50대,경상북도,300이상500만원 미만,2,4,18,50,20,10,20,0
53368944,20230607,M,30대,경기도,500이상700만원 미만,3,3,21,40,30,20,10,0
53369577,20230607,F,20대,경기도,300만원 미만,1,3,11,70,0,10,20,0
53369595,20230607,M,30대,대전광역시,500이상700만원 미만,1,5,15,30,10,10,50,0
53369810,20230607,M,40대,경기도,300이상500만원 미만,2,4,18,40,0,0,60,0
53369814,20230607,F,50대,경기도,무응답,2,4,18,60,20,10,10,0
53369837,20230607,F,40대,경기도,300이상500만원 미만,5,6,37,50,0,0,0,50
53369853,20230607,M,40대,서울특별시,300이상500만원 미만,2,5,20,50,0,30,20,0
53369864,20230607,M,40대,서울특별시,300이상500만원 미만,2,6,22,60,20,10,10,0
53369869,20230607,M,50대,서울특별시,700만원 이상,1,8,21,10,10,10,70,0
53369978,20230607,F,50대,충청남도,300만원 미만,5,10,45,30,50,0,20,0
53370453,20230607,M,30대,전라북도,300이상500만원 미만,1,3,11,10,20,30,10,30
53370542,20230607,M,20대,인천광역시,300이상500만원 미만,2,8,26,50,0,10,40,0
53370946,20230607,F,60대,경기도,300이상500만원 미만,2,6,22,50,0,0,50,0
53371040,20230607,F,50대,전라북도,500이상700만원 미만,3,4,23,0,20,30,50,0
53371042,20230607,M,40대,경기도,300이상500만원 미만,3,1,17,80,15,0,5,0
53371074,20230607,F,20대,대구광역시,700만원 이상,5,7,39,35,10,5,50,0
53371176,20230607,M,50대,부산광역시,300이상500만원 미만,4,8,36,50,30,10,10,0
53371210,20230607,M,60대,경기도,300이상500만원 미만,3,5,25,60,20,10,0,10
53371387,20230607,M,20대,서울특별시,700만원 이상,4,4,28,10,15,5,70,0
53371458,20230607,F,40대,광주광역시,300만원 미만,2,5,20,50,0,50,0,0
53371496,20230607,M,50대,서울특별시,700만원 이상,2,10,30,50,30,5,15,0
53371588,20230607,M,60대,서울특별시,300만원 미만,8,15,70,25,0,0,60,15
53371649,20230607,M,30대,경기도,700만원 이상,2,5,20,40,20,10,30,0
53371793,20230607,M,30대,서울특별시,500이상700만원 미만,2,3,16,60,10,20,10,0
53371936,20230607,F,30대,서울특별시,300이상500만원 미만,1,4,13,50,40,10,0,0
53372075,20230607,F,30대,인천광역시,300이상500만원 미만,1,2,9,70,0,0,30,0
53372096,20230607,F,30대,경기도,300이상500만원 미만,1,4,13,30,20,10,40,0
53372308,20230607,F,40대,경기도,무응답,2,5,20,20,10,30,40,0
53372379,20230607,F,20대,전라북도,700만원 이상,5,5,35,30,50,0,20,0
53372667,20230607,M,40대,울산광역시,700만원 이상,1,9,23,10,80,0,10,0
53372758,20230607,F,40대,충청남도,500이상700만원 미만,2,1,12,0,0,100,0,0
53372933,20230607,F,60대,충청북도,300만원 미만,5,7,39,30,10,20,20,20
53372959,20230607,F,20대,광주광역시,300만원 미만,2,5,20,70,10,10,10,0
53372984,20230607,M,40대,제주특별자치도,300이상500만원 미만,1,1,7,25,25,25,25,0
53373035,20230607,F,40대,경기도,300이상500만원 미만,1,5,15,40,5,5,10,40
53373220,20230607,M,40대,서울특별시,500이상700만원 미만,2,12,34,65,0,5,30,0
53373412,20230607,M,40대,강원도,500이상700만원 미만,1,4,13,50,20,10,20,0
53373609,20230607,M,50대,경기도,300만원 미만,2,2,14,35,15,0,50,0
53373841,20230607,F,30대,경기도,300이상500만원 미만,1,0,5,80,0,10,10,0
53373906,20230607,F,20대,경기도,700만원 이상,10,10,70,30,10,20,40,0
53374150,20230607,M,50대,경기도,300이상500만원 미만,3,10,35,60,10,0,30,0
53374229,20230607,M,30대,경기도,500이상700만원 미만,1,3,11,60,30,0,10,0
53374408,20230607,M,20대,서울특별시,300이상500만원 미만,2,5,20,30,20,20,30,0
53374470,20230607,F,60대,경기도,700만원 이상,4,7,34,0,60,0,30,10
53374531,20230607,M,50대,경기도,300만원 미만,2,6,22,50,25,25,0,0
53374587,20230607,F,30대,세종특별자치시,700만원 이상,2,4,18,90,10,0,0,0
53374657,20230607,M,50대,제주특별자치도,700만원 이상,1,1,7,50,10,0,40,0
53374770,20230607,F,30대,서울특별시,300이상500만원 미만,5,10,45,50,35,10,5,0
53374856,20230607,F,30대,대구광역시,500이상700만원 미만,0,6,12,95,0,0,5,0
53374951,20230607,F,40대,인천광역시,300이상500만원 미만,3,8,31,20,10,10,60,0
53374965,20230607,F,40대,충청북도,300이상500만원 미만,1,1,7,0,80,0,20,0
53375044,20230607,M,50대,강원도,700만원 이상,2,16,42,0,50,0,0,50
53375350,20230607,M,50대,경기도,700만원 이상,1,3,11,30,30,20,20,0
53375490,20230607,F,50대,충청북도,300이상500만원 미만,4,2,24,50,0,10,40,0
53375566,20230607,M,20대,대전광역시,무응답,7,9,53,20,70,0,10,0
53375770,20230607,M,50대,충청북도,300이상500만원 미만,0,0,0,95,0,5,0,0
53375798,20230607,M,50대,전라북도,500이상700만원 미만,3,8,31,30,50,10,10,0
53376028,20230607,F,60대,서울특별시,700만원 이상,2,5,20,30,20,20,10,20
53376164,20230607,F,40대,경상북도,500이상700만원 미만,3,3,21,30,0,50,20,0
53376218,20230607,F,60대,서울특별시,500이상700만원 미만,4,16,52,0,0,50,50,0
53376276,20230607,M,60대,서울특별시,300이상500만원 미만,1,1,7,20,30,20,30,0
53376303,20230607,M,60대,경상북도,300만원 미만,2,4,18,50,30,0,20,0
53376432,20230607,F,30대,경기도,300이상500만원 미만,2,2,14,10,20,20,50,0
53376744,20230607,M,40대,부산광역시,300만원 미만,2,3,16,30,20,15,35,0
53376813,20230607,F,60대,울산광역시,300만원 미만,2,10,30,50,20,10,20,0
53376885,20230607,M,60대,경상북도,700만원 이상,6,12,54,50,0,25,25,0
53377142,20230607,F,60대,강원도,300만원 미만,4,3,26,10,20,20,50,0
53377219,20230607,F,50대,인천광역시,700만원 이상,2,1,12,30,0,20,50,0
