RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE
53337742,20230531,F,50대,충청남도,300만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해
53338302,20230531,M,20대,광주광역시,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53338303,20230531,M,40대,부산광역시,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해
53338314,20230531,F,50대,울산광역시,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53338421,20230531,M,50대,광주광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해
53338490,20230531,F,50대,전라남도,300만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53338521,20230531,F,40대,경상남도,무응답,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53338571,20230531,F,20대,부산광역시,500이상700만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해
53338583,20230531,F,20대,대구광역시,무응답,스트레스 해소를 위해,건강 관리를 위해
53338695,20230531,M,20대,부산광역시,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53338715,20230531,M,40대,서울특별시,700만원 이상,자기 계발을 위해,마음의 안정-휴식을 위해
53338742,20230531,M,60대,경상남도,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53338752,20230531,M,20대,세종특별자치시,300이상500만원 미만,자기 계발을 위해,스트레스 해소를 위해
53338866,20230531,M,40대,대전광역시,700만원 이상,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해
53338887,20230531,F,40대,경상북도,500이상700만원 미만,자기만족-즐거움을 위해,건강 관리를 위해
53338918,20230531,M,40대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53338948,20230531,F,30대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,남는 시간을 보내기 위해
53338967,20230531,F,30대,대전광역시,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53339026,20230531,M,60대,부산광역시,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53339187,20230531,F,50대,인천광역시,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53339270,20230531,M,60대,경기도,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해
53339291,20230531,M,40대,경기도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53339524,20230531,F,50대,경기도,300만원 미만,자기 계발을 위해,마음의 안정-휴식을 위해
53339540,20230531,M,50대,경기도,700만원 이상,자기만족-즐거움을 위해,대인 관계-교제를 위해
53339675,20230531,M,60대,부산광역시,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해
53339787,20230531,F,30대,경기도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53340101,20230531,F,40대,광주광역시,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
53340128,20230531,F,20대,인천광역시,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해
