"행정동_ID","행정동_명칭","자치구_명칭","시도_명칭"
"1122066","양재1동","서초구","서울"
"1122065","방배4동","서초구","서울"
"1122064","방배3동","서초구","서울"
"1122063","방배2동","서초구","서울"
"1122062","방배1동","서초구","서울"
"1122061","방배본동","서초구","서울"
"1122060","반포4동","서초구","서울"
"1122059","반포3동","서초구","서울"
"1122058","반포2동","서초구","서울"
"1122057","반포1동","서초구","서울"
"1122056","반포본동","서초구","서울"
"1122055","잠원동","서초구","서울"
"1122054","서초4동","서초구","서울"
"1122053","서초3동","서초구","서울"
"1122052","서초2동","서초구","서울"
"1122051","서초1동","서초구","서울"
"1121083","미성동","관악구","서울"
"1121082","삼성동","관악구","서울"
"1121081","난곡동","관악구","서울"
"1121080","청룡동","관악구","서울"
"1121079","성현동","관악구","서울"
"1121078","은천동","관악구","서울"
"1121073","대학동","관악구","서울"
"1121072","조원동","관악구","서울"
"1121071","난향동","관악구","서울"
"1121069","신림동","관악구","서울"
"1121068","신사동","관악구","서울"
"1121066","서림동","관악구","서울"
"1121065","신원동","관악구","서울"
"1121064","서원동","관악구","서울"
"1121063","남현동","관악구","서울"
"1121062","인헌동","관악구","서울"
"1121061","중앙동","관악구","서울"
"1121058","낙성대동","관악구","서울"
"1121057","행운동","관악구","서울"
"1121054","청림동","관악구","서울"
"1121052","보라매동","관악구","서울"
"1120073","사당2동","동작구","서울"
"1120072","노량진1동","동작구","서울"
"1120071","흑석동","동작구","서울"
"1120070","신대방2동","동작구","서울"
"1120069","신대방1동","동작구","서울"
"1120068","대방동","동작구","서울"
"1120067","사당5동","동작구","서울"
"1120066","사당4동","동작구","서울"
"1120065","사당3동","동작구","서울"
"1120063","사당1동","동작구","서울"
"1120056","상도4동","동작구","서울"
"1120055","상도3동","동작구","서울"
"1120054","상도2동","동작구","서울"
"1120053","상도1동","동작구","서울"
"1120052","노량진2동","동작구","서울"
"1119076","문래동","영등포구","서울"
"1119075","도림동","영등포구","서울"
"1119074","영등포동","영등포구","서울"
"1119073","영등포본동","영등포구","서울"
"1119072","대림3동","영등포구","서울"
"1119071","대림2동","영등포구","서울"
"1119070","대림1동","영등포구","서울"
"1119069","신길7동","영등포구","서울"
"1119068","신길6동","영등포구","서울"
"1119067","신길5동","영등포구","서울"
"1119066","신길4동","영등포구","서울"
"1119065","신길3동","영등포구","서울"
"1119063","신길1동","영등포구","서울"
"1119062","양평2동","영등포구","서울"
"1119061","양평1동","영등포구","서울"
"1119056","당산2동","영등포구","서울"
"1119055","당산1동","영등포구","서울"
"1119054","여의동","영등포구","서울"
"1118061","시흥5동","금천구","서울"
"1118060","시흥4동","금천구","서울"
"1118059","시흥3동","금천구","서울"
"1118058","시흥2동","금천구","서울"
"1118057","시흥1동","금천구","서울"
"1118055","독산4동","금천구","서울"
"1118054","독산3동","금천구","서울"
"1118053","독산2동","금천구","서울"
"1118052","독산1동","금천구","서울"
"1118051","가산동","금천구","서울"
"1117072","개봉1동","구로구","서울"
"1117071","구로2동","구로구","서울"
"1117070","가리봉동","구로구","서울"
"1117069","수궁동","구로구","서울"
"1117068","오류2동","구로구","서울"
"1117067","오류1동","구로구","서울"
"1117065","개봉3동","구로구","서울"
"1117064","개봉2동","구로구","서울"
"1117062","고척2동","구로구","서울"
"1117061","고척1동","구로구","서울"
"1117056","구로5동","구로구","서울"
"1117055","구로4동","구로구","서울"
"1117054","구로3동","구로구","서울"
"1117052","구로1동","구로구","서울"
"1117051","신도림동","구로구","서울"
"1116074","우장산동","강서구","서울"
"1116073","화곡1동","강서구","서울"
"1116072","방화3동","강서구","서울"
"1116071","방화2동","강서구","서울"
"1116070","방화1동","강서구","서울"
"1116069","공항동","강서구","서울"
"1116067","발산1동","강서구","서울"
"1116066","가양3동","강서구","서울"
"1116065","가양2동","강서구","서울"
"1116064","가양1동","강서구","서울"
"1116063","화곡8동","강서구","서울"
"1116061","화곡6동","강서구","서울"
"1116059","화곡4동","강서구","서울"
"1116058","화곡3동","강서구","서울"
"1116057","화곡2동","강서구","서울"
"1116055","화곡본동","강서구","서울"
"1116054","등촌3동","강서구","서울"
"1116053","등촌2동","강서구","서울"
"1116052","등촌1동","강서구","서울"
"1116051","염창동","강서구","서울"
"1115072","신정4동","양천구","서울"
"1115071","목5동","양천구","서울"
"1115070","신정7동","양천구","서울"
"1115069","신정6동","양천구","서울"
"1115066","신정3동","양천구","서울"
"1115065","신정2동","양천구","서울"
"1115064","신정1동","양천구","서울"
"1115063","신월7동","양천구","서울"
"1115062","신월6동","양천구","서울"
"1115061","신월5동","양천구","서울"
"1115060","신월4동","양천구","서울"
"1115059","신월3동","양천구","서울"
"1115058","신월2동","양천구","서울"
"1115057","신월1동","양천구","서울"
"1115054","목4동","양천구","서울"
"1115053","목3동","양천구","서울"
"1115052","목2동","양천구","서울"
"1115051","목1동","양천구","서울"
"1114078","아현동","마포구","서울"
"1114077","공덕동","마포구","서울"
"1114076","서강동","마포구","서울"
"1114075","도화동","마포구","서울"
"1114074","상암동","마포구","서울"
"1114073","성산2동","마포구","서울"
"1114072","성산1동","마포구","서울"
"1114071","연남동","마포구","서울"
"1114070","망원2동","마포구","서울"
"1114069","망원1동","마포구","서울"
"1114068","합정동","마포구","서울"
"1114066","서교동","마포구","서울"
"1114063","신수동","마포구","서울"
"1114061","염리동","마포구","서울"
"1114060","대흥동","마포구","서울"
"1114059","용강동","마포구","서울"
"1113076","연희동","서대문구","서울"
"1113075","신촌동","서대문구","서울"
"1113074","북아현동","서대문구","서울"
"1113073","충현동","서대문구","서울"
"1113072","북가좌2동","서대문구","서울"
"1113071","북가좌1동","서대문구","서울"
"1113070","남가좌2동","서대문구","서울"
"1113069","남가좌1동","서대문구","서울"
"1113068","홍은2동","서대문구","서울"
"1113066","홍은1동","서대문구","서울"
"1113065","홍제2동","서대문구","서울"
"1113064","홍제3동","서대문구","서울"
"1113062","홍제1동","서대문구","서울"
"1113052","천연동","서대문구","서울"
"1112074","역촌동","은평구","서울"
"1112073","응암3동","은평구","서울"
"1112072","불광2동","은평구","서울"
"1112071","진관동","은평구","서울"
"1112068","수색동","은평구","서울"
"1112067","증산동","은평구","서울"
"1112066","신사2동","은평구","서울"
"1112065","신사1동","은평구","서울"
"1112060","응암2동","은평구","서울"
"1112059","응암1동","은평구","서울"
"1112058","대조동","은평구","서울"
"1112057","구산동","은평구","서울"
"1112056","갈현2동","은평구","서울"
"1112055","갈현1동","은평구","서울"
"1112052","불광1동","은평구","서울"
"1112051","녹번동","은평구","서울"
"1111079","공릉1동","노원구","서울"
"1111078","중계2,3동","노원구","서울"
"1111077","상계6,7동","노원구","서울"
"1111076","상계3,4동","노원구","서울"
"1111074","상계10동","노원구","서울"
"1111073","상계9동","노원구","서울"
"1111072","상계8동","노원구","서울"
"1111069","상계5동","노원구","서울"
"1111066","상계2동","노원구","서울"
"1111065","상계1동","노원구","서울"
"1111064","중계4동","노원구","서울"
"1111061","중계1동","노원구","서울"
"1111060","중계본동","노원구","서울"
"1111059","하계2동","노원구","서울"
"1111058","하계1동","노원구","서울"
"1111056","공릉2동","노원구","서울"
"1111053","월계3동","노원구","서울"
"1111052","월계2동","노원구","서울"
"1111051","월계1동","노원구","서울"
"1110065","도봉2동","도봉구","서울"
"1110064","도봉1동","도봉구","서울"
"1110063","창5동","도봉구","서울"
"1110062","창4동","도봉구","서울"
"1110061","창3동","도봉구","서울"
"1110060","창2동","도봉구","서울"
"1110059","창1동","도봉구","서울"
"1110057","방학3동","도봉구","서울"
"1110056","방학2동","도봉구","서울"
"1110055","방학1동","도봉구","서울"
"1110054","쌍문4동","도봉구","서울"
"1110053","쌍문3동","도봉구","서울"
"1110052","쌍문2동","도봉구","서울"
"1110051","쌍문1동","도봉구","서울"
"1109075","인수동","강북구","서울"
"1109074","우이동","강북구","서울"
"1109073","삼각산동","강북구","서울"
"1109072","송천동","강북구","서울"
"1109071","송중동","강북구","서울"
"1109070","미아동","강북구","서울"
"1109069","삼양동","강북구","서울"
"1109065","수유3동","강북구","서울"
"1109064","수유2동","강북구","서울"
"1109063","수유1동","강북구","서울"
"1109062","번3동","강북구","서울"
"1109061","번2동","강북구","서울"
"1109060","번1동","강북구","서울"
"1108085","석관동","성북구","서울"
"1108084","종암동","성북구","서울"
"1108083","동선동","성북구","서울"
"1108082","삼선동","성북구","서울"
"1108081","성북동","성북구","서울"
"1108078","장위3동","성북구","서울"
"1108077","장위2동","성북구","서울"
"1108076","장위1동","성북구","서울"
"1108072","월곡2동","성북구","서울"
"1108071","월곡1동","성북구","서울"
"1108068","길음2동","성북구","서울"
"1108066","길음1동","성북구","서울"
"1108065","정릉4동","성북구","서울"
"1108064","정릉3동","성북구","서울"
"1108063","정릉2동","성북구","서울"
"1108062","정릉1동","성북구","서울"
"1108061","보문동","성북구","서울"
"1108060","안암동","성북구","서울"
"1108059","돈암2동","성북구","서울"
"1108058","돈암1동","성북구","서울"
"1107073","망우본동","중랑구","서울"
"1107072","면목3,8동","중랑구","서울"
"1107071","면목본동","중랑구","서울"
"1107070","신내2동","중랑구","서울"
"1107069","신내1동","중랑구","서울"
"1107068","망우3동","중랑구","서울"
"1107065","묵2동","중랑구","서울"
"1107064","묵1동","중랑구","서울"
"1107062","중화2동","중랑구","서울"
"1107061","중화1동","중랑구","서울"
"1107060","상봉2동","중랑구","서울"
"1107059","상봉1동","중랑구","서울"
"1107057","면목7동","중랑구","서울"
"1107055","면목5동","중랑구","서울"
"1107054","면목4동","중랑구","서울"
"1107052","면목2동","중랑구","서울"
"1106091","답십리1동","동대문구","서울"
"1106090","이문2동","동대문구","서울"
"1106089","이문1동","동대문구","서울"
"1106088","장안2동","동대문구","서울"
"1106087","장안1동","동대문구","서울"
"1106086","답십리2동","동대문구","서울"
"1106084","전농2동","동대문구","서울"
"1106083","전농1동","동대문구","서울"
"1106082","제기동","동대문구","서울"
"1106081","용신동","동대문구","서울"
"1106080","청량리동","동대문구","서울"
"1106073","휘경2동","동대문구","서울"
"1106072","휘경1동","동대문구","서울"
"1106071","회기동","동대문구","서울"
"1105067","자양4동","광진구","서울"
"1105066","자양3동","광진구","서울"
"1105065","자양2동","광진구","서울"
"1105064","자양1동","광진구","서울"
"1105063","광장동","광진구","서울"
"1105062","구의3동","광진구","서울"
"1105061","구의2동","광진구","서울"
"1105060","구의1동","광진구","서울"
"1105059","능동","광진구","서울"
"1105058","중곡4동","광진구","서울"
"1105057","중곡3동","광진구","서울"
"1105056","중곡2동","광진구","서울"
"1105055","중곡1동","광진구","서울"
"1105054","군자동","광진구","서울"
"1105053","화양동","광진구","서울"
"1104073","옥수동","성동구","서울"
"1104072","금호2,3가동","성동구","서울"
"1104071","왕십리도선동","성동구","서울"
"1104070","용답동","성동구","서울"
"1104069","송정동","성동구","서울"
"1104068","성수2가3동","성동구","서울"
"1104067","성수2가1동","성동구","서울"
"1104066","성수1가2동","성동구","서울"
"1104065","성수1가1동","성동구","서울"
"1104062","금호4가동","성동구","서울"
"1104059","금호1가동","성동구","서울"
"1104058","응봉동","성동구","서울"
"1104057","행당2동","성동구","서울"
"1104056","행당1동","성동구","서울"
"1104055","사근동","성동구","서울"
"1104054","마장동","성동구","서울"
"1104052","왕십리2동","성동구","서울"
"1103074","한남동","용산구","서울"
"1103073","한강로동","용산구","서울"
"1103072","원효로1동","용산구","서울"
"1103071","청파동","용산구","서울"
"1103070","보광동","용산구","서울"
"1103069","서빙고동","용산구","서울"
"1103066","이태원2동","용산구","서울"
"1103065","이태원1동","용산구","서울"
"1103064","이촌2동","용산구","서울"
"1103063","이촌1동","용산구","서울"
"1103059","용문동","용산구","서울"
"1103058","효창동","용산구","서울"
"1103057","원효로2동","용산구","서울"
"1103053","남영동","용산구","서울"
"1103052","용산2가동","용산구","서울"
"1103051","후암동","용산구","서울"
"1102073","동화동","중구","서울"
"1102072","청구동","중구","서울"
"1102071","약수동","중구","서울"
"1102070","다산동","중구","서울"
"1102069","신당동","중구","서울"
"1102068","중림동","중구","서울"
"1102067","황학동","중구","서울"
"1102065","신당5동","중구","서울"
"1102060","을지로동","중구","서울"
"1102059","광희동","중구","서울"
"1102058","장충동","중구","서울"
"1102057","필동","중구","서울"
"1102055","명동","중구","서울"
"1102054","회현동","중구","서울"
"1102052","소공동","중구","서울"
"1101073","혜화동","종로구","서울"
"1101072","청운효자동","종로구","서울"
"1101071","숭인2동","종로구","서울"
"1101070","숭인1동","종로구","서울"
"1101069","창신3동","종로구","서울"
"1101068","창신2동","종로구","서울"
"1101067","창신1동","종로구","서울"
"1101064","이화동","종로구","서울"
"1101063","종로5,6가동","종로구","서울"
"1101061","종로1,2,3,4가동","종로구","서울"
"1101060","가회동","종로구","서울"
"1101058","교남동","종로구","서울"
"1101057","무악동","종로구","서울"
"1101056","평창동","종로구","서울"
"1101055","부암동","종로구","서울"
"1101054","삼청동","종로구","서울"
"1101053","사직동","종로구","서울"
