SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
33652,2023-05,889,2019 부평풍물대축제,부평풍물대축제,1930,문화축제
33653,2023-05,859,2019 사려니숲 에코힐링 체험,사려니숲에코힐링체험,70,문화축제
33654,2023-05,384,2019 수원등불축제,수원등불축제,330,문화축제
33655,2023-05,382,2019 수원연극축제,수원연극축제,7000,문화축제
33656,2023-05,365,2019 순천 푸드앤아트 페스티벌,순천푸드앤아트페스티벌,110,문화축제
33657,2023-05,1057,2019 안성맞춤 남사당 바우덕이축제,안성맞춤남사당바우덕이축제,440,문화축제
33658,2023-05,1047,2019 양주 천만송이 천일홍 축제,양주천만송이천일홍축제,17,문화축제
33659,2023-05,980,2019 여주오곡나루축제(취소),여주오곡나루축제,490,문화축제
33660,2023-05,36,2019 예천세계활축제,예천세계활축제,190,문화축제
33661,2023-05,294,2019 웅진성수문병 근무교대식,웅진성수문병근무교대식,15,문화축제
33662,2023-05,387,2019 음식 문화축제,음식문화축제,90,문화축제
33663,2023-05,54,2019 정읍벚꽃축제,정읍벚꽃축제,70,문화축제
33664,2023-05,462,2019 제8회 서울동화축제,서울동화축제,1200,문화축제
33665,2023-05,864,2019 제주 메밀축제,제주메밀축제,470,문화축제
33666,2023-05,664,2019 제주들불축제,제주들불축제,1870,문화축제
33667,2023-05,665,2019 제주왕벚꽃축제,제주왕벚꽃축제,50,문화축제
33668,2023-05,400,2019 진안홍삼축제,진안홍삼축제,520,문화축제
33669,2023-05,518,2019 태화강 국제 재즈페스티벌,태화강국제재즈페스티벌,1180,문화축제
33670,2023-05,62,2019 하하페스티벌,하하페스티벌,70,문화축제
33671,2023-05,292,2019겨울공주군밤축제,겨울공주군밤축제,110,문화축제
33672,2023-05,513,2019년 울산 마두희 축제,울산마두희축제,380,문화축제
33673,2023-05,506,2019년 제15회 해운대모래축제,해운대모래축제,102800,문화축제
33674,2023-05,867,2019년도 거문오름국제트레킹,거문오름국제트레킹,70,문화축제
33675,2023-05,487,2019청도반시축제,청도반시축제,110,문화축제
33676,2023-05,488,2019청도세계코미디아트페스티벌,청도세계코미디아트페스티벌,30,문화축제
33677,2023-05,485,2019청도소싸움축제,청도소싸움축제,890,문화축제
33678,2023-05,694,2019컬러풀대구페스티벌,컬러풀대구페스티벌,580,문화축제
33679,2023-05,226,4.19혁명 국민문화제 2019,419혁명국민문화제,60,문화축제
33680,2023-05,910,「제34회 대구약령시 한방문화축제」,대구약령시한방문화축제,4890,문화축제
33681,2023-05,917,「제35회 대구약령시 한방문화축제」,대구약령시한방문화축제,4890,문화축제
33682,2023-05,924,「제36회 대구약령시 한방문화축제」,대구약령시한방문화축제,4890,문화축제
33683,2023-05,931,「제37회 대구약령시 한방문화축제」,대구약령시한방문화축제,4890,문화축제
33684,2023-05,235,가야문화축제,가야문화축제,40690,문화축제
33685,2023-05,845,가파도청보리축제,가파도청보리축제,9720,문화축제
33686,2023-05,154,간재미 축제,간재미축제,23,문화축제
33687,2023-05,86,감물감자축제,감물감자축제,250,문화축제
33688,2023-05,366,감천문화마을 골목축제,감천문화마을골목축제,50,문화축제
33689,2023-05,299,갑사황매화 축제,갑사황매화축제,290,문화축제
33690,2023-05,111,강감찬축제,강감찬축제,140,문화축제
33691,2023-05,187,강경젓갈축제,강경젓갈축제,600,문화축제
33692,2023-05,586,강동선사문화축제,강동선사문화축제,220,문화축제
33694,2023-05,764,강릉커피축제,강릉커피축제,2500,문화축제
33695,2023-05,115,개천예술제,개천예술제,550,문화축제
33696,2023-05,989,개화산 봄꽃축제,개화산봄꽃축제,130,문화축제
33697,2023-05,436,거제 섬꽃축제,거제섬꽃축제,240,문화축제
33698,2023-05,430,거제 옥포대첩 축제,거제옥포대첩축제,1820,문화축제
33699,2023-05,434,거제맥주축제,거제맥주축제,130,문화축제
33700,2023-05,429,거제맹종대나무축제,거제맹종대나무축제,13,문화축제
33701,2023-05,614,거창한마당대축제,거창한마당대축제,20,문화축제
33702,2023-05,767,경산갓바위소원성취축제,경산갓바위소원성취축제,50,문화축제
33703,2023-05,766,경산자인단오제,경산자인단오제,2300,문화축제
33704,2023-05,760,계룡군문화축제,계룡군문화축제,530,문화축제
33705,2023-05,171,계룡산벚꽃축제,계룡산벚꽃축제,60,문화축제
33706,2023-05,280,계룡산산신제,계룡산산신제,210,문화축제
33707,2023-05,103,계양산국악제,계양산국악제,190,문화축제
33708,2023-05,753,고려산진달래축제,고려산진달래축제,2160,문화축제
33709,2023-05,27,고로쇠축제,고로쇠축제,100,문화축제
33710,2023-05,738,고서포도축제,고서포도축제,20,문화축제
33711,2023-05,1105,고스트파크,고스트파크,550,문화축제
33712,2023-05,374,고싸움놀이축제,고싸움놀이축제,30,문화축제
33713,2023-05,616,고싸움놀이축제(1차),고싸움놀이축제,30,문화축제
33714,2023-05,617,고싸움놀이축제(2차),고싸움놀이축제,30,문화축제
33715,2023-05,326,고창갯벌축제,고창갯벌축제,1230,문화축제
33716,2023-05,322,고창모양성제,고창모양성제,190,문화축제
33717,2023-05,325,고창복분자와수박축제,고창복분자와수박축제,390,문화축제
33718,2023-05,323,고창청보리밭축제,고창청보리밭축제,31210,문화축제
33719,2023-05,328,고창해풍고추축제,고창해풍고추축제,20,문화축제
33720,2023-05,490,고흥 우주항공 축제,고흥우주항공축제,990,문화축제
33721,2023-05,1087,곡성세계장미축제,곡성세계장미축제,157700,문화축제
33722,2023-05,1088,곡성심청축제,곡성심청축제,100,문화축제
33723,2023-05,526,곰소젓갈발효축제,곰소젓갈발효축제,30,문화축제
33724,2023-05,1031,곰취축제,곰취축제,2390,문화축제
33725,2023-05,279,공주 석장리 구석기축제,공주석장리구석기축제,7710,문화축제
33726,2023-05,170,공주 석장리 세계구석기축제,공주석장리세계구석기축제,1120,문화축제
33727,2023-05,300,공주항공축제,공주항공축제,12,문화축제
33728,2023-05,721,광복로연등문화제,광복로연등문화제,130,문화축제
33729,2023-05,689,광산우리밀축제,광산우리밀축제,23,문화축제
33730,2023-05,1124,광양매화축제,광양매화축제,1830,문화축제
33731,2023-05,1127,광양숯불구이축제,광양숯불구이축제,150,문화축제
33732,2023-05,1126,광양전어축제,광양전어축제,130,문화축제
33733,2023-05,749,광주 남한산성문화제,광주남한산성문화제,60,문화축제
33734,2023-05,447,광주남한산성문화제,광주남한산성문화제,60,문화축제
33735,2023-05,620,광주세계김치축제,광주세계김치축제,530,문화축제
33736,2023-05,750,광주왕실도자기축제,광주왕실도자기축제,9660,문화축제
33737,2023-05,619,광주프린지페스티벌,광주프린지페스티벌,750,문화축제
33738,2023-05,83,괴산고추축제,괴산고추축제,550,문화축제
33739,2023-05,85,괴산올갱이축제,괴산올갱이축제,35,문화축제
33740,2023-05,146,구로G페스티벌,구로G페스티벌,90,문화축제
33741,2023-05,900,군산시간여행축제,군산시간여행축제,880,문화축제
33742,2023-05,448,군포철쭉축제,군포철쭉축제,13820,문화축제
33743,2023-05,375,굿모닝 양림,굿모닝양림,17,문화축제
33744,2023-05,868,금능 원담축제,금능원담축제,40,문화축제
33745,2023-05,196,금산인삼축제,금산인삼축제,3050,문화축제
33746,2023-05,354,금천하모니벚꽃축제 2018,금천하모니벚꽃축제,13,문화축제
33747,2023-05,835,금호강 바람소리길 축제,금호강바람소리길축제,90,문화축제
33748,2023-05,191,기지시줄다리기 민속축제,기지시줄다리기민속축제,50,문화축제
33749,2023-05,967,김광석노래부르기,김광석노래부르기,17,문화축제
33750,2023-05,973,김광석추모콘서트,김광석추모콘서트,17,문화축제
33751,2023-05,483,김삿갓문화제,김삿갓문화제,80,문화축제
33752,2023-05,1143,김유정추모제,김유정추모제,11,문화축제
33753,2023-05,367,김천국제가족연극제,김천국제가족연극제,60,문화축제
33754,2023-05,368,김천예술제,김천예술제,13,문화축제
33755,2023-05,370,김천자두포도축제,김천자두포도축제,20,문화축제
33756,2023-05,416,김포예술제,김포예술제,17,문화축제
33757,2023-05,237,김해독서대전,김해독서대전,30,문화축제
33758,2023-05,236,김해분청도자기축제,김해분청도자기축제,130,문화축제
33759,2023-05,740,낙동강유채꽃 축제,낙동강유채꽃축제,70,문화축제
33760,2023-05,762,난설헌문화제,난설헌문화제,20,문화축제
33761,2023-05,630,남도음식문화큰잔치,남도음식문화큰잔치,80,문화축제
33762,2023-05,431,남부면 수국축제,남부면수국축제,60,문화축제
33763,2023-05,560,남이흥장군 문화제,남이흥장군문화제,19,문화축제
33764,2023-05,1091,내 집 앞 세계영화제,내집앞세계영화제,30,문화축제
33765,2023-05,304,노원등축제,노원등축제,39,문화축제
33766,2023-05,305,노원탈축제,노원탈축제,760,문화축제
33767,2023-05,186,논산딸기축제,논산딸기축제,5950,문화축제
33768,2023-05,29,단감축제,단감축제,50,문화축제
33769,2023-05,440,단기4351년 개천절 대제전,개천절대제전,15,문화축제
33770,2023-05,441,단기4351년 어천절 대제전,어천절대제전,14,문화축제
33771,2023-05,480,단종문화제,단종문화제,1820,문화축제
33772,2023-05,466,달마고도 걷기축제,달마고도걷기축제,50,문화축제
33773,2023-05,39,달맞이축제,달맞이축제,30,문화축제
33774,2023-05,792,달배달맞이축제,달배달맞이축제,10,문화축제
33775,2023-05,796,달서가족축제,달서가족축제,560,문화축제
33776,2023-05,474,달성토성마을축제,달성토성마을축제,80,문화축제
33777,2023-05,712,달집태우기,달집태우기,580,문화축제
33778,2023-05,733,담양대나무축제,담양대나무축제,42170,문화축제
33779,2023-05,734,담양산타축제,담양산타축제,90,문화축제
33780,2023-05,1082,대관령눈꽃축제,대관령눈꽃축제,600,문화축제
33781,2023-05,697,대구국제뮤지컬페스티벌,대구국제뮤지컬페스티벌,6150,문화축제
33782,2023-05,696,대구국제오페라축제,대구국제오페라축제,320,문화축제
33783,2023-05,695,대구국제재즈축제,대구국제재즈축제,30,문화축제
33784,2023-05,957,대구스트리트 모터 페스티벌,대구스트리트모터페스티벌,2240,문화축제
33785,2023-05,700,대구약령시한방문화축제,대구약령시한방문화축제,4890,문화축제
33786,2023-05,954,대구워터페스티벌,대구워터페스티벌,140,문화축제
33787,2023-05,702,대구치맥페스티벌,대구치맥페스티벌,19900,문화축제
33788,2023-05,701,대구포크페스티벌,대구포크페스티벌,220,문화축제
33789,2023-05,426,대금산진달래축제,대금산진달래축제,100,문화축제
33790,2023-05,15,도봉구 등축제,도봉구등축제,40,문화축제
33791,2023-05,13,도봉구민 건강축제,도봉구민건강축제,12,문화축제
33792,2023-05,1032,도솔산지구전투 전승행사,도솔산지구전투전승행사,30,문화축제
33793,2023-05,1015,독일마을 맥주축제,독일마을맥주축제,730,문화축제
33794,2023-05,481,동강국제사진제,동강국제사진제,170,문화축제
33795,2023-05,768,동래읍성역사축제,동래읍성역사축제,180,문화축제
33796,2023-05,911,동성로축제,동성로축제,24350,문화축제
33797,2023-05,123,동작가족한마음축제,동작가족한마음축제,17,문화축제
33798,2023-05,663,동춘당문화제,동춘당문화제,130,문화축제
33799,2023-05,907,동해무릉제,동해무릉제,340,문화축제
33800,2023-05,686,들노래축제,들노래축제,40,문화축제
33801,2023-05,469,땅끝수국축제,땅끝수국축제,120,문화축제
33802,2023-05,1096,롤링나이트 2019,롤링나이트,14,문화축제
33803,2023-05,178,류방택 별 축제,류방택별축제,1000,문화축제
33804,2023-05,281,마곡사 신록축제,마곡사신록축제,120,문화축제
33805,2023-05,656,마산가고파국화축제,마산가고파국화축제,30,문화축제
33806,2023-05,660,마산만날제,마산만날제,100,문화축제
33807,2023-05,478,마토예술제,마토예술제,50,문화축제
33808,2023-05,194,면천 진달래축제,면천진달래축제,30,문화축제
33809,2023-05,629,명량대첩축제,명량대첩축제,360,문화축제
33810,2023-05,82,목도백중놀이,목도백중놀이,11,문화축제
33811,2023-05,893,목포 유달산 봄 축제,목포유달산봄축제,20,문화축제
33812,2023-05,892,목포항구축제,목포항구축제,520,문화축제
33813,2023-05,327,무장읍성축제,무장읍성축제,270,문화축제
33814,2023-05,174,무창포신비의바닷길축제,무창포신비의바닷길축제,40,문화축제
33815,2023-05,579,문경사과축제,문경사과축제,1040,문화축제
33816,2023-05,577,문경약돌한우축제,문경약돌한우축제,110,문화축제
33817,2023-05,578,문경오미자축제,문경오미자축제,990,문화축제
33818,2023-05,576,문경찻사발축제,문경찻사발축제,29650,문화축제
33819,2023-05,1054,민둥산억새꽃축제,민둥산억새꽃축제,120,문화축제
33820,2023-05,128,밀양아리랑대축제,밀양아리랑대축제,32810,문화축제
33821,2023-05,432,바다로 세계로,바다로세계로,740,문화축제
33822,2023-05,496,반딧불축제,반딧불축제,6890,문화축제
33823,2023-05,1099,발복기원제,발복기원제,11,문화축제
33824,2023-05,856,방선문축제,방선문축제,470,문화축제
33825,2023-05,1033,배꼽축제,배꼽축제,350,문화축제
33826,2023-05,788,백아산 철쭉제,백아산철쭉제,30,문화축제
33827,2023-05,277,백제 어울마당,백제어울마당,20,문화축제
33828,2023-05,38,백제문화제,백제문화제,3120,문화축제
33829,2023-05,522,벌교꼬막축제,벌교꼬막축제,390,문화축제
33830,2023-05,145,벌터산 축제,벌터산축제,16,문화축제
33831,2023-05,640,법성포단오제,법성포단오제,1140,문화축제
33832,2023-05,173,보령머드축제,보령머드축제,26110,문화축제
33833,2023-05,877,보목자리돔축제,보목자리돔축제,2850,문화축제
33834,2023-05,519,보성다향대축제,보성다향대축제,18840,문화축제
33835,2023-05,523,보성벚꽃축제,보성벚꽃축제,12,문화축제
33836,2023-05,524,보성전어축제,보성전어축제,18,문화축제
33837,2023-05,521,보성차밭 빛축제,보성차밭빛축제,80,문화축제
33838,2023-05,1116,보은대추축제,보은대추축제,920,문화축제
33839,2023-05,1144,봄내예술제,봄내예술제,160,문화축제
33840,2023-05,914,봉산미술제,봉산미술제,14,문화축제
33841,2023-05,732,봉화송이축제,봉화송이축제,170,문화축제
33842,2023-05,731,봉화은어축제,봉화은어축제,4120,문화축제
33843,2023-05,780,부산 차이나타운특구 문화축제,부산차이나타운특구문화축제,27,문화축제
33844,2023-05,1108,부산고등어축제,부산고등어축제,180,문화축제
33845,2023-05,743,부산국제록페스티벌,부산국제록페스티벌,930,문화축제
33846,2023-05,742,부산바다축제,부산바다축제,3820,문화축제
33847,2023-05,744,부산불꽃축제,부산불꽃축제,23290,문화축제
33848,2023-05,746,부산시민의종 타종식,부산시민의종타종식,10,문화축제
33849,2023-05,724,부산자갈치축제,부산자갈치축제,840,문화축제
33850,2023-05,747,부산항축제,부산항축제,67530,문화축제
33851,2023-05,525,부안마실축제,부안마실축제,31260,문화축제
33852,2023-05,37,부여서동연꽃축제,부여서동연꽃축제,3010,문화축제
33853,2023-05,450,부천국제만화축제,부천국제만화축제,620,문화축제
33854,2023-05,906,부천국제애니메이션페스티벌,부천국제애니메이션페스티벌,340,문화축제
33855,2023-05,901,부천국제판타스틱영화제,부천국제판타스틱영화제,3820,문화축제
33856,2023-05,904,부천세계비보이대회,부천세계비보이대회,50,문화축제
33857,2023-05,641,불갑산상사화축제,불갑산상사화축제,40,문화축제
33858,2023-05,75,블랙뮤직페스티벌,블랙뮤직페스티벌,120,문화축제
33859,2023-05,197,비단고을산꽃축제,비단고을산꽃축제,20,문화축제
33860,2023-05,108,사선문화제,사선문화제,70,문화축제
33861,2023-05,674,산지천 축제,산지천축제,40,문화축제
33862,2023-05,272,산청황매산철쭉제,산청황매산철쭉제,7880,문화축제
33863,2023-05,110,산타축제,산타축제,27,문화축제
33864,2023-05,181,삼길포우럭축제,삼길포우럭축제,430,문화축제
33865,2023-05,389,삼척맹방유채꽃축제,삼척맹방유채꽃축제,290,문화축제
33866,2023-05,391,삼척장미축제,삼척장미축제,59170,문화축제
33867,2023-05,390,삼척황영조국제마라톤대회,삼척황영조국제마라톤대회,1400,문화축제
33868,2023-05,559,삽교호조개구이 축제,삽교호조개구이축제,250,문화축제
33869,2023-05,713,상화문학제,상화문학제,300,문화축제
33870,2023-05,596,생거진천 문화축제,생거진천문화축제,110,문화축제
33871,2023-05,838,서귀포겨울바다 국제펭귄수영대회,서귀포겨울바다국제펭귄수영대회,19,문화축제
33872,2023-05,883,서귀포칠십리축제,서귀포칠십리축제,130,문화축제
33873,2023-05,388,서리풀페스티벌,서리풀페스티벌,280,문화축제
33874,2023-05,898,서면메디컬스트리트 축제,서면메디컬스트리트축제,10,문화축제
33875,2023-05,180,서산6쪽마늘축제,서산6쪽마늘축제,60,문화축제
33876,2023-05,185,서산국화축제,서산국화축제,210,문화축제
33877,2023-05,182,서산뻘낙지먹물축제,서산뻘낙지먹물축제,18,문화축제
33878,2023-05,648,서산해미읍성역사체험축제,서산해미읍성역사체험축제,12,문화축제
33879,2023-05,184,서산해미읍성축제,서산해미읍성축제,1010,문화축제
33880,2023-05,125,서울장미축제,서울장미축제,253500,문화축제
33881,2023-05,618,서창만드리풍년제,서창만드리풍년제,20,문화축제
33882,2023-05,520,서편제보성소리축제,서편제보성소리축제,250,문화축제
33883,2023-05,113,석촌호수벚꽃축제,석촌호수벚꽃축제,720,문화축제
33884,2023-05,677,선농대제,선농대제,90,문화축제
33885,2023-05,794,선사문화축제,선사문화축제,210,문화축제
33886,2023-05,854,설문대할망 페스티벌 2019,설문대할망페스티벌,160,문화축제
33887,2023-05,405,설봉산별빛축제,설봉산별빛축제,90,문화축제
33888,2023-05,782,설성문화제,설성문화제,110,문화축제
33889,2023-05,1111,설화예술제,설화예술제,20,문화축제
33890,2023-05,156,섬 깡다리 축제,섬깡다리축제,90,문화축제
33891,2023-05,157,섬 병어 축제,섬병어축제,13,문화축제
33892,2023-05,158,섬 수국 축제,섬수국축제,50,문화축제
33893,2023-05,106,섬진강다슬기축제,섬진강다슬기축제,11,문화축제
33894,2023-05,837,성산일출축제,성산일출축제,70,문화축제
33895,2023-05,727,세계 민속춤 축제,세계민속춤축제,15,문화축제
33896,2023-05,678,세계거리춤축제,세계거리춤축제,170,문화축제
33897,2023-05,652,세종 조치원 복숭아  축제,세종조치원복숭아축제,160,문화축제
33898,2023-05,24,세종대왕과 초정약수 축제,세종대왕과초정약수축제,50,문화축제
33899,2023-05,651,세종축제,세종축제,9700,문화축제
33900,2023-05,752,소래포구축제,소래포구축제,1030,문화축제
33901,2023-05,1141,소양강문화제,소양강문화제,16,문화축제
33902,2023-05,1115,속리산 신(神) 축제,속리산신축제,12,문화축제
33903,2023-05,470,송호해변여름축제,송호해변여름축제,10,문화축제
33904,2023-05,882,쇠소깍축제,쇠소깍축제,60,문화축제
33905,2023-05,153,수선화축제,수선화축제,1730,문화축제
33906,2023-05,715,수성못 페스티벌,수성못페스티벌,770,문화축제
33907,2023-05,451,수원화성문화제,수원화성문화제,2560,문화축제
33908,2023-05,438,순창장류축제,순창장류축제,680,문화축제
33909,2023-05,866,스테핑스톤페스티벌,스테핑스톤페스티벌,70,문화축제
33910,2023-05,452,시흥갯골축제,시흥갯골축제,1560,문화축제
33911,2023-05,151,신안튤립축제,신안튤립축제,7440,문화축제
33912,2023-05,195,심훈상록문화제,심훈상록문화제,40,문화축제
33913,2023-05,175,아산성웅이순신축제,아산성웅이순신축제,570,문화축제
33914,2023-05,675,아트제주2019,아트제주,140,문화축제
33915,2023-05,531,안동국제탈춤축제,안동국제탈춤축제,60,문화축제
33916,2023-05,530,안동민속축제,안동민속축제,690,문화축제
33917,2023-05,804,안산국제거리극축제,안산국제거리극축제,15990,문화축제
33918,2023-05,816,안산사이언스밸리(ASV) 과학축제,안산사이언스밸리과학축제,15,문화축제
33919,2023-05,453,안산시국제거리극축제,안산시국제거리극축제,17,문화축제
33920,2023-05,454,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,440,문화축제
33921,2023-05,659,야철제,야철제,40,문화축제
33922,2023-05,938,약령개장 357주년 2015「대구약령시 한방문화축제」,대구약령시한방문화축제,4890,문화축제
33923,2023-05,1035,양록제,양록제,30,문화축제
33924,2023-05,759,양산삽량문화축전,양산삽량문화축전,120,문화축제
33925,2023-05,758,양산웅상회야제,양산웅상회야제,11290,문화축제
33926,2023-05,410,양양문화제,양양문화제,1010,문화축제
33927,2023-05,408,양양송이축제,양양송이축제,440,문화축제
33928,2023-05,409,양양연어축제,양양연어축제,520,문화축제
33929,2023-05,428,양지암축제,양지암축제,60,문화축제
33930,2023-05,188,양촌곶감축제,양촌곶감축제,20,문화축제
33931,2023-05,455,양평용문산산나물축제,양평용문산산나물축제,3810,문화축제
33932,2023-05,357,여수거북선축제,여수거북선축제,22240,문화축제
33933,2023-05,362,여수동동북축제,여수동동북축제,20,문화축제
33934,2023-05,364,여수마칭페스티벌,여수마칭페스티벌,30,문화축제
33935,2023-05,360,여수밤바다 불꽃축제,여수밤바다불꽃축제,1260,문화축제
33936,2023-05,356,여수영취산진달래체험행사,여수영취산진달래체험행사,49,문화축제
33937,2023-05,456,여주오곡나루축제,여주오곡나루축제,490,문화축제
33938,2023-05,537,연산대추축제,연산대추축제,30,문화축제
33939,2023-05,538,연산백중놀이,연산백중놀이,70,문화축제
33940,2023-05,1076,연안부두 축제,연안부두축제,46,문화축제
33941,2023-05,457,연천구석기축제,연천구석기축제,24530,문화축제
33942,2023-05,229,영덕대게축제,영덕대게축제,1870,문화축제
33943,2023-05,231,영덕물가자미축제,영덕물가자미축제,380,문화축제
33944,2023-05,230,영덕황금은어축제,영덕황금은어축제,100,문화축제
33945,2023-05,491,영암왕인문화축제,영암왕인문화축제,240,문화축제
33946,2023-05,482,영월동강뗏목축제,영월동강뗏목축제,50,문화축제
33947,2023-05,340,영천문화예술제,영천문화예술제,19,문화축제
33948,2023-05,341,영천보현산별빛축제,영천보현산별빛축제,490,문화축제
33949,2023-05,339,영천한약축제,영천한약축제,19420,문화축제
33950,2023-05,1013,예산장터삼국축제,예산장터삼국축제,70,문화축제
33951,2023-05,1086,오대산문화축전,오대산문화축전,16,문화축제
33952,2023-05,458,오산독산성문화제,오산독산성문화제,90,문화축제
33953,2023-05,41,오징어축제,오징어축제,830,문화축제
33954,2023-05,717,와룡문화제,와룡문화제,330,문화축제
33955,2023-05,549,완주와일드푸드축제,완주와일드푸드축제,90,문화축제
33956,2023-05,162,왕새우 축제,왕새우축제,11,문화축제
33957,2023-05,126,용마폭포 문화예술축제,용마폭포문화예술축제,70,문화축제
33958,2023-05,314,우륵문화제,우륵문화제,120,문화축제
33959,2023-05,1118,우시산국축제,우시산국축제,610,문화축제
33960,2023-05,986,우장산 신록축제,우장산신록축제,1600,문화축제
33961,2023-05,51,울산고래축제,울산고래축제,72030,문화축제
33962,2023-05,50,울산대공원 장미축제,울산대공원장미축제,122100,문화축제
33963,2023-05,1021,울산쇠부리축제,울산쇠부리축제,24930,문화축제
33964,2023-05,1117,울산옹기축제,울산옹기축제,14570,문화축제
33965,2023-05,613,울산조선해양축제,울산조선해양축제,1060,문화축제
33966,2023-05,1119,울주세계산악영화제,울주세계산악영화제,370,문화축제
33967,2023-05,1051,울진금강송송이축제와 친환경농산물축제,울진금강송송이축제,50,문화축제
33968,2023-05,1049,울진대게와 붉은대게 축제,울진대게와붉은대게축제,50,문화축제
33969,2023-05,278,웅진성수문병 근무교대식,웅진성수문병근무교대식,15,문화축제
33970,2023-05,741,원도심활성화 축제,원도심활성화축제,15,문화축제
33971,2023-05,757,원동매화축제,원동매화축제,250,문화축제
33972,2023-05,1026,원주 다이내믹 댄싱카니발,원주다이내믹댄싱카니발,730,문화축제
33973,2023-05,1025,원주 용수골 꽃 양귀비축제,원주용수골꽃양귀비축제,22710,문화축제
33974,2023-05,1027,원주 한지문화제,원주한지문화제,15540,문화축제
33975,2023-05,213,윤봉길평화축제,윤봉길평화축제,950,문화축제
