SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
29581,2022-10,400,2019 진안홍삼축제,진안홍삼축제,42730,문화축제
29582,2022-10,256,2019 청소년창작영상제,청소년창작영상제,70,문화축제
29583,2022-10,518,2019 태화강 국제 재즈페스티벌,태화강국제재즈페스티벌,370,문화축제
29584,2022-10,62,2019 하하페스티벌,하하페스티벌,18,문화축제
29585,2022-10,292,2019겨울공주군밤축제,겨울공주군밤축제,280,문화축제
29586,2022-10,189,2019계룡세계軍문화축제,계룡세계군문화축제,1130,문화축제
29587,2022-10,513,2019년 울산 마두희 축제,울산마두희축제,150,문화축제
29588,2022-10,506,2019년 제15회 해운대모래축제,해운대모래축제,1940,문화축제
29589,2022-10,514,2019년 한글문화예술제,한글문화예술제,40,문화축제
29590,2022-10,64,2019년 한마음 건강걷기대회,한마음건강걷기대회,210,문화축제
29591,2022-10,867,2019년도 거문오름국제트레킹,거문오름국제트레킹,19,문화축제
29592,2022-10,487,2019청도반시축제,청도반시축제,60320,문화축제
29593,2022-10,488,2019청도세계코미디아트페스티벌,청도세계코미디아트페스티벌,8190,문화축제
29594,2022-10,485,2019청도소싸움축제,청도소싸움축제,380,문화축제
29595,2022-10,694,2019컬러풀대구페스티벌,컬러풀대구페스티벌,50,문화축제
29596,2022-10,710,2019해우리문화축제,해우리문화축제,25,문화축제
29597,2022-10,226,4.19혁명 국민문화제 2019,419혁명국민문화제,19,문화축제
29598,2022-10,442,D.FESTA 대학로 거리공연축제,DFESTA대학로거리공연축제,12,문화축제
29599,2022-10,1034,DMZ마라톤대회,DMZ마라톤대회,14,문화축제
29600,2022-10,910,「제34회 대구약령시 한방문화축제」,대구약령시한방문화축제,12010,문화축제
29601,2022-10,917,「제35회 대구약령시 한방문화축제」,대구약령시한방문화축제,12010,문화축제
29602,2022-10,924,「제36회 대구약령시 한방문화축제」,대구약령시한방문화축제,12010,문화축제
29603,2022-10,931,「제37회 대구약령시 한방문화축제」,대구약령시한방문화축제,12010,문화축제
29604,2022-10,235,가야문화축제,가야문화축제,2740,문화축제
29605,2022-10,475,가족사랑 아이스축제,가족사랑아이스축제,10,문화축제
29606,2022-10,845,가파도청보리축제,가파도청보리축제,910,문화축제
29607,2022-10,154,간재미 축제,간재미축제,32,문화축제
29608,2022-10,1120,간절곶해맞이,간절곶해맞이,20,문화축제
29609,2022-10,1046,감악문화축제,감악문화축제,25,문화축제
29610,2022-10,366,감천문화마을 골목축제,감천문화마을골목축제,1660,문화축제
29611,2022-10,111,강감찬축제,강감찬축제,18170,문화축제
29612,2022-10,187,강경젓갈축제,강경젓갈축제,52350,문화축제
29613,2022-10,586,강동선사문화축제,강동선사문화축제,26210,문화축제
29614,2022-10,763,강릉단오제,강릉단오제,3530,문화축제
29615,2022-10,764,강릉커피축제,강릉커피축제,97440,문화축제
29616,2022-10,115,개천예술제,개천예술제,40570,문화축제
29617,2022-10,437,거제 대구수산물 축제,거제대구수산물축제,30,문화축제
29618,2022-10,436,거제 섬꽃축제,거제섬꽃축제,30630,문화축제
29619,2022-10,430,거제 옥포대첩 축제,거제옥포대첩축제,14,문화축제
29620,2022-10,425,거제도 국제펭귄수영 축제,거제도국제펭귄수영축제,28,문화축제
29621,2022-10,434,거제맥주축제,거제맥주축제,70,문화축제
29622,2022-10,435,거제몽돌해변축제,거제몽돌해변축제,120,문화축제
29623,2022-10,615,거창크리스마스트리문화축제,거창크리스마스트리문화축제,90,문화축제
29624,2022-10,614,거창한마당대축제,거창한마당대축제,7580,문화축제
29625,2022-10,101,겨울왕국 제천페스티벌,겨울왕국제천페스티벌,50,문화축제
29626,2022-10,767,경산갓바위소원성취축제,경산갓바위소원성취축제,200,문화축제
29627,2022-10,766,경산자인단오제,경산자인단오제,120,문화축제
29628,2022-10,760,계룡군문화축제,계룡군문화축제,107120,문화축제
29629,2022-10,171,계룡산벚꽃축제,계룡산벚꽃축제,16,문화축제
29630,2022-10,280,계룡산산신제,계룡산산신제,40,문화축제
29631,2022-10,103,계양산국악제,계양산국악제,40,문화축제
29632,2022-10,753,고려산진달래축제,고려산진달래축제,160,문화축제
29633,2022-10,27,고로쇠축제,고로쇠축제,30,문화축제
29634,2022-10,738,고서포도축제,고서포도축제,10,문화축제
29635,2022-10,1105,고스트파크,고스트파크,580,문화축제
29636,2022-10,374,고싸움놀이축제,고싸움놀이축제,60,문화축제
29637,2022-10,616,고싸움놀이축제(1차),고싸움놀이축제,60,문화축제
29638,2022-10,617,고싸움놀이축제(2차),고싸움놀이축제,60,문화축제
29639,2022-10,326,고창갯벌축제,고창갯벌축제,280,문화축제
29640,2022-10,322,고창모양성제,고창모양성제,10990,문화축제
29641,2022-10,325,고창복분자와수박축제,고창복분자와수박축제,70,문화축제
29642,2022-10,323,고창청보리밭축제,고창청보리밭축제,610,문화축제
29643,2022-10,328,고창해풍고추축제,고창해풍고추축제,50,문화축제
29644,2022-10,490,고흥 우주항공 축제,고흥우주항공축제,80,문화축제
29645,2022-10,1087,곡성세계장미축제,곡성세계장미축제,380,문화축제
29646,2022-10,1088,곡성심청축제,곡성심청축제,1910,문화축제
29647,2022-10,526,곰소젓갈발효축제,곰소젓갈발효축제,3940,문화축제
29648,2022-10,1031,곰취축제,곰취축제,20,문화축제
29649,2022-10,170,공주 석장리 세계구석기축제,공주석장리세계구석기축제,180,문화축제
29650,2022-10,689,광산우리밀축제,광산우리밀축제,17,문화축제
29651,2022-10,1124,광양매화축제,광양매화축제,1040,문화축제
29652,2022-10,1127,광양숯불구이축제,광양숯불구이축제,10990,문화축제
29653,2022-10,1126,광양전어축제,광양전어축제,1390,문화축제
29654,2022-10,749,광주 남한산성문화제,광주남한산성문화제,130,문화축제
29655,2022-10,447,광주남한산성문화제,광주남한산성문화제,130,문화축제
29656,2022-10,620,광주세계김치축제,광주세계김치축제,18840,문화축제
29657,2022-10,750,광주왕실도자기축제,광주왕실도자기축제,80,문화축제
29658,2022-10,619,광주프린지페스티벌,광주프린지페스티벌,12550,문화축제
29659,2022-10,83,괴산고추축제,괴산고추축제,2030,문화축제
29660,2022-10,146,구로G페스티벌,구로G페스티벌,640,문화축제
29661,2022-10,563,구름산예술제,구름산예술제,190,문화축제
29662,2022-10,1011,구민화합 한마당,구민화합한마당,10,문화축제
29663,2022-10,900,군산시간여행축제,군산시간여행축제,68330,문화축제
29664,2022-10,448,군포철쭉축제,군포철쭉축제,220,문화축제
29665,2022-10,375,굿모닝 양림,굿모닝양림,890,문화축제
29666,2022-10,198,금강여울축제,금강여울축제,40,문화축제
29667,2022-10,868,금능 원담축제,금능원담축제,37,문화축제
29668,2022-10,196,금산인삼축제,금산인삼축제,151910,문화축제
29669,2022-10,835,금호강 바람소리길 축제,금호강바람소리길축제,520,문화축제
29670,2022-10,191,기지시줄다리기 민속축제,기지시줄다리기민속축제,20,문화축제
29671,2022-10,967,김광석노래부르기,김광석노래부르기,190,문화축제
29672,2022-10,973,김광석추모콘서트,김광석추모콘서트,16,문화축제
29673,2022-10,483,김삿갓문화제,김삿갓문화제,1920,문화축제
29674,2022-10,1153,김유정문학제,김유정문학제,60,문화축제
29675,2022-10,367,김천국제가족연극제,김천국제가족연극제,19,문화축제
29676,2022-10,368,김천예술제,김천예술제,1270,문화축제
29677,2022-10,370,김천자두포도축제,김천자두포도축제,30,문화축제
29678,2022-10,416,김포예술제,김포예술제,60,문화축제
29679,2022-10,237,김해독서대전,김해독서대전,3660,문화축제
29680,2022-10,236,김해분청도자기축제,김해분청도자기축제,25300,문화축제
29681,2022-10,740,낙동강유채꽃 축제,낙동강유채꽃축제,19,문화축제
29682,2022-10,762,난설헌문화제,난설헌문화제,14,문화축제
29683,2022-10,630,남도음식문화큰잔치,남도음식문화큰잔치,21730,문화축제
29684,2022-10,661,남산상봉제,남산상봉제,19,문화축제
29685,2022-10,560,남이흥장군 문화제,남이흥장군문화제,150,문화축제
29686,2022-10,1091,내 집 앞 세계영화제,내집앞세계영화제,360,문화축제
29689,2022-10,186,논산딸기축제,논산딸기축제,2350,문화축제
29690,2022-10,673,누웨마루 페스티벌,누웨마루페스티벌,20,문화축제
29691,2022-10,29,단감축제,단감축제,2700,문화축제
29692,2022-10,440,단기4351년 개천절 대제전,개천절대제전,24,문화축제
29693,2022-10,480,단종문화제,단종문화제,60,문화축제
29694,2022-10,466,달마고도 걷기축제,달마고도걷기축제,130,문화축제
29695,2022-10,39,달맞이축제,달맞이축제,160,문화축제
29696,2022-10,796,달서가족축제,달서가족축제,210,문화축제
29697,2022-10,712,달집태우기,달집태우기,980,문화축제
29698,2022-10,733,담양대나무축제,담양대나무축제,860,문화축제
29699,2022-10,734,담양산타축제,담양산타축제,810,문화축제
29700,2022-10,1082,대관령눈꽃축제,대관령눈꽃축제,930,문화축제
29701,2022-10,707,대구 글로벌게임문화축제 e-Fun,대구글로벌게임문화축제,30,문화축제
29702,2022-10,697,대구국제뮤지컬페스티벌,대구국제뮤지컬페스티벌,270,문화축제
29703,2022-10,696,대구국제오페라축제,대구국제오페라축제,1760,문화축제
29704,2022-10,695,대구국제재즈축제,대구국제재즈축제,3450,문화축제
29705,2022-10,705,대구국제패션문화페스티벌,대구국제패션문화페스티벌,30,문화축제
29706,2022-10,957,대구스트리트 모터 페스티벌,대구스트리트모터페스티벌,160,문화축제
29707,2022-10,700,대구약령시한방문화축제,대구약령시한방문화축제,12010,문화축제
29708,2022-10,702,대구치맥페스티벌,대구치맥페스티벌,1980,문화축제
29709,2022-10,701,대구포크페스티벌,대구포크페스티벌,1540,문화축제
29710,2022-10,912,대구화교중화문화축제,대구화교중화문화축제,16,문화축제
29711,2022-10,426,대금산진달래축제,대금산진달래축제,17,문화축제
29712,2022-10,884,덕수리 전통민속축제,덕수리전통민속축제,70,문화축제
29713,2022-10,15,도봉구 등축제,도봉구등축제,2140,문화축제
29714,2022-10,13,도봉구민 건강축제,도봉구민건강축제,13,문화축제
29715,2022-10,1032,도솔산지구전투 전승행사,도솔산지구전투전승행사,15,문화축제
29716,2022-10,1015,독일마을 맥주축제,독일마을맥주축제,10570,문화축제
29717,2022-10,481,동강국제사진제,동강국제사진제,730,문화축제
29718,2022-10,636,동두천 청소년 별자리과학 축제,동두천청소년별자리과학축제,135,문화축제
29719,2022-10,637,동두천시 자원봉사 축제,동두천시자원봉사축제,50,문화축제
29720,2022-10,768,동래읍성역사축제,동래읍성역사축제,23300,문화축제
29721,2022-10,911,동성로축제,동성로축제,10040,문화축제
29722,2022-10,663,동춘당문화제,동춘당문화제,110,문화축제
29723,2022-10,907,동해무릉제,동해무릉제,550,문화축제
29724,2022-10,686,들노래축제,들노래축제,120,문화축제
29725,2022-10,465,땅끝매화축제,땅끝매화축제,15,문화축제
29726,2022-10,469,땅끝수국축제,땅끝수국축제,12,문화축제
29727,2022-10,1096,롤링나이트 2019,롤링나이트,13,문화축제
29728,2022-10,178,류방택 별 축제,류방택별축제,530,문화축제
29729,2022-10,281,마곡사 신록축제,마곡사신록축제,19,문화축제
29730,2022-10,656,마산가고파국화축제,마산가고파국화축제,5790,문화축제
29731,2022-10,660,마산만날제,마산만날제,240,문화축제
29732,2022-10,478,마토예술제,마토예술제,60,문화축제
29733,2022-10,629,명량대첩축제,명량대첩축제,10410,문화축제
29734,2022-10,892,목포항구축제,목포항구축제,62560,문화축제
29735,2022-10,327,무장읍성축제,무장읍성축제,38,문화축제
29736,2022-10,174,무창포신비의바닷길축제,무창포신비의바닷길축제,1460,문화축제
29737,2022-10,579,문경사과축제,문경사과축제,135200,문화축제
29738,2022-10,577,문경약돌한우축제,문경약돌한우축제,3470,문화축제
29739,2022-10,578,문경오미자축제,문경오미자축제,14130,문화축제
29740,2022-10,576,문경찻사발축제,문경찻사발축제,990,문화축제
29741,2022-10,1054,민둥산억새꽃축제,민둥산억새꽃축제,770,문화축제
29742,2022-10,128,밀양아리랑대축제,밀양아리랑대축제,4830,문화축제
29743,2022-10,432,바다로 세계로,바다로세계로,100,문화축제
29744,2022-10,496,반딧불축제,반딧불축제,750,문화축제
29745,2022-10,1033,배꼽축제,배꼽축제,310,문화축제
29746,2022-10,756,배내골사과축제,배내골사과축제,1630,문화축제
29747,2022-10,26,백양단풍축제,백양단풍축제,1070,문화축제
29748,2022-10,38,백제문화제,백제문화제,221200,문화축제
29749,2022-10,522,벌교꼬막축제,벌교꼬막축제,7940,문화축제
29750,2022-10,640,법성포단오제,법성포단오제,40,문화축제
29751,2022-10,173,보령머드축제,보령머드축제,7160,문화축제
29752,2022-10,593,보석대축제,보석대축제,250,문화축제
29753,2022-10,519,보성다향대축제,보성다향대축제,100,문화축제
29754,2022-10,524,보성전어축제,보성전어축제,440,문화축제
29755,2022-10,521,보성차밭 빛축제,보성차밭빛축제,420,문화축제
29756,2022-10,722,보수동책방골목문화축제,보수동책방골목문화축제,30,문화축제
29757,2022-10,1116,보은대추축제,보은대추축제,120840,문화축제
29758,2022-10,1121,봉계한우불고기축제,봉계한우불고기축제,16,문화축제
29759,2022-10,914,봉산미술제,봉산미술제,340,문화축제
29760,2022-10,732,봉화송이축제,봉화송이축제,14370,문화축제
29761,2022-10,731,봉화은어축제,봉화은어축제,970,문화축제
29762,2022-10,780,부산 차이나타운특구 문화축제,부산차이나타운특구문화축제,240,문화축제
29763,2022-10,1108,부산고등어축제,부산고등어축제,27310,문화축제
29764,2022-10,743,부산국제록페스티벌,부산국제록페스티벌,4780,문화축제
29765,2022-10,723,부산국제영화제 전야제,부산국제영화제전야제,1000,문화축제
29766,2022-10,742,부산바다축제,부산바다축제,780,문화축제
29767,2022-10,744,부산불꽃축제,부산불꽃축제,607200,문화축제
29768,2022-10,724,부산자갈치축제,부산자갈치축제,21150,문화축제
29769,2022-10,726,부산크리스마스트리문화축제,부산크리스마스트리문화축제,100,문화축제
29770,2022-10,745,부산크리스마스트리축제,부산크리스마스트리축제,70,문화축제
29771,2022-10,747,부산항축제,부산항축제,1290,문화축제
29772,2022-10,525,부안마실축제,부안마실축제,530,문화축제
29773,2022-10,37,부여서동연꽃축제,부여서동연꽃축제,630,문화축제
29774,2022-10,450,부천국제만화축제,부천국제만화축제,16330,문화축제
29775,2022-10,906,부천국제애니메이션페스티벌,부천국제애니메이션페스티벌,6640,문화축제
29776,2022-10,901,부천국제판타스틱영화제,부천국제판타스틱영화제,1040,문화축제
29777,2022-10,904,부천세계비보이대회,부천세계비보이대회,1300,문화축제
29778,2022-10,905,부천전국대학가요제,부천전국대학가요제,60,문화축제
29779,2022-10,473,북평용줄다리기 축제,북평용줄다리기축제,11,문화축제
29780,2022-10,641,불갑산상사화축제,불갑산상사화축제,450,문화축제
29781,2022-10,161,불볼락 축제,불볼락축제,76,문화축제
29782,2022-10,75,블랙뮤직페스티벌,블랙뮤직페스티벌,8690,문화축제
29783,2022-10,197,비단고을산꽃축제,비단고을산꽃축제,15,문화축제
29784,2022-10,46,사량도 옥녀봉 축제,사량도옥녀봉축제,90,문화축제
29785,2022-10,108,사선문화제,사선문화제,630,문화축제
29786,2022-10,674,산지천 축제,산지천축제,460,문화축제
29787,2022-10,110,산타축제,산타축제,150,문화축제
29788,2022-10,181,삼길포우럭축제,삼길포우럭축제,220,문화축제
29789,2022-10,393,삼척동해왕이사부독도축제,삼척동해왕이사부독도축제,29,문화축제
29790,2022-10,389,삼척맹방유채꽃축제,삼척맹방유채꽃축제,14,문화축제
29791,2022-10,391,삼척장미축제,삼척장미축제,170,문화축제
29792,2022-10,394,삼척평생학습박람회,삼척평생학습박람회,90,문화축제
29793,2022-10,559,삽교호조개구이 축제,삽교호조개구이축제,580,문화축제
29794,2022-10,8,상주 이야기축제,상주이야기축제,330,문화축제
29795,2022-10,596,생거진천 문화축제,생거진천문화축제,5420,문화축제
29796,2022-10,844,서귀포 유채꽃 국제걷기대회,서귀포유채꽃국제걷기대회,14,문화축제
29797,2022-10,838,서귀포겨울바다 국제펭귄수영대회,서귀포겨울바다국제펭귄수영대회,13,문화축제
29798,2022-10,883,서귀포칠십리축제,서귀포칠십리축제,9550,문화축제
29799,2022-10,388,서리풀페스티벌,서리풀페스티벌,280,문화축제
29800,2022-10,898,서면메디컬스트리트 축제,서면메디컬스트리트축제,100,문화축제
29801,2022-10,185,서산국화축제,서산국화축제,18430,문화축제
29802,2022-10,182,서산뻘낙지먹물축제,서산뻘낙지먹물축제,20,문화축제
29803,2022-10,649,서산시국화축제,서산시국화축제,150,문화축제
29804,2022-10,183,서산어리굴젓축제,서산어리굴젓축제,40,문화축제
29805,2022-10,648,서산해미읍성역사체험축제,서산해미읍성역사체험축제,20,문화축제
29806,2022-10,184,서산해미읍성축제,서산해미읍성축제,45670,문화축제
29807,2022-10,676,서울약령시 한방문화축제,서울약령시한방문화축제,80,문화축제
29808,2022-10,125,서울장미축제,서울장미축제,770,문화축제
29809,2022-10,520,서편제보성소리축제,서편제보성소리축제,470,문화축제
29810,2022-10,113,석촌호수벚꽃축제,석촌호수벚꽃축제,270,문화축제
29811,2022-10,677,선농대제,선농대제,20,문화축제
29812,2022-10,794,선사문화축제,선사문화축제,12880,문화축제
29813,2022-10,405,설봉산별빛축제,설봉산별빛축제,47,문화축제
29814,2022-10,782,설성문화제,설성문화제,17,문화축제
29815,2022-10,1111,설화예술제,설화예술제,700,문화축제
29816,2022-10,1024,섬강축제,섬강축제,27,문화축제
29817,2022-10,1052,성류문화제,성류문화제,170,문화축제
29818,2022-10,837,성산일출축제,성산일출축제,70,문화축제
29819,2022-10,678,세계거리춤축제,세계거리춤축제,11960,문화축제
29820,2022-10,652,세종 조치원 복숭아  축제,세종조치원복숭아축제,40,문화축제
29821,2022-10,24,세종대왕과 초정약수 축제,세종대왕과초정약수축제,12080,문화축제
29822,2022-10,651,세종축제,세종축제,158200,문화축제
29823,2022-10,752,소래포구축제,소래포구축제,170510,문화축제
29824,2022-10,1141,소양강문화제,소양강문화제,50,문화축제
29826,2022-10,716,수성 건강 축제,수성건강축제,19,문화축제
29827,2022-10,715,수성못 페스티벌,수성못페스티벌,6390,문화축제
29828,2022-10,451,수원화성문화제,수원화성문화제,49420,문화축제
29829,2022-10,438,순창장류축제,순창장류축제,41590,문화축제
29830,2022-10,1036,시래기축제,시래기축제,440,문화축제
29831,2022-10,452,시흥갯골축제,시흥갯골축제,5050,문화축제
29832,2022-10,151,신안튤립축제,신안튤립축제,650,문화축제
29833,2022-10,1110,신정호 별빛축제,신정호별빛축제,30,문화축제
29834,2022-10,195,심훈상록문화제,심훈상록문화제,4780,문화축제
29835,2022-10,175,아산성웅이순신축제,아산성웅이순신축제,190,문화축제
29836,2022-10,675,아트제주2019,아트제주,350,문화축제
29837,2022-10,531,안동국제탈춤축제,안동국제탈춤축제,560,문화축제
29838,2022-10,530,안동민속축제,안동민속축제,490,문화축제
29839,2022-10,804,안산국제거리극축제,안산국제거리극축제,400,문화축제
29840,2022-10,816,안산사이언스밸리(ASV) 과학축제,안산사이언스밸리과학축제,16,문화축제
29841,2022-10,454,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,20370,문화축제
29842,2022-10,659,야철제,야철제,10,문화축제
29843,2022-10,938,약령개장 357주년 2015「대구약령시 한방문화축제」,대구약령시한방문화축제,12010,문화축제
29844,2022-10,1035,양록제,양록제,1640,문화축제
29845,2022-10,759,양산삽량문화축전,양산삽량문화축전,11860,문화축제
29846,2022-10,758,양산웅상회야제,양산웅상회야제,70,문화축제
29847,2022-10,410,양양문화제,양양문화제,40,문화축제
29848,2022-10,408,양양송이축제,양양송이축제,25260,문화축제
29849,2022-10,409,양양연어축제,양양연어축제,32630,문화축제
29850,2022-10,428,양지암축제,양지암축제,36,문화축제
29851,2022-10,188,양촌곶감축제,양촌곶감축제,960,문화축제
29852,2022-10,455,양평용문산산나물축제,양평용문산산나물축제,110,문화축제
29853,2022-10,1041,억새꽃 축제,억새꽃축제,4770,문화축제
29854,2022-10,357,여수거북선축제,여수거북선축제,22160,문화축제
29855,2022-10,362,여수동동북축제,여수동동북축제,1390,문화축제
29856,2022-10,364,여수마칭페스티벌,여수마칭페스티벌,4030,문화축제
29857,2022-10,360,여수밤바다 불꽃축제,여수밤바다불꽃축제,50030,문화축제
29858,2022-10,358,여수여자만갯벌노을체험행사,여수여자만갯벌노을체험행사,40,문화축제
29859,2022-10,456,여주오곡나루축제,여주오곡나루축제,38430,문화축제
29860,2022-10,537,연산대추축제,연산대추축제,12900,문화축제
29861,2022-10,538,연산백중놀이,연산백중놀이,50,문화축제
29862,2022-10,1076,연안부두 축제,연안부두축제,5070,문화축제
29863,2022-10,457,연천구석기축제,연천구석기축제,38980,문화축제
29864,2022-10,229,영덕대게축제,영덕대게축제,7120,문화축제
29865,2022-10,231,영덕물가자미축제,영덕물가자미축제,13,문화축제
29866,2022-10,230,영덕황금은어축제,영덕황금은어축제,13,문화축제
29867,2022-10,491,영암왕인문화축제,영암왕인문화축제,230,문화축제
29868,2022-10,482,영월동강뗏목축제,영월동강뗏목축제,16,문화축제
29869,2022-10,340,영천문화예술제,영천문화예술제,870,문화축제
29870,2022-10,341,영천보현산별빛축제,영천보현산별빛축제,16550,문화축제
29871,2022-10,339,영천한약축제,영천한약축제,14530,문화축제
29872,2022-10,1013,예산장터삼국축제,예산장터삼국축제,40720,문화축제
29873,2022-10,1086,오대산문화축전,오대산문화축전,510,문화축제
29874,2022-10,458,오산독산성문화제,오산독산성문화제,6280,문화축제
29875,2022-10,41,오징어축제,오징어축제,520,문화축제
29876,2022-10,1080,옥천깻잎축제,옥천깻잎축제,190,문화축제
29877,2022-10,717,와룡문화제,와룡문화제,230,문화축제
29878,2022-10,549,완주와일드푸드축제,완주와일드푸드축제,10490,문화축제
29879,2022-10,162,왕새우 축제,왕새우축제,1230,문화축제
29880,2022-10,45,욕지 섬 문화축제,욕지섬문화축제,80,문화축제
29881,2022-10,126,용마폭포 문화예술축제,용마폭포문화예술축제,5250,문화축제
29882,2022-10,1009,용암산성 옥샘문화재,용암산성옥샘문화재,14,문화축제
29883,2022-10,314,우륵문화제,우륵문화제,16470,문화축제
29884,2022-10,42,우산문화제,우산문화제,18,문화축제
