SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
32510,2023-01,485,2019청도소싸움축제,청도소싸움축제,210,문화축제
32511,2023-01,694,2019컬러풀대구페스티벌,컬러풀대구페스티벌,16,문화축제
32512,2023-01,710,2019해우리문화축제,해우리문화축제,11,문화축제
32513,2023-01,226,4.19혁명 국민문화제 2019,419혁명국민문화제,39,문화축제
32514,2023-01,442,D.FESTA 대학로 거리공연축제,DFESTA대학로거리공연축제,40,문화축제
32515,2023-01,910,「제34회 대구약령시 한방문화축제」,대구약령시한방문화축제,35,문화축제
32516,2023-01,917,「제35회 대구약령시 한방문화축제」,대구약령시한방문화축제,35,문화축제
32517,2023-01,924,「제36회 대구약령시 한방문화축제」,대구약령시한방문화축제,35,문화축제
32518,2023-01,931,「제37회 대구약령시 한방문화축제」,대구약령시한방문화축제,35,문화축제
32519,2023-01,235,가야문화축제,가야문화축제,370,문화축제
32520,2023-01,845,가파도청보리축제,가파도청보리축제,2680,문화축제
32521,2023-01,154,간재미 축제,간재미축제,10,문화축제
32522,2023-01,1120,간절곶해맞이,간절곶해맞이,270,문화축제
32523,2023-01,366,감천문화마을 골목축제,감천문화마을골목축제,27,문화축제
32524,2023-01,111,강감찬축제,강감찬축제,50,문화축제
32525,2023-01,187,강경젓갈축제,강경젓갈축제,330,문화축제
32526,2023-01,586,강동선사문화축제,강동선사문화축제,100,문화축제
32527,2023-01,763,강릉단오제,강릉단오제,1470,문화축제
32528,2023-01,764,강릉커피축제,강릉커피축제,550,문화축제
32529,2023-01,115,개천예술제,개천예술제,190,문화축제
32530,2023-01,437,거제 대구수산물 축제,거제대구수산물축제,150,문화축제
32531,2023-01,436,거제 섬꽃축제,거제섬꽃축제,150,문화축제
32532,2023-01,430,거제 옥포대첩 축제,거제옥포대첩축제,11,문화축제
32533,2023-01,434,거제맥주축제,거제맥주축제,18,문화축제
32534,2023-01,615,거창크리스마스트리문화축제,거창크리스마스트리문화축제,4410,문화축제
32535,2023-01,614,거창한마당대축제,거창한마당대축제,60,문화축제
32536,2023-01,101,겨울왕국 제천페스티벌,겨울왕국제천페스티벌,300,문화축제
32537,2023-01,767,경산갓바위소원성취축제,경산갓바위소원성취축제,50,문화축제
32538,2023-01,766,경산자인단오제,경산자인단오제,50,문화축제
32539,2023-01,760,계룡군문화축제,계룡군문화축제,190,문화축제
32540,2023-01,171,계룡산벚꽃축제,계룡산벚꽃축제,20,문화축제
32541,2023-01,280,계룡산산신제,계룡산산신제,23,문화축제
32542,2023-01,103,계양산국악제,계양산국악제,20,문화축제
32543,2023-01,753,고려산진달래축제,고려산진달래축제,370,문화축제
32544,2023-01,27,고로쇠축제,고로쇠축제,150,문화축제
32545,2023-01,1105,고스트파크,고스트파크,240,문화축제
32546,2023-01,374,고싸움놀이축제,고싸움놀이축제,70,문화축제
32547,2023-01,616,고싸움놀이축제(1차),고싸움놀이축제,70,문화축제
32548,2023-01,617,고싸움놀이축제(2차),고싸움놀이축제,70,문화축제
32549,2023-01,326,고창갯벌축제,고창갯벌축제,70,문화축제
32550,2023-01,322,고창모양성제,고창모양성제,70,문화축제
32551,2023-01,325,고창복분자와수박축제,고창복분자와수박축제,20,문화축제
32552,2023-01,323,고창청보리밭축제,고창청보리밭축제,510,문화축제
32553,2023-01,490,고흥 우주항공 축제,고흥우주항공축제,20,문화축제
32554,2023-01,1087,곡성세계장미축제,곡성세계장미축제,110,문화축제
32555,2023-01,1088,곡성심청축제,곡성심청축제,18,문화축제
32556,2023-01,1031,곰취축제,곰취축제,20,문화축제
32557,2023-01,279,공주 석장리 구석기축제,공주석장리구석기축제,12,문화축제
32558,2023-01,170,공주 석장리 세계구석기축제,공주석장리세계구석기축제,60,문화축제
32559,2023-01,1124,광양매화축제,광양매화축제,12710,문화축제
32560,2023-01,1127,광양숯불구이축제,광양숯불구이축제,56,문화축제
32561,2023-01,1126,광양전어축제,광양전어축제,58,문화축제
32562,2023-01,620,광주세계김치축제,광주세계김치축제,170,문화축제
32563,2023-01,750,광주왕실도자기축제,광주왕실도자기축제,50,문화축제
32564,2023-01,619,광주프린지페스티벌,광주프린지페스티벌,80,문화축제
32565,2023-01,83,괴산고추축제,괴산고추축제,120,문화축제
32566,2023-01,146,구로G페스티벌,구로G페스티벌,30,문화축제
32567,2023-01,900,군산시간여행축제,군산시간여행축제,410,문화축제
32568,2023-01,448,군포철쭉축제,군포철쭉축제,90,문화축제
32569,2023-01,375,굿모닝 양림,굿모닝양림,13,문화축제
32570,2023-01,196,금산인삼축제,금산인삼축제,1400,문화축제
32571,2023-01,835,금호강 바람소리길 축제,금호강바람소리길축제,30,문화축제
32572,2023-01,834,금호강 정월대보름 축제,금호강정월대보름축제,150,문화축제
32573,2023-01,191,기지시줄다리기 민속축제,기지시줄다리기민속축제,15,문화축제
32574,2023-01,967,김광석노래부르기,김광석노래부르기,19,문화축제
32575,2023-01,973,김광석추모콘서트,김광석추모콘서트,60,문화축제
32576,2023-01,483,김삿갓문화제,김삿갓문화제,27,문화축제
32577,2023-01,1143,김유정추모제,김유정추모제,12,문화축제
32578,2023-01,367,김천국제가족연극제,김천국제가족연극제,30,문화축제
32579,2023-01,237,김해독서대전,김해독서대전,13,문화축제
32580,2023-01,236,김해분청도자기축제,김해분청도자기축제,60,문화축제
32581,2023-01,740,낙동강유채꽃 축제,낙동강유채꽃축제,27,문화축제
32582,2023-01,630,남도음식문화큰잔치,남도음식문화큰잔치,100,문화축제
32583,2023-01,305,노원탈축제,노원탈축제,110,문화축제
32584,2023-01,186,논산딸기축제,논산딸기축제,13060,문화축제
32585,2023-01,673,누웨마루 페스티벌,누웨마루페스티벌,40,문화축제
32586,2023-01,29,단감축제,단감축제,37,문화축제
32587,2023-01,480,단종문화제,단종문화제,60,문화축제
32588,2023-01,466,달마고도 걷기축제,달마고도걷기축제,60,문화축제
32589,2023-01,39,달맞이축제,달맞이축제,300,문화축제
32590,2023-01,792,달배달맞이축제,달배달맞이축제,130,문화축제
32591,2023-01,712,달집태우기,달집태우기,5440,문화축제
32592,2023-01,733,담양대나무축제,담양대나무축제,310,문화축제
32593,2023-01,734,담양산타축제,담양산타축제,400,문화축제
32594,2023-01,1089,당항포대첩축제,당항포대첩축제,12,문화축제
32595,2023-01,1082,대관령눈꽃축제,대관령눈꽃축제,116000,문화축제
32596,2023-01,697,대구국제뮤지컬페스티벌,대구국제뮤지컬페스티벌,340,문화축제
32597,2023-01,696,대구국제오페라축제,대구국제오페라축제,80,문화축제
32598,2023-01,695,대구국제재즈축제,대구국제재즈축제,15,문화축제
32599,2023-01,957,대구스트리트 모터 페스티벌,대구스트리트모터페스티벌,14,문화축제
32600,2023-01,700,대구약령시한방문화축제,대구약령시한방문화축제,35,문화축제
32601,2023-01,702,대구치맥페스티벌,대구치맥페스티벌,1010,문화축제
32602,2023-01,701,대구포크페스티벌,대구포크페스티벌,40,문화축제
32603,2023-01,426,대금산진달래축제,대금산진달래축제,20,문화축제
32604,2023-01,1015,독일마을 맥주축제,독일마을맥주축제,150,문화축제
32605,2023-01,481,동강국제사진제,동강국제사진제,30,문화축제
32606,2023-01,768,동래읍성역사축제,동래읍성역사축제,80,문화축제
32607,2023-01,911,동성로축제,동성로축제,120,문화축제
32608,2023-01,663,동춘당문화제,동춘당문화제,16,문화축제
32609,2023-01,907,동해무릉제,동해무릉제,60,문화축제
32610,2023-01,472,땅끝 해넘이·해맞이 축제,땅끝해넘이해맞이축제,710,문화축제
32611,2023-01,465,땅끝매화축제,땅끝매화축제,40,문화축제
32612,2023-01,178,류방택 별 축제,류방택별축제,40,문화축제
32613,2023-01,660,마산만날제,마산만날제,160,문화축제
32614,2023-01,629,명량대첩축제,명량대첩축제,160,문화축제
32615,2023-01,892,목포항구축제,목포항구축제,130,문화축제
32616,2023-01,174,무창포신비의바닷길축제,무창포신비의바닷길축제,15,문화축제
32617,2023-01,579,문경사과축제,문경사과축제,540,문화축제
32618,2023-01,577,문경약돌한우축제,문경약돌한우축제,40,문화축제
32619,2023-01,578,문경오미자축제,문경오미자축제,100,문화축제
32620,2023-01,576,문경찻사발축제,문경찻사발축제,470,문화축제
32621,2023-01,1054,민둥산억새꽃축제,민둥산억새꽃축제,40,문화축제
32622,2023-01,128,밀양아리랑대축제,밀양아리랑대축제,190,문화축제
32623,2023-01,432,바다로 세계로,바다로세계로,110,문화축제
32624,2023-01,496,반딧불축제,반딧불축제,550,문화축제
32625,2023-01,1033,배꼽축제,배꼽축제,200,문화축제
32626,2023-01,754,배내골고로쇠축제,배내골고로쇠축제,18,문화축제
32627,2023-01,756,배내골사과축제,배내골사과축제,25,문화축제
32628,2023-01,80,백마권역겨울놀이축제,백마권역겨울놀이축제,100,문화축제
32629,2023-01,38,백제문화제,백제문화제,1120,문화축제
32630,2023-01,522,벌교꼬막축제,벌교꼬막축제,440,문화축제
32631,2023-01,640,법성포단오제,법성포단오제,20,문화축제
32632,2023-01,173,보령머드축제,보령머드축제,2610,문화축제
32633,2023-01,519,보성다향대축제,보성다향대축제,60,문화축제
32634,2023-01,524,보성전어축제,보성전어축제,14,문화축제
32635,2023-01,521,보성차밭 빛축제,보성차밭빛축제,510,문화축제
32636,2023-01,1116,보은대추축제,보은대추축제,310,문화축제
32637,2023-01,732,봉화송이축제,봉화송이축제,110,문화축제
32638,2023-01,731,봉화은어축제,봉화은어축제,610,문화축제
32639,2023-01,780,부산 차이나타운특구 문화축제,부산차이나타운특구문화축제,15,문화축제
32640,2023-01,1108,부산고등어축제,부산고등어축제,80,문화축제
32641,2023-01,743,부산국제록페스티벌,부산국제록페스티벌,200,문화축제
32642,2023-01,742,부산바다축제,부산바다축제,140,문화축제
32643,2023-01,744,부산불꽃축제,부산불꽃축제,8850,문화축제
32644,2023-01,724,부산자갈치축제,부산자갈치축제,240,문화축제
32645,2023-01,726,부산크리스마스트리문화축제,부산크리스마스트리문화축제,50,문화축제
32646,2023-01,745,부산크리스마스트리축제,부산크리스마스트리축제,19,문화축제
32647,2023-01,747,부산항축제,부산항축제,130,문화축제
32648,2023-01,525,부안마실축제,부안마실축제,270,문화축제
32649,2023-01,37,부여서동연꽃축제,부여서동연꽃축제,120,문화축제
32650,2023-01,450,부천국제만화축제,부천국제만화축제,340,문화축제
32651,2023-01,906,부천국제애니메이션페스티벌,부천국제애니메이션페스티벌,260,문화축제
32652,2023-01,901,부천국제판타스틱영화제,부천국제판타스틱영화제,810,문화축제
32653,2023-01,904,부천세계비보이대회,부천세계비보이대회,30,문화축제
32654,2023-01,75,블랙뮤직페스티벌,블랙뮤직페스티벌,40,문화축제
32655,2023-01,108,사선문화제,사선문화제,90,문화축제
32656,2023-01,272,산청황매산철쭉제,산청황매산철쭉제,13,문화축제
32657,2023-01,110,산타축제,산타축제,60,문화축제
32658,2023-01,181,삼길포우럭축제,삼길포우럭축제,80,문화축제
32659,2023-01,389,삼척맹방유채꽃축제,삼척맹방유채꽃축제,80,문화축제
32660,2023-01,391,삼척장미축제,삼척장미축제,70,문화축제
32661,2023-01,392,삼척정월대보름축제,삼척정월대보름축제,120,문화축제
32662,2023-01,559,삽교호조개구이 축제,삽교호조개구이축제,310,문화축제
32663,2023-01,844,서귀포 유채꽃 국제걷기대회,서귀포유채꽃국제걷기대회,30,문화축제
32664,2023-01,838,서귀포겨울바다 국제펭귄수영대회,서귀포겨울바다국제펭귄수영대회,600,문화축제
32665,2023-01,883,서귀포칠십리축제,서귀포칠십리축제,60,문화축제
32666,2023-01,388,서리풀페스티벌,서리풀페스티벌,90,문화축제
32667,2023-01,898,서면메디컬스트리트 축제,서면메디컬스트리트축제,12,문화축제
32668,2023-01,185,서산국화축제,서산국화축제,120,문화축제
32669,2023-01,184,서산해미읍성축제,서산해미읍성축제,180,문화축제
32670,2023-01,125,서울장미축제,서울장미축제,410,문화축제
32671,2023-01,520,서편제보성소리축제,서편제보성소리축제,30,문화축제
32672,2023-01,113,석촌호수벚꽃축제,석촌호수벚꽃축제,780,문화축제
32673,2023-01,677,선농대제,선농대제,12,문화축제
32674,2023-01,794,선사문화축제,선사문화축제,20,문화축제
32675,2023-01,405,설봉산별빛축제,설봉산별빛축제,30,문화축제
32676,2023-01,837,성산일출축제,성산일출축제,580,문화축제
32677,2023-01,678,세계거리춤축제,세계거리춤축제,30,문화축제
32678,2023-01,652,세종 조치원 복숭아  축제,세종조치원복숭아축제,20,문화축제
32679,2023-01,24,세종대왕과 초정약수 축제,세종대왕과초정약수축제,25,문화축제
32680,2023-01,651,세종축제,세종축제,540,문화축제
32681,2023-01,752,소래포구축제,소래포구축제,200,문화축제
32682,2023-01,153,수선화축제,수선화축제,350,문화축제
32683,2023-01,715,수성못 페스티벌,수성못페스티벌,80,문화축제
32684,2023-01,451,수원화성문화제,수원화성문화제,250,문화축제
32685,2023-01,438,순창장류축제,순창장류축제,240,문화축제
32686,2023-01,1036,시래기축제,시래기축제,14,문화축제
32687,2023-01,452,시흥갯골축제,시흥갯골축제,210,문화축제
32688,2023-01,151,신안튤립축제,신안튤립축제,580,문화축제
32689,2023-01,195,심훈상록문화제,심훈상록문화제,20,문화축제
32690,2023-01,175,아산성웅이순신축제,아산성웅이순신축제,130,문화축제
32691,2023-01,675,아트제주2019,아트제주,130,문화축제
32692,2023-01,530,안동민속축제,안동민속축제,39,문화축제
32693,2023-01,804,안산국제거리극축제,안산국제거리극축제,360,문화축제
32694,2023-01,454,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,28,문화축제
32695,2023-01,938,약령개장 357주년 2015「대구약령시 한방문화축제」,대구약령시한방문화축제,35,문화축제
32696,2023-01,1035,양록제,양록제,30,문화축제
32697,2023-01,759,양산삽량문화축전,양산삽량문화축전,30,문화축제
32698,2023-01,758,양산웅상회야제,양산웅상회야제,25,문화축제
32700,2023-01,408,양양송이축제,양양송이축제,190,문화축제
32701,2023-01,409,양양연어축제,양양연어축제,750,문화축제
32702,2023-01,188,양촌곶감축제,양촌곶감축제,380,문화축제
32703,2023-01,455,양평용문산산나물축제,양평용문산산나물축제,160,문화축제
32704,2023-01,1041,억새꽃 축제,억새꽃축제,20,문화축제
32705,2023-01,357,여수거북선축제,여수거북선축제,130,문화축제
32706,2023-01,362,여수동동북축제,여수동동북축제,30,문화축제
32707,2023-01,364,여수마칭페스티벌,여수마칭페스티벌,20,문화축제
32708,2023-01,360,여수밤바다 불꽃축제,여수밤바다불꽃축제,570,문화축제
32709,2023-01,356,여수영취산진달래체험행사,여수영취산진달래체험행사,50,문화축제
32710,2023-01,456,여주오곡나루축제,여주오곡나루축제,110,문화축제
32711,2023-01,537,연산대추축제,연산대추축제,30,문화축제
32712,2023-01,1076,연안부두 축제,연안부두축제,12,문화축제
32713,2023-01,457,연천구석기축제,연천구석기축제,1650,문화축제
32714,2023-01,229,영덕대게축제,영덕대게축제,11720,문화축제
32715,2023-01,231,영덕물가자미축제,영덕물가자미축제,120,문화축제
32716,2023-01,230,영덕황금은어축제,영덕황금은어축제,37,문화축제
32717,2023-01,491,영암왕인문화축제,영암왕인문화축제,180,문화축제
32718,2023-01,484,영월동강겨울축제,영월동강겨울축제,70,문화축제
32719,2023-01,340,영천문화예술제,영천문화예술제,10,문화축제
32720,2023-01,341,영천보현산별빛축제,영천보현산별빛축제,50,문화축제
32721,2023-01,339,영천한약축제,영천한약축제,30,문화축제
32722,2023-01,1013,예산장터삼국축제,예산장터삼국축제,210,문화축제
32723,2023-01,458,오산독산성문화제,오산독산성문화제,80,문화축제
32724,2023-01,41,오징어축제,오징어축제,110,문화축제
32725,2023-01,717,와룡문화제,와룡문화제,100,문화축제
32726,2023-01,549,완주와일드푸드축제,완주와일드푸드축제,50,문화축제
32727,2023-01,126,용마폭포 문화예술축제,용마폭포문화예술축제,28,문화축제
32728,2023-01,314,우륵문화제,우륵문화제,30,문화축제
32729,2023-01,1040,운악산단풍축제,운악산단풍축제,13,문화축제
32730,2023-01,51,울산고래축제,울산고래축제,1670,문화축제
32731,2023-01,50,울산대공원 장미축제,울산대공원장미축제,60,문화축제
32732,2023-01,1021,울산쇠부리축제,울산쇠부리축제,290,문화축제
32733,2023-01,1117,울산옹기축제,울산옹기축제,170,문화축제
32734,2023-01,613,울산조선해양축제,울산조선해양축제,60,문화축제
32735,2023-01,1119,울주세계산악영화제,울주세계산악영화제,360,문화축제
32736,2023-01,1051,울진금강송송이축제와 친환경농산물축제,울진금강송송이축제,28,문화축제
32737,2023-01,1049,울진대게와 붉은대게 축제,울진대게와붉은대게축제,130,문화축제
32738,2023-01,757,원동매화축제,원동매화축제,240,문화축제
32739,2023-01,755,원동청정미나리축제,원동청정미나리축제,80,문화축제
32740,2023-01,1026,원주 다이내믹 댄싱카니발,원주다이내믹댄싱카니발,90,문화축제
32741,2023-01,1025,원주 용수골 꽃 양귀비축제,원주용수골꽃양귀비축제,530,문화축제
32742,2023-01,1027,원주 한지문화제,원주한지문화제,160,문화축제
32743,2023-01,213,윤봉길평화축제,윤봉길평화축제,16,문화축제
32744,2023-01,1128,은평누리축제,은평누리축제,40,문화축제
32745,2023-01,1114,은행나무길 축제,은행나무길축제,13,문화축제
32746,2023-01,781,음성품바축제,음성품바축제,350,문화축제
32747,2023-01,729,응봉산 해맞이축제,응봉산해맞이축제,100,문화축제
32748,2023-01,105,의견문화제,의견문화제,15,문화축제
32749,2023-01,494,의왕철도축제,의왕철도축제,30,문화축제
32750,2023-01,74,의정부 국제가야금축제,의정부국제가야금축제,14,문화축제
32751,2023-01,73,의정부음악극축제,의정부음악극축제,150,문화축제
32752,2023-01,214,의좋은형제축제,의좋은형제축제,60,문화축제
32753,2023-01,402,이천도자기축제,이천도자기축제,1610,문화축제
32754,2023-01,407,이천백사산수유꽃축제,이천백사산수유꽃축제,80,문화축제
32755,2023-01,401,이천쌀문화축제,이천쌀문화축제,110,문화축제
32756,2023-01,404,이천인삼축제,이천인삼축제,30,문화축제
32757,2023-01,869,이호테우축제,이호테우축제,13,문화축제
32758,2023-01,591,익산서동축제,익산서동축제,190,문화축제
32759,2023-01,687,인삼골축제,인삼골축제,18,문화축제
32760,2023-01,872,인제빙어축제,인제빙어축제,124300,문화축제
32761,2023-01,1069,인천개항장문화재야행,인천개항장문화재야행,140,문화축제
32762,2023-01,109,임실N치즈축제,임실N치즈축제,90,문화축제
32763,2023-01,165,입장거봉포도축제,입장거봉포도축제,40,문화축제
32764,2023-01,528,자라섬 국제재즈페스티벌,자라섬국제재즈페스티벌,70,문화축제
32765,2023-01,192,장고항 실치축제,장고항실치축제,460,문화축제
32766,2023-01,793,장미꽃 필(feel)무렵,장미꽃필무렵,12,문화축제
32767,2023-01,1022,장미축제,장미축제,730,문화축제
32768,2023-01,582,장보고수산물축제,장보고수산물축제,29,문화축제
32769,2023-01,276,장수 한우랑 사과랑 축제,장수한우랑사과랑축제,60,문화축제
32770,2023-01,1146,전국관악경연대회,전국관악경연대회,26,문화축제
32771,2023-01,1147,전국합창경연대회,전국합창경연대회,30,문화축제
32772,2023-01,503,전주국제발효식품엑스포,전주국제발효식품엑스포,60,문화축제
32773,2023-01,497,전주대사습놀이,전주대사습놀이,410,문화축제
32774,2023-01,498,전주세계소리축제,전주세계소리축제,510,문화축제
32775,2023-01,502,전주한지문화축제,전주한지문화축제,90,문화축제
32776,2023-01,53,정서진 해넘이 축제,정서진해넘이축제,39,문화축제
32777,2023-01,1055,정선아리랑제,정선아리랑제,310,문화축제
32778,2023-01,594,정월대보름 달맞이문화제,정월대보름달맞이문화제,30,문화축제
32779,2023-01,10,정월대보름 큰잔치,정월대보름큰잔치,12,문화축제
32780,2023-01,708,정월대보름 행사,정월대보름행사,8830,문화축제
32781,2023-01,369,정월대보름달맞이축제,정월대보름달맞이축제,190,문화축제
32782,2023-01,1138,정월대보름축제,정월대보름축제,1380,문화축제
32783,2023-01,342,정월대보름행사,정월대보름행사,8830,문화축제
32784,2023-01,355,정조대왕 능행차 공동재현,정조대왕능행차공동재현,40,문화축제
32785,2023-01,772,제10회 무궁화축제,무궁화축제,30,문화축제
32786,2023-01,6,제11회 마포나루새우젓축제,마포나루새우젓축제,50,문화축제
32787,2023-01,1043,제11회 삼락벚꽃축제,삼락벚꽃축제,20,문화축제
32788,2023-01,847,제11회 우도소라축제,우도소라축제,30,문화축제
32789,2023-01,718,제12회 사천시농업한마당축제,사천시농업한마당축제,10,문화축제
32790,2023-01,269,제12회 지리산산청곶감축제,지리산산청곶감축제,2970,문화축제
32791,2023-01,1,제13회 영동포도축제,영동포도축제,200,문화축제
32792,2023-01,507,제14회 부산국제매직페스티벌,부산국제매직페스티벌,50,문화축제
32793,2023-01,508,제14회 부산국제어린이청소년영화제,부산국제어린이청소년영화제,500,문화축제
32794,2023-01,581,제14회 시흥갯골축제,시흥갯골축제,210,문화축제
32795,2023-01,580,제14회 전국해양스포츠제전,전국해양스포츠제전,35,문화축제
32796,2023-01,59,제14회 정읍 구절초꽃축제,정읍구절초꽃축제,14,문화축제
32797,2023-01,89,제15회 구리 코스모스 축제,구리코스모스축제,70,문화축제
32798,2023-01,88,제15회 구리한강 유채꽃 축제,구리한강유채꽃축제,23,문화축제
32799,2023-01,512,제15회 부산세계불꽃축제,부산세계불꽃축제,37,문화축제
32800,2023-01,761,제15회 영등포 여의도 봄꽃축제,영등포여의도봄꽃축제,60,문화축제
32801,2023-01,540,제15회 영산포 홍어축제,영산포홍어축제,30,문화축제
32802,2023-01,783,제15회 영양산나물축제,영양산나물축제,70,문화축제
32803,2023-01,397,제15회 진안고원 운장산고로쇠축제,진안고원운장산고로쇠축제,24,문화축제
32804,2023-01,373,제15회 차성문화제,차성문화제,40,문화축제
32805,2023-01,34,제15회 파주개성인삼축제,파주개성인삼축제,50,문화축제
32806,2023-01,91,제16회 구리 코스모스 축제,구리코스모스축제,70,문화축제
32807,2023-01,90,제16회 구리한강 유채꽃 축제,구리한강유채꽃축제,23,문화축제
32808,2023-01,642,제16회 추억의 충장축제,추억의충장축제,39,문화축제
32809,2023-01,92,제17회 구리 유채꽃 축제,구리유채꽃축제,20,문화축제
32810,2023-01,93,제17회 구리 코스모스 축제,구리코스모스축제,70,문화축제
32811,2023-01,94,제18회 구리 유채꽃 축제,구리유채꽃축제,20,문화축제
32812,2023-01,95,제18회 구리 코스모스 축제,구리코스모스축제,70,문화축제
32813,2023-01,1044,제18회 사상강변축제,사상강변축제,20,문화축제
32814,2023-01,219,제18회 전라병영성 축제,전라병영성축제,12,문화축제
32815,2023-01,1102,제18회 합천벚꽃마라톤대회,합천벚꽃마라톤대회,890,문화축제
