LCLAS_NM,MLSFC_NM,SIGNGU_NM,FCLTY_CO
문화예술,공연시설,서울특별시 종로구,329
문화예술,공연시설,서울특별시 중구,104
문화예술,공연시설,서울특별시 용산구,149
문화예술,공연시설,서울특별시 성동구,165
문화예술,공연시설,서울특별시 광진구,78
문화예술,공연시설,서울특별시 동대문구,21
문화예술,공연시설,서울특별시 중랑구,21
문화예술,공연시설,서울특별시 성북구,73
문화예술,공연시설,서울특별시 강북구,20
문화예술,공연시설,서울특별시 도봉구,16
문화예술,공연시설,서울특별시 노원구,24
문화예술,공연시설,서울특별시 은평구,35
문화예술,공연시설,서울특별시 서대문구,68
문화예술,공연시설,서울특별시 마포구,507
문화예술,공연시설,서울특별시 양천구,46
문화예술,공연시설,서울특별시 강서구,97
문화예술,공연시설,서울특별시 구로구,52
문화예술,공연시설,서울특별시 금천구,41
문화예술,공연시설,서울특별시 영등포구,145
문화예술,공연시설,서울특별시 동작구,44
문화예술,공연시설,서울특별시 관악구,44
문화예술,공연시설,서울특별시 서초구,416
문화예술,공연시설,서울특별시 강남구,1374
문화예술,공연시설,서울특별시 송파구,97
문화예술,공연시설,서울특별시 강동구,38
문화예술,공연시설,부산광역시 중구,6
문화예술,공연시설,부산광역시 서구,5
문화예술,공연시설,부산광역시 동구,7
문화예술,공연시설,부산광역시 영도구,8
문화예술,공연시설,부산광역시 부산진구,12
문화예술,공연시설,부산광역시 동래구,11
문화예술,공연시설,부산광역시 남구,20
문화예술,공연시설,부산광역시 북구,9
문화예술,공연시설,부산광역시 해운대구,22
문화예술,공연시설,부산광역시 사하구,17
문화예술,공연시설,부산광역시 금정구,16
문화예술,공연시설,부산광역시 강서구,6
문화예술,공연시설,부산광역시 연제구,5
문화예술,공연시설,부산광역시 수영구,11
문화예술,공연시설,부산광역시 사상구,11
문화예술,공연시설,부산광역시 기장군,9
문화예술,공연시설,대구광역시 중구,36
문화예술,공연시설,대구광역시 동구,12
문화예술,공연시설,대구광역시 서구,1
문화예술,공연시설,대구광역시 남구,17
문화예술,공연시설,대구광역시 북구,21
문화예술,공연시설,대구광역시 수성구,35
문화예술,공연시설,대구광역시 달서구,20
문화예술,공연시설,대구광역시 달성군,13
문화예술,공연시설,인천광역시 중구,14
문화예술,공연시설,인천광역시 동구,15
문화예술,공연시설,인천광역시 미추홀구,26
문화예술,공연시설,인천광역시 연수구,17
문화예술,공연시설,인천광역시 남동구,33
문화예술,공연시설,인천광역시 부평구,19
문화예술,공연시설,인천광역시 계양구,19
문화예술,공연시설,인천광역시 서구,17
문화예술,공연시설,인천광역시 강화군,22
문화예술,공연시설,인천광역시 옹진군,3
문화예술,공연시설,광주광역시 동구,37
문화예술,공연시설,광주광역시 서구,27
문화예술,공연시설,광주광역시 남구,13
문화예술,공연시설,광주광역시 북구,65
문화예술,공연시설,광주광역시 광산구,19
문화예술,공연시설,대전광역시 동구,24
문화예술,공연시설,대전광역시 중구,22
문화예술,공연시설,대전광역시 서구,33
문화예술,공연시설,대전광역시 유성구,59
문화예술,공연시설,대전광역시 대덕구,7
문화예술,공연시설,울산광역시 중구,3
문화예술,공연시설,울산광역시 남구,16
문화예술,공연시설,울산광역시 동구,4
문화예술,공연시설,울산광역시 북구,2
문화예술,공연시설,울산광역시 울주군,21
문화예술,공연시설,세종특별자치시 세종특별자치시,37
문화예술,공연시설,경기도 수원시,65
문화예술,공연시설,경기도 성남시,84
문화예술,공연시설,경기도 의정부시,29
문화예술,공연시설,경기도 안양시,37
문화예술,공연시설,경기도 부천시,47
문화예술,공연시설,경기도 광명시,14
문화예술,공연시설,경기도 평택시,27
문화예술,공연시설,경기도 동두천시,6
문화예술,공연시설,경기도 안산시,54
문화예술,공연시설,경기도 고양시,178
문화예술,공연시설,경기도 과천시,34
문화예술,공연시설,경기도 구리시,9
문화예술,공연시설,경기도 남양주시,49
문화예술,공연시설,경기도 오산시,19
문화예술,공연시설,경기도 시흥시,12
문화예술,공연시설,경기도 군포시,13
문화예술,공연시설,경기도 의왕시,4
문화예술,공연시설,경기도 하남시,25
문화예술,공연시설,경기도 용인시,137
문화예술,공연시설,경기도 파주시,14
문화예술,공연시설,경기도 이천시,23
문화예술,공연시설,경기도 안성시,19
문화예술,공연시설,경기도 김포시,38
문화예술,공연시설,경기도 화성시,40
문화예술,공연시설,경기도 광주시,33
문화예술,공연시설,경기도 양주시,78
문화예술,공연시설,경기도 포천시,31
문화예술,공연시설,경기도 여주시,25
문화예술,공연시설,경기도 연천군,7
문화예술,공연시설,경기도 가평군,13
문화예술,공연시설,경기도 양평군,24
문화예술,공연시설,강원도 춘천시,74
문화예술,공연시설,강원도 원주시,65
문화예술,공연시설,강원도 강릉시,56
문화예술,공연시설,강원도 동해시,9
문화예술,공연시설,강원도 태백시,36
문화예술,공연시설,강원도 속초시,19
문화예술,공연시설,강원도 삼척시,17
문화예술,공연시설,강원도 홍천군,10
문화예술,공연시설,강원도 횡성군,8
문화예술,공연시설,강원도 영월군,27
문화예술,공연시설,강원도 평창군,19
문화예술,공연시설,강원도 정선군,17
문화예술,공연시설,강원도 철원군,1
문화예술,공연시설,강원도 화천군,11
문화예술,공연시설,강원도 양구군,11
문화예술,공연시설,강원도 인제군,18
문화예술,공연시설,강원도 고성군,5
문화예술,공연시설,강원도 양양군,5
문화예술,공연시설,충청북도 청주시,106
문화예술,공연시설,충청북도 충주시,75
문화예술,공연시설,충청북도 제천시,11
문화예술,공연시설,충청북도 보은군,13
문화예술,공연시설,충청북도 옥천군,2
문화예술,공연시설,충청북도 영동군,9
문화예술,공연시설,충청북도 증평군,11
문화예술,공연시설,충청북도 진천군,4
문화예술,공연시설,충청북도 괴산군,3
문화예술,공연시설,충청북도 음성군,10
문화예술,공연시설,충청북도 단양군,11
문화예술,공연시설,충청남도 천안시,37
문화예술,공연시설,충청남도 공주시,33
문화예술,공연시설,충청남도 보령시,12
문화예술,공연시설,충청남도 아산시,17
문화예술,공연시설,충청남도 서산시,24
문화예술,공연시설,충청남도 논산시,32
문화예술,공연시설,충청남도 계룡시,2
문화예술,공연시설,충청남도 당진시,26
문화예술,공연시설,충청남도 금산군,7
문화예술,공연시설,충청남도 부여군,28
문화예술,공연시설,충청남도 서천군,41
문화예술,공연시설,충청남도 청양군,12
문화예술,공연시설,충청남도 홍성군,22
문화예술,공연시설,충청남도 예산군,28
문화예술,공연시설,충청남도 태안군,26
문화예술,공연시설,전라북도 전주시,148
문화예술,공연시설,전라북도 군산시,29
문화예술,공연시설,전라북도 익산시,39
문화예술,공연시설,전라북도 정읍시,36
문화예술,공연시설,전라북도 남원시,53
문화예술,공연시설,전라북도 김제시,21
문화예술,공연시설,전라북도 완주군,30
문화예술,공연시설,전라북도 진안군,16
문화예술,공연시설,전라북도 무주군,76
문화예술,공연시설,전라북도 장수군,26
문화예술,공연시설,전라북도 임실군,23
문화예술,공연시설,전라북도 순창군,28
문화예술,공연시설,전라북도 고창군,33
문화예술,공연시설,전라북도 부안군,37
문화예술,공연시설,전라남도 목포시,42
문화예술,공연시설,전라남도 여수시,73
문화예술,공연시설,전라남도 순천시,67
문화예술,공연시설,전라남도 나주시,69
문화예술,공연시설,전라남도 광양시,21
문화예술,공연시설,전라남도 담양군,57
문화예술,공연시설,전라남도 곡성군,15
문화예술,공연시설,전라남도 구례군,31
문화예술,공연시설,전라남도 고흥군,29
문화예술,공연시설,전라남도 보성군,13
문화예술,공연시설,전라남도 화순군,21
문화예술,공연시설,전라남도 장흥군,8
문화예술,공연시설,전라남도 강진군,25
문화예술,공연시설,전라남도 해남군,40
문화예술,공연시설,전라남도 영암군,59
문화예술,공연시설,전라남도 무안군,23
문화예술,공연시설,전라남도 함평군,10
문화예술,공연시설,전라남도 영광군,18
문화예술,공연시설,전라남도 장성군,19
문화예술,공연시설,전라남도 완도군,16
문화예술,공연시설,전라남도 진도군,35
문화예술,공연시설,전라남도 신안군,31
문화예술,공연시설,경상북도 포항시,31
문화예술,공연시설,경상북도 경주시,74
문화예술,공연시설,경상북도 김천시,5
문화예술,공연시설,경상북도 안동시,73
문화예술,공연시설,경상북도 구미시,21
문화예술,공연시설,경상북도 영주시,18
문화예술,공연시설,경상북도 영천시,19
문화예술,공연시설,경상북도 상주시,22
문화예술,공연시설,경상북도 문경시,26
문화예술,공연시설,경상북도 경산시,13
문화예술,공연시설,경상북도 군위군,15
문화예술,공연시설,경상북도 의성군,7
문화예술,공연시설,경상북도 청송군,22
문화예술,공연시설,경상북도 영양군,33
문화예술,공연시설,경상북도 영덕군,14
문화예술,공연시설,경상북도 청도군,25
문화예술,공연시설,경상북도 고령군,23
문화예술,공연시설,경상북도 성주군,6
문화예술,공연시설,경상북도 칠곡군,10
문화예술,공연시설,경상북도 예천군,17
문화예술,공연시설,경상북도 봉화군,18
문화예술,공연시설,경상북도 울진군,9
문화예술,공연시설,경상북도 울릉군,4
문화예술,공연시설,경상남도 창원시,83
문화예술,공연시설,경상남도 진주시,56
문화예술,공연시설,경상남도 통영시,36
문화예술,공연시설,경상남도 사천시,13
문화예술,공연시설,경상남도 김해시,78
문화예술,공연시설,경상남도 밀양시,33
문화예술,공연시설,경상남도 거제시,38
문화예술,공연시설,경상남도 양산시,22
문화예술,공연시설,경상남도 의령군,11
문화예술,공연시설,경상남도 함안군,33
문화예술,공연시설,경상남도 창녕군,42
문화예술,공연시설,경상남도 고성군,43
문화예술,공연시설,경상남도 남해군,51
문화예술,공연시설,경상남도 하동군,32
문화예술,공연시설,경상남도 산청군,46
문화예술,공연시설,경상남도 함양군,25
문화예술,공연시설,경상남도 거창군,31
문화예술,공연시설,경상남도 합천군,36
문화예술,공연시설,제주특별자치도 제주시,180
문화예술,공연시설,제주특별자치도 서귀포시,131
문화예술,전시시설,서울특별시 종로구,176
문화예술,전시시설,서울특별시 중구,126
문화예술,전시시설,서울특별시 용산구,104
문화예술,전시시설,서울특별시 성동구,95
문화예술,전시시설,서울특별시 광진구,115
문화예술,전시시설,서울특별시 동대문구,140
문화예술,전시시설,서울특별시 중랑구,116
문화예술,전시시설,서울특별시 성북구,173
문화예술,전시시설,서울특별시 강북구,106
문화예술,전시시설,서울특별시 도봉구,118
문화예술,전시시설,서울특별시 노원구,205
문화예술,전시시설,서울특별시 은평구,185
문화예술,전시시설,서울특별시 서대문구,129
문화예술,전시시설,서울특별시 마포구,133
문화예술,전시시설,서울특별시 양천구,149
문화예술,전시시설,서울특별시 강서구,210
문화예술,전시시설,서울특별시 구로구,167
문화예술,전시시설,서울특별시 금천구,80
문화예술,전시시설,서울특별시 영등포구,165
문화예술,전시시설,서울특별시 동작구,171
문화예술,전시시설,서울특별시 관악구,196
문화예술,전시시설,서울특별시 서초구,196
문화예술,전시시설,서울특별시 강남구,267
문화예술,전시시설,서울특별시 송파구,258
문화예술,전시시설,서울특별시 강동구,169
문화예술,전시시설,부산광역시 중구,24
문화예술,전시시설,부산광역시 서구,53
문화예술,전시시설,부산광역시 동구,37
문화예술,전시시설,부산광역시 영도구,62
문화예술,전시시설,부산광역시 부산진구,149
문화예술,전시시설,부산광역시 동래구,143
문화예술,전시시설,부산광역시 남구,132
문화예술,전시시설,부산광역시 북구,111
문화예술,전시시설,부산광역시 해운대구,171
문화예술,전시시설,부산광역시 사하구,114
문화예술,전시시설,부산광역시 금정구,123
문화예술,전시시설,부산광역시 강서구,67
문화예술,전시시설,부산광역시 연제구,75
문화예술,전시시설,부산광역시 수영구,54
문화예술,전시시설,부산광역시 사상구,79
문화예술,전시시설,부산광역시 기장군,112
문화예술,전시시설,대구광역시 중구,63
문화예술,전시시설,대구광역시 동구,139
문화예술,전시시설,대구광역시 서구,59
문화예술,전시시설,대구광역시 남구,48
문화예술,전시시설,대구광역시 북구,182
문화예술,전시시설,대구광역시 수성구,190
문화예술,전시시설,대구광역시 달서구,250
문화예술,전시시설,대구광역시 달성군,111
문화예술,전시시설,인천광역시 중구,84
문화예술,전시시설,인천광역시 동구,28
문화예술,전시시설,인천광역시 미추홀구,110
문화예술,전시시설,인천광역시 연수구,154
문화예술,전시시설,인천광역시 남동구,188
문화예술,전시시설,인천광역시 부평구,175
문화예술,전시시설,인천광역시 계양구,137
문화예술,전시시설,인천광역시 서구,214
문화예술,전시시설,인천광역시 강화군,10
문화예술,전시시설,인천광역시 옹진군,10
문화예술,전시시설,광주광역시 동구,104
문화예술,전시시설,광주광역시 서구,169
문화예술,전시시설,광주광역시 남구,176
문화예술,전시시설,광주광역시 북구,322
문화예술,전시시설,광주광역시 광산구,252
문화예술,전시시설,대전광역시 동구,102
문화예술,전시시설,대전광역시 중구,142
문화예술,전시시설,대전광역시 서구,216
문화예술,전시시설,대전광역시 유성구,249
문화예술,전시시설,대전광역시 대덕구,109
문화예술,전시시설,울산광역시 중구,94
문화예술,전시시설,울산광역시 남구,160
문화예술,전시시설,울산광역시 동구,81
문화예술,전시시설,울산광역시 북구,100
문화예술,전시시설,울산광역시 울주군,150
문화예술,전시시설,세종특별자치시 세종특별자치시,210
문화예술,전시시설,경기도 수원시,543
문화예술,전시시설,경기도 성남시,399
문화예술,전시시설,경기도 의정부시,182
문화예술,전시시설,경기도 안양시,230
문화예술,전시시설,경기도 부천시,317
문화예술,전시시설,경기도 광명시,122
문화예술,전시시설,경기도 평택시,221
문화예술,전시시설,경기도 동두천시,37
문화예술,전시시설,경기도 안산시,250
문화예술,전시시설,경기도 고양시,411
문화예술,전시시설,경기도 과천시,27
문화예술,전시시설,경기도 구리시,62
문화예술,전시시설,경기도 남양주시,295
문화예술,전시시설,경기도 오산시,100
문화예술,전시시설,경기도 시흥시,226
문화예술,전시시설,경기도 군포시,117
문화예술,전시시설,경기도 의왕시,75
문화예술,전시시설,경기도 하남시,108
문화예술,전시시설,경기도 용인시,478
문화예술,전시시설,경기도 파주시,47
문화예술,전시시설,경기도 이천시,113
문화예술,전시시설,경기도 안성시,106
문화예술,전시시설,경기도 김포시,132
문화예술,전시시설,경기도 화성시,454
문화예술,전시시설,경기도 광주시,105
문화예술,전시시설,경기도 양주시,114
문화예술,전시시설,경기도 포천시,87
문화예술,전시시설,경기도 여주시,74
문화예술,전시시설,경기도 연천군,9
문화예술,전시시설,경기도 가평군,40
문화예술,전시시설,경기도 양평군,85
문화예술,전시시설,강원도 춘천시,157
문화예술,전시시설,강원도 원주시,212
문화예술,전시시설,강원도 강릉시,145
문화예술,전시시설,강원도 동해시,67
문화예술,전시시설,강원도 태백시,36
문화예술,전시시설,강원도 속초시,49
문화예술,전시시설,강원도 삼척시,66
문화예술,전시시설,강원도 홍천군,60
문화예술,전시시설,강원도 횡성군,55
문화예술,전시시설,강원도 영월군,65
문화예술,전시시설,강원도 평창군,49
문화예술,전시시설,강원도 정선군,61
문화예술,전시시설,강원도 철원군,5
문화예술,전시시설,강원도 화천군,23
문화예술,전시시설,강원도 양구군,21
문화예술,전시시설,강원도 인제군,49
문화예술,전시시설,강원도 고성군,18
문화예술,전시시설,강원도 양양군,32
문화예술,전시시설,충청북도 청주시,457
문화예술,전시시설,충청북도 충주시,142
문화예술,전시시설,충청북도 제천시,90
문화예술,전시시설,충청북도 보은군,40
문화예술,전시시설,충청북도 옥천군,41
문화예술,전시시설,충청북도 영동군,46
문화예술,전시시설,충청북도 증평군,26
문화예술,전시시설,충청북도 진천군,53
문화예술,전시시설,충청북도 괴산군,47
문화예술,전시시설,충청북도 음성군,83
문화예술,전시시설,충청북도 단양군,24
문화예술,전시시설,충청남도 천안시,307
문화예술,전시시설,충청남도 공주시,98
문화예술,전시시설,충청남도 보령시,97
문화예술,전시시설,충청남도 아산시,205
문화예술,전시시설,충청남도 서산시,123
문화예술,전시시설,충청남도 논산시,97
문화예술,전시시설,충청남도 계룡시,20
문화예술,전시시설,충청남도 당진시,99
문화예술,전시시설,충청남도 금산군,51
문화예술,전시시설,충청남도 부여군,74
문화예술,전시시설,충청남도 서천군,61
문화예술,전시시설,충청남도 청양군,34
문화예술,전시시설,충청남도 홍성군,72
문화예술,전시시설,충청남도 예산군,74
문화예술,전시시설,충청남도 태안군,46
문화예술,전시시설,전라북도 전주시,432
문화예술,전시시설,전라북도 군산시,187
문화예술,전시시설,전라북도 익산시,194
문화예술,전시시설,전라북도 정읍시,112
문화예술,전시시설,전라북도 남원시,90
문화예술,전시시설,전라북도 김제시,80
문화예술,전시시설,전라북도 완주군,86
문화예술,전시시설,전라북도 진안군,42
문화예술,전시시설,전라북도 무주군,29
문화예술,전시시설,전라북도 장수군,30
문화예술,전시시설,전라북도 임실군,40
문화예술,전시시설,전라북도 순창군,41
문화예술,전시시설,전라북도 고창군,56
문화예술,전시시설,전라북도 부안군,61
문화예술,전시시설,전라남도 목포시,164
문화예술,전시시설,전라남도 여수시,183
문화예술,전시시설,전라남도 순천시,229
문화예술,전시시설,전라남도 나주시,92
문화예술,전시시설,전라남도 광양시,100
문화예술,전시시설,전라남도 담양군,45
문화예술,전시시설,전라남도 곡성군,29
문화예술,전시시설,전라남도 구례군,27
문화예술,전시시설,전라남도 고흥군,55
문화예술,전시시설,전라남도 보성군,45
문화예술,전시시설,전라남도 화순군,59
문화예술,전시시설,전라남도 장흥군,38
문화예술,전시시설,전라남도 강진군,45
문화예술,전시시설,전라남도 해남군,56
문화예술,전시시설,전라남도 영암군,65
문화예술,전시시설,전라남도 무안군,78
문화예술,전시시설,전라남도 함평군,33
문화예술,전시시설,전라남도 영광군,43
문화예술,전시시설,전라남도 장성군,35
문화예술,전시시설,전라남도 완도군,54
문화예술,전시시설,전라남도 진도군,44
문화예술,전시시설,전라남도 신안군,60
문화예술,전시시설,경상북도 포항시,265
문화예술,전시시설,경상북도 경주시,153
문화예술,전시시설,경상북도 김천시,94
문화예술,전시시설,경상북도 안동시,130
문화예술,전시시설,경상북도 구미시,217
문화예술,전시시설,경상북도 영주시,64
문화예술,전시시설,경상북도 영천시,61
문화예술,전시시설,경상북도 상주시,79
문화예술,전시시설,경상북도 문경시,62
문화예술,전시시설,경상북도 경산시,137
문화예술,전시시설,경상북도 군위군,21
문화예술,전시시설,경상북도 의성군,40
문화예술,전시시설,경상북도 청송군,25
문화예술,전시시설,경상북도 영양군,18
문화예술,전시시설,경상북도 영덕군,32
문화예술,전시시설,경상북도 청도군,31
문화예술,전시시설,경상북도 고령군,25
문화예술,전시시설,경상북도 성주군,31
문화예술,전시시설,경상북도 칠곡군,84
문화예술,전시시설,경상북도 예천군,52
문화예술,전시시설,경상북도 봉화군,33
문화예술,전시시설,경상북도 울진군,42
문화예술,전시시설,경상북도 울릉군,11
문화예술,전시시설,경상남도 창원시,467
문화예술,전시시설,경상남도 진주시,239
문화예술,전시시설,경상남도 통영시,87
문화예술,전시시설,경상남도 사천시,85
문화예술,전시시설,경상남도 김해시,259
문화예술,전시시설,경상남도 밀양시,75
문화예술,전시시설,경상남도 거제시,121
문화예술,전시시설,경상남도 양산시,161
문화예술,전시시설,경상남도 의령군,28
문화예술,전시시설,경상남도 함안군,46
문화예술,전시시설,경상남도 창녕군,55
문화예술,전시시설,경상남도 고성군,49
문화예술,전시시설,경상남도 남해군,49
문화예술,전시시설,경상남도 하동군,43
문화예술,전시시설,경상남도 산청군,37
문화예술,전시시설,경상남도 함양군,34
문화예술,전시시설,경상남도 거창군,53
문화예술,전시시설,경상남도 합천군,56
문화예술,전시시설,제주특별자치도 제주시,340
문화예술,전시시설,제주특별자치도 서귀포시,189
문화예술,지역문화시설,서울특별시 종로구,67
문화예술,지역문화시설,서울특별시 중구,26
문화예술,지역문화시설,서울특별시 용산구,11
문화예술,지역문화시설,서울특별시 성동구,13
문화예술,지역문화시설,서울특별시 광진구,19
문화예술,지역문화시설,서울특별시 동대문구,14
문화예술,지역문화시설,서울특별시 중랑구,22
문화예술,지역문화시설,서울특별시 성북구,39
문화예술,지역문화시설,서울특별시 강북구,22
문화예술,지역문화시설,서울특별시 도봉구,43
문화예술,지역문화시설,서울특별시 노원구,38
문화예술,지역문화시설,서울특별시 은평구,35
문화예술,지역문화시설,서울특별시 서대문구,29
문화예술,지역문화시설,서울특별시 마포구,16
문화예술,지역문화시설,서울특별시 양천구,29
문화예술,지역문화시설,서울특별시 강서구,33
문화예술,지역문화시설,서울특별시 구로구,20
문화예술,지역문화시설,서울특별시 금천구,27
문화예술,지역문화시설,서울특별시 영등포구,13
문화예술,지역문화시설,서울특별시 동작구,18
문화예술,지역문화시설,서울특별시 관악구,23
문화예술,지역문화시설,서울특별시 서초구,18
문화예술,지역문화시설,서울특별시 강남구,27
문화예술,지역문화시설,서울특별시 송파구,26
문화예술,지역문화시설,서울특별시 강동구,20
문화예술,지역문화시설,부산광역시 중구,16
문화예술,지역문화시설,부산광역시 서구,16
문화예술,지역문화시설,부산광역시 동구,19
문화예술,지역문화시설,부산광역시 영도구,10
문화예술,지역문화시설,부산광역시 부산진구,23
문화예술,지역문화시설,부산광역시 동래구,31
문화예술,지역문화시설,부산광역시 남구,19
문화예술,지역문화시설,부산광역시 북구,23
문화예술,지역문화시설,부산광역시 해운대구,20
문화예술,지역문화시설,부산광역시 사하구,22
문화예술,지역문화시설,부산광역시 금정구,24
문화예술,지역문화시설,부산광역시 강서구,19
문화예술,지역문화시설,부산광역시 연제구,9
문화예술,지역문화시설,부산광역시 수영구,14
문화예술,지역문화시설,부산광역시 사상구,17
문화예술,지역문화시설,부산광역시 기장군,22
문화예술,지역문화시설,대구광역시 중구,67
문화예술,지역문화시설,대구광역시 동구,51
문화예술,지역문화시설,대구광역시 서구,28
문화예술,지역문화시설,대구광역시 남구,27
문화예술,지역문화시설,대구광역시 북구,44
문화예술,지역문화시설,대구광역시 수성구,26
문화예술,지역문화시설,대구광역시 달서구,33
문화예술,지역문화시설,대구광역시 달성군,57
문화예술,지역문화시설,인천광역시 중구,50
문화예술,지역문화시설,인천광역시 동구,13
문화예술,지역문화시설,인천광역시 미추홀구,50
문화예술,지역문화시설,인천광역시 연수구,35
문화예술,지역문화시설,인천광역시 남동구,78
문화예술,지역문화시설,인천광역시 부평구,60
문화예술,지역문화시설,인천광역시 계양구,55
문화예술,지역문화시설,인천광역시 서구,80
문화예술,지역문화시설,인천광역시 강화군,18
문화예술,지역문화시설,인천광역시 옹진군,5
문화예술,지역문화시설,광주광역시 동구,33
문화예술,지역문화시설,광주광역시 서구,40
문화예술,지역문화시설,광주광역시 남구,48
문화예술,지역문화시설,광주광역시 북구,44
문화예술,지역문화시설,광주광역시 광산구,55
문화예술,지역문화시설,대전광역시 동구,45
문화예술,지역문화시설,대전광역시 중구,42
문화예술,지역문화시설,대전광역시 서구,48
문화예술,지역문화시설,대전광역시 유성구,41
문화예술,지역문화시설,대전광역시 대덕구,46
문화예술,지역문화시설,울산광역시 중구,28
문화예술,지역문화시설,울산광역시 남구,20
문화예술,지역문화시설,울산광역시 동구,23
문화예술,지역문화시설,울산광역시 북구,23
문화예술,지역문화시설,울산광역시 울주군,70
문화예술,지역문화시설,세종특별자치시 세종특별자치시,46
문화예술,지역문화시설,경기도 수원시,99
문화예술,지역문화시설,경기도 성남시,64
문화예술,지역문화시설,경기도 의정부시,92
문화예술,지역문화시설,경기도 안양시,58
문화예술,지역문화시설,경기도 부천시,101
문화예술,지역문화시설,경기도 광명시,36
문화예술,지역문화시설,경기도 평택시,70
문화예술,지역문화시설,경기도 동두천시,47
문화예술,지역문화시설,경기도 안산시,136
문화예술,지역문화시설,경기도 고양시,200
문화예술,지역문화시설,경기도 과천시,11
문화예술,지역문화시설,경기도 구리시,37
문화예술,지역문화시설,경기도 남양주시,135
문화예술,지역문화시설,경기도 오산시,30
문화예술,지역문화시설,경기도 시흥시,82
문화예술,지역문화시설,경기도 군포시,39
문화예술,지역문화시설,경기도 의왕시,23
문화예술,지역문화시설,경기도 하남시,23
문화예술,지역문화시설,경기도 용인시,138
문화예술,지역문화시설,경기도 파주시,35
문화예술,지역문화시설,경기도 이천시,49
문화예술,지역문화시설,경기도 안성시,77
문화예술,지역문화시설,경기도 김포시,36
문화예술,지역문화시설,경기도 화성시,97
문화예술,지역문화시설,경기도 광주시,46
문화예술,지역문화시설,경기도 양주시,131
문화예술,지역문화시설,경기도 포천시,95
문화예술,지역문화시설,경기도 여주시,50
문화예술,지역문화시설,경기도 연천군,24
문화예술,지역문화시설,경기도 가평군,34
문화예술,지역문화시설,경기도 양평군,57
문화예술,지역문화시설,강원도 춘천시,96
문화예술,지역문화시설,강원도 원주시,121
문화예술,지역문화시설,강원도 강릉시,101
문화예술,지역문화시설,강원도 동해시,25
문화예술,지역문화시설,강원도 태백시,27
문화예술,지역문화시설,강원도 속초시,24
문화예술,지역문화시설,강원도 삼척시,51
문화예술,지역문화시설,강원도 홍천군,34
문화예술,지역문화시설,강원도 횡성군,37
문화예술,지역문화시설,강원도 영월군,42
문화예술,지역문화시설,강원도 평창군,28
문화예술,지역문화시설,강원도 정선군,19
문화예술,지역문화시설,강원도 철원군,10
문화예술,지역문화시설,강원도 화천군,12
문화예술,지역문화시설,강원도 양구군,17
문화예술,지역문화시설,강원도 인제군,10
문화예술,지역문화시설,강원도 고성군,11
문화예술,지역문화시설,강원도 양양군,32
문화예술,지역문화시설,충청북도 청주시,165
문화예술,지역문화시설,충청북도 충주시,118
문화예술,지역문화시설,충청북도 제천시,58
문화예술,지역문화시설,충청북도 보은군,49
문화예술,지역문화시설,충청북도 옥천군,44
문화예술,지역문화시설,충청북도 영동군,93
문화예술,지역문화시설,충청북도 증평군,19
문화예술,지역문화시설,충청북도 진천군,41
문화예술,지역문화시설,충청북도 괴산군,81
문화예술,지역문화시설,충청북도 음성군,33
문화예술,지역문화시설,충청북도 단양군,31
문화예술,지역문화시설,충청남도 천안시,115
문화예술,지역문화시설,충청남도 공주시,163
문화예술,지역문화시설,충청남도 보령시,47
문화예술,지역문화시설,충청남도 아산시,87
문화예술,지역문화시설,충청남도 서산시,70
문화예술,지역문화시설,충청남도 논산시,152
문화예술,지역문화시설,충청남도 계룡시,14
문화예술,지역문화시설,충청남도 당진시,69
문화예술,지역문화시설,충청남도 금산군,47
문화예술,지역문화시설,충청남도 부여군,135
문화예술,지역문화시설,충청남도 서천군,33
문화예술,지역문화시설,충청남도 청양군,41
문화예술,지역문화시설,충청남도 홍성군,34
문화예술,지역문화시설,충청남도 예산군,81
문화예술,지역문화시설,충청남도 태안군,47
문화예술,지역문화시설,전라북도 전주시,79
문화예술,지역문화시설,전라북도 군산시,65
문화예술,지역문화시설,전라북도 익산시,122
문화예술,지역문화시설,전라북도 정읍시,96
문화예술,지역문화시설,전라북도 남원시,73
문화예술,지역문화시설,전라북도 김제시,82
문화예술,지역문화시설,전라북도 완주군,42
문화예술,지역문화시설,전라북도 진안군,53
문화예술,지역문화시설,전라북도 무주군,63
문화예술,지역문화시설,전라북도 장수군,39
문화예술,지역문화시설,전라북도 임실군,58
문화예술,지역문화시설,전라북도 순창군,26
문화예술,지역문화시설,전라북도 고창군,111
문화예술,지역문화시설,전라북도 부안군,67
문화예술,지역문화시설,전라남도 목포시,58
문화예술,지역문화시설,전라남도 여수시,68
문화예술,지역문화시설,전라남도 순천시,117
문화예술,지역문화시설,전라남도 나주시,103
문화예술,지역문화시설,전라남도 광양시,34
문화예술,지역문화시설,전라남도 담양군,75
문화예술,지역문화시설,전라남도 곡성군,43
문화예술,지역문화시설,전라남도 구례군,64
문화예술,지역문화시설,전라남도 고흥군,82
문화예술,지역문화시설,전라남도 보성군,49
문화예술,지역문화시설,전라남도 화순군,94
문화예술,지역문화시설,전라남도 장흥군,46
문화예술,지역문화시설,전라남도 강진군,44
문화예술,지역문화시설,전라남도 해남군,82
문화예술,지역문화시설,전라남도 영암군,81
문화예술,지역문화시설,전라남도 무안군,58
문화예술,지역문화시설,전라남도 함평군,37
문화예술,지역문화시설,전라남도 영광군,42
