LCLAS_NM,MLSFC_NM,SIGNGU_NM,FCLTY_CO
문화예술,문화예술서비스,경기도 안성시,44
문화예술,문화예술서비스,경기도 김포시,74
문화예술,문화예술서비스,경기도 화성시,111
문화예술,문화예술서비스,경기도 광주시,93
문화예술,문화예술서비스,경기도 양주시,75
문화예술,문화예술서비스,경기도 포천시,41
문화예술,문화예술서비스,경기도 여주시,34
문화예술,문화예술서비스,경기도 연천군,4
문화예술,문화예술서비스,경기도 가평군,16
문화예술,문화예술서비스,경기도 양평군,63
문화예술,문화예술서비스,강원도 춘천시,112
문화예술,문화예술서비스,강원도 원주시,137
문화예술,문화예술서비스,강원도 강릉시,91
문화예술,문화예술서비스,강원도 동해시,24
문화예술,문화예술서비스,강원도 태백시,14
문화예술,문화예술서비스,강원도 속초시,29
문화예술,문화예술서비스,강원도 삼척시,20
문화예술,문화예술서비스,강원도 홍천군,15
문화예술,문화예술서비스,강원도 횡성군,7
문화예술,문화예술서비스,강원도 영월군,8
문화예술,문화예술서비스,강원도 평창군,10
문화예술,문화예술서비스,강원도 정선군,11
문화예술,문화예술서비스,강원도 철원군,4
문화예술,문화예술서비스,강원도 화천군,6
문화예술,문화예술서비스,강원도 양구군,3
문화예술,문화예술서비스,강원도 인제군,4
문화예술,문화예술서비스,강원도 고성군,1
문화예술,문화예술서비스,강원도 양양군,16
문화예술,문화예술서비스,충청북도 청주시,357
문화예술,문화예술서비스,충청북도 충주시,84
문화예술,문화예술서비스,충청북도 제천시,28
문화예술,문화예술서비스,충청북도 보은군,13
문화예술,문화예술서비스,충청북도 옥천군,11
문화예술,문화예술서비스,충청북도 영동군,9
문화예술,문화예술서비스,충청북도 증평군,13
문화예술,문화예술서비스,충청북도 진천군,14
문화예술,문화예술서비스,충청북도 괴산군,4
문화예술,문화예술서비스,충청북도 음성군,24
문화예술,문화예술서비스,충청북도 단양군,11
문화예술,문화예술서비스,충청남도 천안시,304
문화예술,문화예술서비스,충청남도 공주시,50
문화예술,문화예술서비스,충청남도 보령시,25
문화예술,문화예술서비스,충청남도 아산시,66
문화예술,문화예술서비스,충청남도 서산시,44
문화예술,문화예술서비스,충청남도 논산시,52
문화예술,문화예술서비스,충청남도 계룡시,11
문화예술,문화예술서비스,충청남도 당진시,32
문화예술,문화예술서비스,충청남도 금산군,15
문화예술,문화예술서비스,충청남도 부여군,19
문화예술,문화예술서비스,충청남도 서천군,10
문화예술,문화예술서비스,충청남도 청양군,7
문화예술,문화예술서비스,충청남도 홍성군,27
문화예술,문화예술서비스,충청남도 예산군,19
문화예술,문화예술서비스,충청남도 태안군,10
문화예술,문화예술서비스,전라북도 전주시,395
문화예술,문화예술서비스,전라북도 군산시,119
문화예술,문화예술서비스,전라북도 익산시,150
문화예술,문화예술서비스,전라북도 정읍시,41
문화예술,문화예술서비스,전라북도 남원시,66
문화예술,문화예술서비스,전라북도 김제시,29
문화예술,문화예술서비스,전라북도 완주군,32
문화예술,문화예술서비스,전라북도 진안군,9
문화예술,문화예술서비스,전라북도 무주군,4
문화예술,문화예술서비스,전라북도 장수군,8
문화예술,문화예술서비스,전라북도 임실군,5
문화예술,문화예술서비스,전라북도 순창군,8
문화예술,문화예술서비스,전라북도 고창군,14
문화예술,문화예술서비스,전라북도 부안군,14
문화예술,문화예술서비스,전라남도 목포시,110
문화예술,문화예술서비스,전라남도 여수시,105
문화예술,문화예술서비스,전라남도 순천시,211
문화예술,문화예술서비스,전라남도 나주시,23
문화예술,문화예술서비스,전라남도 광양시,52
문화예술,문화예술서비스,전라남도 담양군,24
문화예술,문화예술서비스,전라남도 곡성군,9
문화예술,문화예술서비스,전라남도 구례군,9
문화예술,문화예술서비스,전라남도 고흥군,6
문화예술,문화예술서비스,전라남도 보성군,8
문화예술,문화예술서비스,전라남도 화순군,17
문화예술,문화예술서비스,전라남도 장흥군,11
문화예술,문화예술서비스,전라남도 강진군,9
문화예술,문화예술서비스,전라남도 해남군,17
문화예술,문화예술서비스,전라남도 영암군,12
문화예술,문화예술서비스,전라남도 무안군,22
문화예술,문화예술서비스,전라남도 함평군,2
문화예술,문화예술서비스,전라남도 영광군,12
문화예술,문화예술서비스,전라남도 장성군,7
문화예술,문화예술서비스,전라남도 완도군,5
문화예술,문화예술서비스,전라남도 진도군,6
문화예술,문화예술서비스,전라남도 신안군,3
문화예술,문화예술서비스,경상북도 포항시,173
문화예술,문화예술서비스,경상북도 경주시,113
문화예술,문화예술서비스,경상북도 김천시,30
문화예술,문화예술서비스,경상북도 안동시,84
문화예술,문화예술서비스,경상북도 구미시,135
문화예술,문화예술서비스,경상북도 영주시,33
문화예술,문화예술서비스,경상북도 영천시,22
문화예술,문화예술서비스,경상북도 상주시,20
문화예술,문화예술서비스,경상북도 문경시,31
문화예술,문화예술서비스,경상북도 경산시,87
문화예술,문화예술서비스,경상북도 군위군,5
문화예술,문화예술서비스,경상북도 의성군,5
문화예술,문화예술서비스,경상북도 청송군,2
문화예술,문화예술서비스,경상북도 영양군,1
문화예술,문화예술서비스,경상북도 영덕군,5
문화예술,문화예술서비스,경상북도 청도군,14
문화예술,문화예술서비스,경상북도 고령군,7
문화예술,문화예술서비스,경상북도 성주군,2
문화예술,문화예술서비스,경상북도 칠곡군,25
문화예술,문화예술서비스,경상북도 예천군,12
문화예술,문화예술서비스,경상북도 봉화군,2
문화예술,문화예술서비스,경상북도 울진군,11
문화예술,문화예술서비스,경상북도 울릉군,1
문화예술,문화예술서비스,경상남도 창원시,352
문화예술,문화예술서비스,경상남도 진주시,119
문화예술,문화예술서비스,경상남도 통영시,50
문화예술,문화예술서비스,경상남도 사천시,16
문화예술,문화예술서비스,경상남도 김해시,110
문화예술,문화예술서비스,경상남도 밀양시,23
문화예술,문화예술서비스,경상남도 거제시,64
문화예술,문화예술서비스,경상남도 양산시,65
문화예술,문화예술서비스,경상남도 의령군,3
문화예술,문화예술서비스,경상남도 함안군,4
문화예술,문화예술서비스,경상남도 창녕군,9
문화예술,문화예술서비스,경상남도 고성군,14
문화예술,문화예술서비스,경상남도 남해군,16
문화예술,문화예술서비스,경상남도 하동군,13
문화예술,문화예술서비스,경상남도 산청군,8
문화예술,문화예술서비스,경상남도 함양군,6
문화예술,문화예술서비스,경상남도 거창군,14
문화예술,문화예술서비스,경상남도 합천군,4
문화예술,문화예술서비스,제주특별자치도 제주시,191
문화예술,문화예술서비스,제주특별자치도 서귀포시,66
체육,생활스포츠시설,서울특별시 종로구,10
체육,생활스포츠시설,서울특별시 중구,9
체육,생활스포츠시설,서울특별시 용산구,9
체육,생활스포츠시설,서울특별시 성동구,4
체육,생활스포츠시설,서울특별시 광진구,7
체육,생활스포츠시설,서울특별시 동대문구,8
체육,생활스포츠시설,서울특별시 중랑구,13
체육,생활스포츠시설,서울특별시 성북구,13
체육,생활스포츠시설,서울특별시 강북구,4
체육,생활스포츠시설,서울특별시 도봉구,11
체육,생활스포츠시설,서울특별시 노원구,13
체육,생활스포츠시설,서울특별시 은평구,6
체육,생활스포츠시설,서울특별시 서대문구,4
체육,생활스포츠시설,서울특별시 마포구,4
체육,생활스포츠시설,서울특별시 양천구,11
체육,생활스포츠시설,서울특별시 강서구,9
체육,생활스포츠시설,서울특별시 구로구,13
체육,생활스포츠시설,서울특별시 금천구,3
체육,생활스포츠시설,서울특별시 영등포구,9
체육,생활스포츠시설,서울특별시 동작구,9
체육,생활스포츠시설,서울특별시 관악구,12
체육,생활스포츠시설,서울특별시 서초구,29
체육,생활스포츠시설,서울특별시 강남구,10
체육,생활스포츠시설,서울특별시 송파구,12
체육,생활스포츠시설,서울특별시 강동구,2
체육,생활스포츠시설,부산광역시 중구,1
체육,생활스포츠시설,부산광역시 서구,3
체육,생활스포츠시설,부산광역시 동구,0
체육,생활스포츠시설,부산광역시 영도구,2
체육,생활스포츠시설,부산광역시 부산진구,1
체육,생활스포츠시설,부산광역시 동래구,11
체육,생활스포츠시설,부산광역시 남구,2
체육,생활스포츠시설,부산광역시 북구,3
체육,생활스포츠시설,부산광역시 해운대구,1
체육,생활스포츠시설,부산광역시 사하구,3
체육,생활스포츠시설,부산광역시 금정구,4
체육,생활스포츠시설,부산광역시 강서구,2
체육,생활스포츠시설,부산광역시 연제구,5
체육,생활스포츠시설,부산광역시 수영구,0
체육,생활스포츠시설,부산광역시 사상구,2
체육,생활스포츠시설,부산광역시 기장군,1
체육,생활스포츠시설,대구광역시 중구,0
체육,생활스포츠시설,대구광역시 동구,0
체육,생활스포츠시설,대구광역시 서구,2
체육,생활스포츠시설,대구광역시 남구,1
체육,생활스포츠시설,대구광역시 북구,6
체육,생활스포츠시설,대구광역시 수성구,6
체육,생활스포츠시설,대구광역시 달서구,12
체육,생활스포츠시설,대구광역시 달성군,4
체육,생활스포츠시설,인천광역시 중구,2
체육,생활스포츠시설,인천광역시 동구,1
체육,생활스포츠시설,인천광역시 미추홀구,2
체육,생활스포츠시설,인천광역시 연수구,1
체육,생활스포츠시설,인천광역시 남동구,7
체육,생활스포츠시설,인천광역시 부평구,0
체육,생활스포츠시설,인천광역시 계양구,8
체육,생활스포츠시설,인천광역시 서구,3
체육,생활스포츠시설,인천광역시 강화군,2
체육,생활스포츠시설,인천광역시 옹진군,4
체육,생활스포츠시설,광주광역시 동구,2
체육,생활스포츠시설,광주광역시 서구,4
체육,생활스포츠시설,광주광역시 남구,0
체육,생활스포츠시설,광주광역시 북구,7
체육,생활스포츠시설,광주광역시 광산구,2
체육,생활스포츠시설,대전광역시 동구,1
체육,생활스포츠시설,대전광역시 중구,5
체육,생활스포츠시설,대전광역시 서구,10
체육,생활스포츠시설,대전광역시 유성구,6
체육,생활스포츠시설,대전광역시 대덕구,5
체육,생활스포츠시설,울산광역시 중구,2
체육,생활스포츠시설,울산광역시 남구,4
체육,생활스포츠시설,울산광역시 동구,3
체육,생활스포츠시설,울산광역시 북구,8
체육,생활스포츠시설,울산광역시 울주군,7
체육,생활스포츠시설,세종특별자치시 세종특별자치시,5
체육,생활스포츠시설,경기도 수원시,18
체육,생활스포츠시설,경기도 성남시,36
체육,생활스포츠시설,경기도 의정부시,7
체육,생활스포츠시설,경기도 안양시,11
체육,생활스포츠시설,경기도 부천시,16
체육,생활스포츠시설,경기도 광명시,3
체육,생활스포츠시설,경기도 평택시,12
체육,생활스포츠시설,경기도 동두천시,2
체육,생활스포츠시설,경기도 안산시,23
체육,생활스포츠시설,경기도 고양시,50
체육,생활스포츠시설,경기도 과천시,5
체육,생활스포츠시설,경기도 구리시,14
체육,생활스포츠시설,경기도 남양주시,40
체육,생활스포츠시설,경기도 오산시,10
체육,생활스포츠시설,경기도 시흥시,60
체육,생활스포츠시설,경기도 군포시,10
체육,생활스포츠시설,경기도 의왕시,18
체육,생활스포츠시설,경기도 하남시,17
체육,생활스포츠시설,경기도 용인시,24
체육,생활스포츠시설,경기도 파주시,1
체육,생활스포츠시설,경기도 이천시,22
체육,생활스포츠시설,경기도 안성시,12
체육,생활스포츠시설,경기도 김포시,12
체육,생활스포츠시설,경기도 화성시,27
체육,생활스포츠시설,경기도 광주시,15
체육,생활스포츠시설,경기도 양주시,18
체육,생활스포츠시설,경기도 포천시,33
체육,생활스포츠시설,경기도 여주시,12
체육,생활스포츠시설,경기도 연천군,5
체육,생활스포츠시설,경기도 가평군,9
체육,생활스포츠시설,경기도 양평군,23
체육,생활스포츠시설,강원도 춘천시,13
체육,생활스포츠시설,강원도 원주시,12
체육,생활스포츠시설,강원도 강릉시,12
체육,생활스포츠시설,강원도 동해시,1
체육,생활스포츠시설,강원도 태백시,3
체육,생활스포츠시설,강원도 속초시,6
체육,생활스포츠시설,강원도 삼척시,7
체육,생활스포츠시설,강원도 홍천군,4
체육,생활스포츠시설,강원도 횡성군,12
체육,생활스포츠시설,강원도 영월군,14
체육,생활스포츠시설,강원도 평창군,10
체육,생활스포츠시설,강원도 정선군,7
체육,생활스포츠시설,강원도 철원군,1
체육,생활스포츠시설,강원도 화천군,5
체육,생활스포츠시설,강원도 양구군,6
체육,생활스포츠시설,강원도 인제군,8
체육,생활스포츠시설,강원도 고성군,3
체육,생활스포츠시설,강원도 양양군,9
체육,생활스포츠시설,충청북도 청주시,14
체육,생활스포츠시설,충청북도 충주시,8
체육,생활스포츠시설,충청북도 제천시,9
체육,생활스포츠시설,충청북도 보은군,9
체육,생활스포츠시설,충청북도 옥천군,9
체육,생활스포츠시설,충청북도 영동군,8
체육,생활스포츠시설,충청북도 증평군,3
체육,생활스포츠시설,충청북도 진천군,4
체육,생활스포츠시설,충청북도 괴산군,7
체육,생활스포츠시설,충청북도 음성군,7
체육,생활스포츠시설,충청북도 단양군,10
체육,생활스포츠시설,충청남도 천안시,23
체육,생활스포츠시설,충청남도 공주시,19
체육,생활스포츠시설,충청남도 보령시,5
체육,생활스포츠시설,충청남도 아산시,21
체육,생활스포츠시설,충청남도 서산시,11
체육,생활스포츠시설,충청남도 논산시,5
체육,생활스포츠시설,충청남도 계룡시,5
체육,생활스포츠시설,충청남도 당진시,9
체육,생활스포츠시설,충청남도 금산군,10
체육,생활스포츠시설,충청남도 부여군,18
체육,생활스포츠시설,충청남도 서천군,4
체육,생활스포츠시설,충청남도 청양군,12
체육,생활스포츠시설,충청남도 홍성군,6
체육,생활스포츠시설,충청남도 예산군,9
체육,생활스포츠시설,충청남도 태안군,9
체육,생활스포츠시설,전라북도 전주시,9
체육,생활스포츠시설,전라북도 군산시,4
체육,생활스포츠시설,전라북도 익산시,11
체육,생활스포츠시설,전라북도 정읍시,21
체육,생활스포츠시설,전라북도 남원시,7
체육,생활스포츠시설,전라북도 김제시,4
체육,생활스포츠시설,전라북도 완주군,6
체육,생활스포츠시설,전라북도 진안군,11
체육,생활스포츠시설,전라북도 무주군,1
체육,생활스포츠시설,전라북도 장수군,6
체육,생활스포츠시설,전라북도 임실군,9
체육,생활스포츠시설,전라북도 순창군,13
체육,생활스포츠시설,전라북도 고창군,21
체육,생활스포츠시설,전라북도 부안군,8
체육,생활스포츠시설,전라남도 목포시,13
체육,생활스포츠시설,전라남도 여수시,10
체육,생활스포츠시설,전라남도 순천시,4
체육,생활스포츠시설,전라남도 나주시,8
체육,생활스포츠시설,전라남도 광양시,6
체육,생활스포츠시설,전라남도 담양군,12
체육,생활스포츠시설,전라남도 곡성군,3
체육,생활스포츠시설,전라남도 구례군,12
체육,생활스포츠시설,전라남도 고흥군,7
체육,생활스포츠시설,전라남도 보성군,3
체육,생활스포츠시설,전라남도 화순군,5
체육,생활스포츠시설,전라남도 장흥군,5
체육,생활스포츠시설,전라남도 강진군,11
체육,생활스포츠시설,전라남도 해남군,12
체육,생활스포츠시설,전라남도 영암군,5
체육,생활스포츠시설,전라남도 무안군,8
체육,생활스포츠시설,전라남도 함평군,3
체육,생활스포츠시설,전라남도 영광군,19
체육,생활스포츠시설,전라남도 장성군,10
체육,생활스포츠시설,전라남도 완도군,7
체육,생활스포츠시설,전라남도 진도군,3
체육,생활스포츠시설,전라남도 신안군,5
체육,생활스포츠시설,경상북도 포항시,11
체육,생활스포츠시설,경상북도 경주시,8
체육,생활스포츠시설,경상북도 김천시,2
체육,생활스포츠시설,경상북도 안동시,5
체육,생활스포츠시설,경상북도 구미시,13
체육,생활스포츠시설,경상북도 영주시,3
체육,생활스포츠시설,경상북도 영천시,8
체육,생활스포츠시설,경상북도 상주시,6
체육,생활스포츠시설,경상북도 문경시,7
체육,생활스포츠시설,경상북도 경산시,2
체육,생활스포츠시설,경상북도 군위군,1
체육,생활스포츠시설,경상북도 의성군,2
체육,생활스포츠시설,경상북도 청송군,6
체육,생활스포츠시설,경상북도 영양군,6
체육,생활스포츠시설,경상북도 영덕군,5
체육,생활스포츠시설,경상북도 청도군,4
체육,생활스포츠시설,경상북도 고령군,0
체육,생활스포츠시설,경상북도 성주군,11
체육,생활스포츠시설,경상북도 칠곡군,3
체육,생활스포츠시설,경상북도 예천군,3
체육,생활스포츠시설,경상북도 봉화군,4
체육,생활스포츠시설,경상북도 울진군,5
체육,생활스포츠시설,경상북도 울릉군,2
체육,생활스포츠시설,경상남도 창원시,40
체육,생활스포츠시설,경상남도 진주시,11
체육,생활스포츠시설,경상남도 통영시,6
체육,생활스포츠시설,경상남도 사천시,16
체육,생활스포츠시설,경상남도 김해시,17
체육,생활스포츠시설,경상남도 밀양시,5
체육,생활스포츠시설,경상남도 거제시,10
체육,생활스포츠시설,경상남도 양산시,9
체육,생활스포츠시설,경상남도 의령군,11
체육,생활스포츠시설,경상남도 함안군,9
체육,생활스포츠시설,경상남도 창녕군,8
체육,생활스포츠시설,경상남도 고성군,12
체육,생활스포츠시설,경상남도 남해군,10
체육,생활스포츠시설,경상남도 하동군,10
체육,생활스포츠시설,경상남도 산청군,10
체육,생활스포츠시설,경상남도 함양군,9
체육,생활스포츠시설,경상남도 거창군,3
체육,생활스포츠시설,경상남도 합천군,7
체육,생활스포츠시설,제주특별자치도 제주시,35
체육,생활스포츠시설,제주특별자치도 서귀포시,25
체육,전문스포츠시설,서울특별시 종로구,0
체육,전문스포츠시설,서울특별시 중구,0
체육,전문스포츠시설,서울특별시 용산구,2
체육,전문스포츠시설,서울특별시 성동구,0
체육,전문스포츠시설,서울특별시 광진구,1
체육,전문스포츠시설,서울특별시 동대문구,0
체육,전문스포츠시설,서울특별시 중랑구,1
체육,전문스포츠시설,서울특별시 성북구,3
체육,전문스포츠시설,서울특별시 강북구,2
체육,전문스포츠시설,서울특별시 도봉구,3
체육,전문스포츠시설,서울특별시 노원구,6
체육,전문스포츠시설,서울특별시 은평구,1
체육,전문스포츠시설,서울특별시 서대문구,0
체육,전문스포츠시설,서울특별시 마포구,4
체육,전문스포츠시설,서울특별시 양천구,5
체육,전문스포츠시설,서울특별시 강서구,4
체육,전문스포츠시설,서울특별시 구로구,3
체육,전문스포츠시설,서울특별시 금천구,0
체육,전문스포츠시설,서울특별시 영등포구,6
체육,전문스포츠시설,서울특별시 동작구,0
체육,전문스포츠시설,서울특별시 관악구,2
체육,전문스포츠시설,서울특별시 서초구,4
체육,전문스포츠시설,서울특별시 강남구,1
체육,전문스포츠시설,서울특별시 송파구,5
체육,전문스포츠시설,서울특별시 강동구,1
체육,전문스포츠시설,부산광역시 중구,1
체육,전문스포츠시설,부산광역시 서구,0
체육,전문스포츠시설,부산광역시 동구,0
체육,전문스포츠시설,부산광역시 영도구,1
체육,전문스포츠시설,부산광역시 부산진구,0
체육,전문스포츠시설,부산광역시 동래구,6
체육,전문스포츠시설,부산광역시 남구,4
체육,전문스포츠시설,부산광역시 북구,1
체육,전문스포츠시설,부산광역시 해운대구,1
체육,전문스포츠시설,부산광역시 사하구,0
체육,전문스포츠시설,부산광역시 금정구,1
체육,전문스포츠시설,부산광역시 강서구,2
체육,전문스포츠시설,부산광역시 연제구,2
체육,전문스포츠시설,부산광역시 수영구,2
체육,전문스포츠시설,부산광역시 사상구,1
체육,전문스포츠시설,부산광역시 기장군,2
체육,전문스포츠시설,대구광역시 중구,0
체육,전문스포츠시설,대구광역시 동구,2
체육,전문스포츠시설,대구광역시 서구,0
체육,전문스포츠시설,대구광역시 남구,1
체육,전문스포츠시설,대구광역시 북구,7
체육,전문스포츠시설,대구광역시 수성구,5
체육,전문스포츠시설,대구광역시 달서구,4
체육,전문스포츠시설,대구광역시 달성군,0
체육,전문스포츠시설,인천광역시 중구,2
체육,전문스포츠시설,인천광역시 동구,0
체육,전문스포츠시설,인천광역시 미추홀구,5
체육,전문스포츠시설,인천광역시 연수구,9
체육,전문스포츠시설,인천광역시 남동구,5
체육,전문스포츠시설,인천광역시 부평구,4
체육,전문스포츠시설,인천광역시 계양구,5
체육,전문스포츠시설,인천광역시 서구,3
체육,전문스포츠시설,인천광역시 강화군,1
체육,전문스포츠시설,인천광역시 옹진군,0
체육,전문스포츠시설,광주광역시 동구,1
체육,전문스포츠시설,광주광역시 서구,7
체육,전문스포츠시설,광주광역시 남구,1
체육,전문스포츠시설,광주광역시 북구,6
체육,전문스포츠시설,광주광역시 광산구,6
체육,전문스포츠시설,대전광역시 동구,0
체육,전문스포츠시설,대전광역시 중구,2
체육,전문스포츠시설,대전광역시 서구,5
체육,전문스포츠시설,대전광역시 유성구,9
체육,전문스포츠시설,대전광역시 대덕구,0
체육,전문스포츠시설,울산광역시 중구,1
체육,전문스포츠시설,울산광역시 남구,6
체육,전문스포츠시설,울산광역시 동구,0
체육,전문스포츠시설,울산광역시 북구,4
체육,전문스포츠시설,울산광역시 울주군,3
체육,전문스포츠시설,세종특별자치시 세종특별자치시,4
체육,전문스포츠시설,경기도 수원시,16
체육,전문스포츠시설,경기도 성남시,15
체육,전문스포츠시설,경기도 의정부시,5
체육,전문스포츠시설,경기도 안양시,4
체육,전문스포츠시설,경기도 부천시,6
체육,전문스포츠시설,경기도 광명시,3
체육,전문스포츠시설,경기도 평택시,9
체육,전문스포츠시설,경기도 동두천시,2
체육,전문스포츠시설,경기도 안산시,19
체육,전문스포츠시설,경기도 고양시,13
체육,전문스포츠시설,경기도 과천시,3
체육,전문스포츠시설,경기도 구리시,2
체육,전문스포츠시설,경기도 남양주시,11
체육,전문스포츠시설,경기도 오산시,1
체육,전문스포츠시설,경기도 시흥시,18
체육,전문스포츠시설,경기도 군포시,3
체육,전문스포츠시설,경기도 의왕시,4
체육,전문스포츠시설,경기도 하남시,5
체육,전문스포츠시설,경기도 용인시,7
체육,전문스포츠시설,경기도 파주시,0
체육,전문스포츠시설,경기도 이천시,2
체육,전문스포츠시설,경기도 안성시,6
체육,전문스포츠시설,경기도 김포시,4
체육,전문스포츠시설,경기도 화성시,22
체육,전문스포츠시설,경기도 광주시,8
체육,전문스포츠시설,경기도 양주시,6
체육,전문스포츠시설,경기도 포천시,10
체육,전문스포츠시설,경기도 여주시,12
체육,전문스포츠시설,경기도 연천군,1
체육,전문스포츠시설,경기도 가평군,6
체육,전문스포츠시설,경기도 양평군,10
체육,전문스포츠시설,강원도 춘천시,11
체육,전문스포츠시설,강원도 원주시,9
체육,전문스포츠시설,강원도 강릉시,7
체육,전문스포츠시설,강원도 동해시,2
체육,전문스포츠시설,강원도 태백시,2
체육,전문스포츠시설,강원도 속초시,2
체육,전문스포츠시설,강원도 삼척시,3
체육,전문스포츠시설,강원도 홍천군,2
체육,전문스포츠시설,강원도 횡성군,0
체육,전문스포츠시설,강원도 영월군,1
체육,전문스포츠시설,강원도 평창군,6
체육,전문스포츠시설,강원도 정선군,2
체육,전문스포츠시설,강원도 철원군,0
체육,전문스포츠시설,강원도 화천군,1
체육,전문스포츠시설,강원도 양구군,3
체육,전문스포츠시설,강원도 인제군,0
체육,전문스포츠시설,강원도 고성군,1
체육,전문스포츠시설,강원도 양양군,0
체육,전문스포츠시설,충청북도 청주시,11
체육,전문스포츠시설,충청북도 충주시,4
체육,전문스포츠시설,충청북도 제천시,2
체육,전문스포츠시설,충청북도 보은군,1
체육,전문스포츠시설,충청북도 옥천군,4
체육,전문스포츠시설,충청북도 영동군,2
체육,전문스포츠시설,충청북도 증평군,0
체육,전문스포츠시설,충청북도 진천군,1
체육,전문스포츠시설,충청북도 괴산군,2
체육,전문스포츠시설,충청북도 음성군,1
체육,전문스포츠시설,충청북도 단양군,2
체육,전문스포츠시설,충청남도 천안시,3
체육,전문스포츠시설,충청남도 공주시,1
체육,전문스포츠시설,충청남도 보령시,3
체육,전문스포츠시설,충청남도 아산시,3
체육,전문스포츠시설,충청남도 서산시,0
체육,전문스포츠시설,충청남도 논산시,0
체육,전문스포츠시설,충청남도 계룡시,0
체육,전문스포츠시설,충청남도 당진시,5
체육,전문스포츠시설,충청남도 금산군,0
체육,전문스포츠시설,충청남도 부여군,0
체육,전문스포츠시설,충청남도 서천군,2
체육,전문스포츠시설,충청남도 청양군,1
체육,전문스포츠시설,충청남도 홍성군,2
체육,전문스포츠시설,충청남도 예산군,1
체육,전문스포츠시설,충청남도 태안군,0
체육,전문스포츠시설,전라북도 전주시,10
체육,전문스포츠시설,전라북도 군산시,4
체육,전문스포츠시설,전라북도 익산시,4
체육,전문스포츠시설,전라북도 정읍시,3
체육,전문스포츠시설,전라북도 남원시,2
체육,전문스포츠시설,전라북도 김제시,2
체육,전문스포츠시설,전라북도 완주군,1
체육,전문스포츠시설,전라북도 진안군,0
체육,전문스포츠시설,전라북도 무주군,0
체육,전문스포츠시설,전라북도 장수군,2
체육,전문스포츠시설,전라북도 임실군,1
체육,전문스포츠시설,전라북도 순창군,4
체육,전문스포츠시설,전라북도 고창군,3
체육,전문스포츠시설,전라북도 부안군,0
체육,전문스포츠시설,전라남도 목포시,2
체육,전문스포츠시설,전라남도 여수시,8
체육,전문스포츠시설,전라남도 순천시,2
체육,전문스포츠시설,전라남도 나주시,2
체육,전문스포츠시설,전라남도 광양시,4
체육,전문스포츠시설,전라남도 담양군,4
체육,전문스포츠시설,전라남도 곡성군,0
체육,전문스포츠시설,전라남도 구례군,1
체육,전문스포츠시설,전라남도 고흥군,5
체육,전문스포츠시설,전라남도 보성군,2
체육,전문스포츠시설,전라남도 화순군,1
체육,전문스포츠시설,전라남도 장흥군,0
체육,전문스포츠시설,전라남도 강진군,2
체육,전문스포츠시설,전라남도 해남군,2
체육,전문스포츠시설,전라남도 영암군,3
체육,전문스포츠시설,전라남도 무안군,2
체육,전문스포츠시설,전라남도 함평군,7
체육,전문스포츠시설,전라남도 영광군,0
체육,전문스포츠시설,전라남도 장성군,1
체육,전문스포츠시설,전라남도 완도군,5
체육,전문스포츠시설,전라남도 진도군,0
체육,전문스포츠시설,전라남도 신안군,3
체육,전문스포츠시설,경상북도 포항시,12
체육,전문스포츠시설,경상북도 경주시,6
체육,전문스포츠시설,경상북도 김천시,4
체육,전문스포츠시설,경상북도 안동시,2
체육,전문스포츠시설,경상북도 구미시,7
체육,전문스포츠시설,경상북도 영주시,3
체육,전문스포츠시설,경상북도 영천시,4
체육,전문스포츠시설,경상북도 상주시,1
체육,전문스포츠시설,경상북도 문경시,1
체육,전문스포츠시설,경상북도 경산시,2
체육,전문스포츠시설,경상북도 군위군,0
체육,전문스포츠시설,경상북도 의성군,1
체육,전문스포츠시설,경상북도 청송군,0
체육,전문스포츠시설,경상북도 영양군,1
체육,전문스포츠시설,경상북도 영덕군,5
체육,전문스포츠시설,경상북도 청도군,1
체육,전문스포츠시설,경상북도 고령군,0
체육,전문스포츠시설,경상북도 성주군,1
체육,전문스포츠시설,경상북도 칠곡군,0
체육,전문스포츠시설,경상북도 예천군,2
체육,전문스포츠시설,경상북도 봉화군,0
체육,전문스포츠시설,경상북도 울진군,0
체육,전문스포츠시설,경상북도 울릉군,0
체육,전문스포츠시설,경상남도 창원시,26
체육,전문스포츠시설,경상남도 진주시,9
체육,전문스포츠시설,경상남도 통영시,4
체육,전문스포츠시설,경상남도 사천시,4
체육,전문스포츠시설,경상남도 김해시,12
체육,전문스포츠시설,경상남도 밀양시,2
체육,전문스포츠시설,경상남도 거제시,9
체육,전문스포츠시설,경상남도 양산시,1
체육,전문스포츠시설,경상남도 의령군,4
체육,전문스포츠시설,경상남도 함안군,5
체육,전문스포츠시설,경상남도 창녕군,4
체육,전문스포츠시설,경상남도 고성군,3
체육,전문스포츠시설,경상남도 남해군,8
체육,전문스포츠시설,경상남도 하동군,0
체육,전문스포츠시설,경상남도 산청군,0
체육,전문스포츠시설,경상남도 함양군,1
체육,전문스포츠시설,경상남도 거창군,2
체육,전문스포츠시설,경상남도 합천군,3
체육,전문스포츠시설,제주특별자치도 제주시,9
체육,전문스포츠시설,제주특별자치도 서귀포시,7
체육,학교/교육기관,서울특별시 종로구,168
체육,학교/교육기관,서울특별시 중구,116
체육,학교/교육기관,서울특별시 용산구,131
체육,학교/교육기관,서울특별시 성동구,185
체육,학교/교육기관,서울특별시 광진구,236
