"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022
"통계분류(1)",통계분류(2),사진촬영,악기연주/노래교실,미술활동,글짓기/독서토론,문학행사참여,춤/무용,전통예술배우기,표본수,사진촬영,악기연주/노래교실,미술활동,글짓기/독서토론,문학행사참여,춤/무용,전통예술배우기,표본수,사진촬영,악기연주/노래교실,미술활동,글짓기/독서토론,문학행사참여,춤/무용,전통예술배우기,표본수,사진촬영,악기연주/노래교실,미술활동,글짓기/독서토론,문학행사참여,춤/무용,전통예술배우기,표본수,사진촬영,악기연주/노래교실,미술활동,글짓기/독서토론,문학행사참여,춤/무용,전통예술배우기,표본수,사진촬영,악기연주/노래교실,미술활동,글짓기/독서토론,문학행사참여,춤/무용,전통예술배우기
"권역별",충청/세종권,9.9,6.6,3.6,2.3,2.4,0.5,1.4,1772,26.9,8.1,4,2.2,2.8,2,3.8,1693,13.3,6.8,4.8,1.2,0.8,1.7,0.9,1115,6.4,4.2,4.6,1.8,0.8,1.4,1.1,1703,10.1,4.3,3,1.1,0.6,0.9,0.3,1721,9.4,5,2.9,1.2,3.4,0.8,0.5
"권역별",호남권,3.4,5.4,1.7,0.6,1.4,1.1,0.4,1582,3.9,3.2,1.8,0.5,0.5,0.6,0.5,1447,12.7,5.8,3.3,1.7,1.5,2.5,1.8,1029,10.8,3.8,2.5,2.6,1.7,1.4,1.4,1469,6,3.4,2.9,1.8,0.5,1.2,0.4,1485,22.1,3.8,3.4,2.2,2.9,1,0.7
"권역별",대경권,4.5,2.8,1.6,1.2,1,0.3,0.9,1304,68.9,6.2,1.9,1.2,1.4,1.7,1.8,1195,16.5,5.3,4.1,1.7,1.2,1.7,0.7,1047,20.6,9.5,3.5,0.9,0.9,1.2,0.7,1203,4.7,2.3,2.6,0.6,0.3,0.5,0.3,1200,22.3,7.5,8,2,2.3,1.7,0.5
"권역별",동남권,24.9,7.4,4.4,3.2,2.4,1,1.5,1872,13.2,3.3,2.9,1.8,1.5,0.9,0.3,1781,18,5.3,4.6,2.3,1.4,2.2,1.2,1562,14.3,4.3,4,1.5,1.3,1.2,0.6,1762,3.1,2.3,2.9,1.1,0.6,0.3,0.5,1761,9.6,3.6,4.1,1.9,0.7,1.4,0.2
"17개 시도별",서울,27.4,6.9,4,2.8,5,0.4,1,1220,22.5,9.4,7.3,3.6,3.6,4.6,2.9,1191,25.9,6.2,6.3,2.3,2.2,3.3,1.3,1931,16.3,4.4,3.7,1.9,1.3,1.5,0.9,1195,10.6,3.2,2.4,1.5,1,1,0.3,1164,15.2,2.2,2.7,1.7,1.4,1.4,0.1
"17개 시도별",부산,25.6,7.4,4.5,5.1,2.3,1.6,0.9,734,12.4,3.2,3.9,2.5,1.4,0.8,0.3,693,20.8,3.9,2.7,1.4,1.1,1.3,0.4,681,19.7,4.4,4.4,1.8,0.6,1.1,0.5,691,3.4,2.4,2.2,1.1,0.3,0.2,0.3,690,8.9,4,4.1,1.9,0.6,1.2,-
"17개 시도별",대구,5.5,3.4,2.7,1.5,1.1,0.4,0.7,638,73.5,6.8,2,1.2,1,1.9,2,584,18.5,5.3,3.6,1.5,0.8,1.7,0.9,490,21.3,7.3,2.6,1.1,0.4,0.5,0.2,580,4.2,2.1,1.6,0.7,0.2,0.4,-,580,18.3,5,4.9,2.9,3.2,1.9,0.3
"17개 시도별",인천,17.1,8.2,2.3,2.3,2.9,1.3,1.2,637,7.3,4.8,4.1,0.6,1.2,0.4,1.7,644,46.1,3.6,3,2.4,1,1.3,0.4,556,37.8,4.7,4.8,1.6,1.1,2.4,0.3,624,31.5,2.7,3.3,1.5,0.5,0.6,0.6,617,6.5,3.8,3.2,0.9,1.5,1.5,0.9
"17개 시도별",광주,2.7,4.6,1.3,0.6,1.1,0.8,0,475,0.9,0.8,1.2,0.3,0.6,0.5,0.1,451,13.7,5.2,3,1.6,1.7,1,0.9,294,11.6,5.1,3.3,4.7,3.4,2.2,2.8,452,9,4.7,3.2,1.3,0.3,1.6,0.6,447,14.1,4.6,5,2.1,1.6,1.7,1
"17개 시도별",대전,16.5,5.4,3.3,2.7,2.3,0.7,0.5,493,24.8,6.5,3.9,3.5,3.1,2.3,2.6,463,13.6,6.1,3.6,1.3,0.1,1.7,0.9,303,8.2,5.2,4.3,4.1,1.8,1,0.9,460,11.7,2.9,4.4,0.9,-,0.9,0.5,460,11.1,3.8,2,0.2,-,1.8,0.2
"17개 시도별",울산,15.2,4.4,5,1.9,1.9,0.4,1.7,425,13.3,4.9,3.6,2.3,2.4,1.9,0.3,406,11.1,4.9,5.6,1.8,1.6,2.2,0.4,221,17.1,5.6,5.3,3,2,0.5,0,390,4.1,0.6,3.8,0.5,-,0.5,-,393,11.5,4.2,4.9,1.6,1.2,3.6,0.2
"17개 시도별",세종,12.7,4.9,2.1,3.5,2,1,0.4,189,17.3,11.5,6.1,1.4,3,1.6,2.2,201,8.3,7,3.7,1.3,0.9,3,0.3,61,5.8,5.3,9.9,7,0,0,0,201,2,2.3,2.1,1,-,0.8,-,221,14,3.1,2.9,2.1,0.4,1.4,0.6
"17개 시도별",경기,14.7,6.9,3.2,2.7,3.3,0.9,1.4,1325,17.2,14.2,6.5,2.9,5.1,3.7,1.7,1344,28.5,7.8,7.1,2,4.1,2.2,1.4,2408,10.9,4.4,3.8,2.1,1.2,1.7,0.6,1316,7.9,3.4,1.9,1.2,0.7,0.6,0.3,1326,10.3,2.2,2.3,0.8,0.4,0.8,0.7
"17개 시도별",강원,16.2,12.9,5.2,4.5,8.6,2.5,3.3,478,25,10.2,8.8,6.2,9.6,3.2,1.9,463,20.4,6.5,3.8,2.2,1.2,0.7,0.4,320,10.7,4.1,3.2,2.3,1.7,1,1.1,475,6.6,2.8,3.9,1.8,1.4,0.9,0.2,472,7.1,3.3,1.7,1.2,0.8,2.7,0.2
"17개 시도별",충북,8.4,6.3,1.5,1.8,3.6,0,1.5,501,26.2,9.3,4.9,1.4,2.7,1.3,4.1,475,14.7,7.7,8,0.8,0.8,1.1,1,321,6.5,4.7,6.3,1,0.3,2.4,1,480,11.9,4.7,2.5,1.5,0.5,0.9,-,482,7.9,7.4,4.4,2.1,4.5,0.7,0.6
"17개 시도별",충남,5.9,8,5.5,2.1,1.7,0.6,2,589,30.1,7.7,3,2.1,2.7,2.4,4.6,554,12.8,6.6,3.4,1.5,1.2,1.9,0.8,430,5.1,3.1,2.8,0.2,0.6,1.2,1.5,562,8.9,5.3,2.6,1,1.1,1.1,0.4,558,8.8,4.4,2.3,1,5.5,0.2,0.5
"17개 시도별",전북,2.8,6.3,1.5,0.8,2,1.4,0.5,560,3.7,2.8,1.9,0.2,0.4,0.5,0.5,496,10.9,5.7,3.2,1.1,0.9,3.6,3.2,375,10.1,3.3,2.6,2.1,0.6,1.2,1,511,2,2.6,3.2,2.5,0.4,0.5,0.4,523,22.1,3.9,3.7,3.2,2.8,1,0.9
"17개 시도별",전남,4.6,5.2,2.2,0.5,1,1,0.7,547,6.4,5.5,2.2,0.8,0.6,0.8,0.7,500,13.7,6.5,3.8,2.5,2,2.5,1.1,360,10.9,3.1,1.8,1.3,1.5,0.9,0.7,506,7.6,3.2,2.3,1.5,0.7,1.5,0.2,515,28.5,3.1,1.7,1.2,4.1,0.3,0.2
"17개 시도별",경북,3.5,2.1,0.7,1,0.9,0.1,1.1,666,64.6,5.6,1.8,1.2,1.8,1.6,1.5,611,14.7,5.3,4.6,2,1.5,1.7,0.4,557,20,11.4,4.3,0.8,1.4,1.9,1.2,623,5.1,2.4,3.5,0.6,0.4,0.6,0.5,620,25.9,9.7,10.8,1.1,1.5,1.4,0.7
