"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"통계분류(1)",통계분류(2),표본수,종교활동,잡담/통화하기,사교모임,사회봉사활동,가족 방문,동호회모임,기타 여가활동,클럽/나이트,이성교제,표본수,종교활동,잡담/통화하기,사교모임,사회봉사활동,가족 방문,동호회모임,기타 여가활동,클럽/나이트,이성교제,표본수,종교활동,잡담/통화하기,친구만남,사교모임,사회봉사활동,가족 방문,기타 여가활동,이성교제,표본수,종교활동,잡담/통화하기,친구만남,사교모임,사회봉사활동,가족 방문,동호회모임,기타 여가활동,클럽/나이트,표본수,종교활동,잡담/통화하기,친구만남,사교모임,사회봉사활동,가족 방문,동호회모임,기타 여가활동,표본수,종교활동,잡담/통화하기,친구만남,사교모임,사회봉사활동,가족 방문,동호회모임,기타 여가활동,클럽/나이트
"지역규모별",읍면지역,860,9.5,0.2,3.8,1.4,0,2.1,0.3,0.1,0.3,981,9.7,2.1,1.1,1.5,-,1.9,-,0.1,0.1,1212,10.4,1.6,0.8,3,1.9,0.5,0.2,2.8,766,7.2,0.6,2.8,2.2,1.1,-,0.9,0.8,-,651,13.2,-,1.3,0.6,1.5,-,0.4,1.5,825,10.4,7.2,3.7,2.4,2.6,1,0.2,0.5,0.1
"권역별",수도권,1812,6.4,0.4,1.5,0.9,0,2.6,0,0,0.6,1777,8.6,0.3,0.8,0.2,0.1,0.7,-,-,0.1,1575,10.3,1.2,1,1,0.9,0.3,0.1,2.2,1946,6.7,0.6,1.1,0.5,0.8,0,0.7,0.5,0,1064,6.2,0.4,1.2,0.8,1,-,0.5,0.5,1268,6.9,8.6,3.3,0.7,0.9,0.5,0.3,0.1,-
"권역별",강원/제주권,329,11.3,0.6,3.1,3.6,0.4,6.3,0.2,0.2,0.2,374,8.4,0.5,3.3,3.2,0.2,1.9,0.2,-,0.1,372,13.5,5.5,0.3,3.5,0.8,0.3,0.2,1.6,143,5.4,-,1.1,2.3,1.4,-,2.3,0.3,-,357,6.6,0.2,1,-,1.3,0.3,1.1,0.7,342,10.5,4.9,7.3,1.8,0.8,2.5,0.6,0.5,0.2
"권역별",충청/세종권,857,11.2,0.1,3.6,0.7,0,0.7,0,0,0.3,883,9.1,2.7,1.2,0.9,0.1,1.3,-,0.4,0.6,800,7.4,1.6,0.2,2.2,1.1,0.3,0.4,2.8,378,6.8,0.2,3.4,1,0.9,0.4,0.5,0.8,-,408,8.1,0.2,0.2,-,0.9,-,-,0.5,515,10.6,5.4,4.2,0.5,1.1,-,0.2,-,-
"권역별",호남권,324,0.5,0.2,0.1,1.6,0,0.4,0.4,0,0,277,2.1,0.3,-,1.4,-,-,0.5,-,-,614,13.5,0.5,1.3,2.7,1.1,0.1,-,2.4,404,12.9,0.6,2.1,1.8,0.4,-,1.6,0.7,-,506,12.5,0.6,0.6,0.4,0.8,-,0.1,1.2,449,13,4.1,0.5,1.9,0.8,0.2,1.1,0.1,-
"권역별",대경권,550,7.7,0.7,1.7,0.2,0,1.9,0.4,0.2,0.3,581,4.2,3.4,1,1,0.1,4.6,-,-,0.1,430,6.4,1.8,0.5,2.2,0.6,0.9,-,3.2,570,4.9,1.9,1.9,0.8,1,0.2,0.4,-,-,523,4.2,0.4,0.2,-,1.3,-,0.3,0.2,516,3.9,4.6,4,0.4,0.3,1,1.2,0.2,-
"권역별",동남권,749,4.5,0.5,7.7,0,0,1.3,0.2,0,0.4,1121,4.6,3.3,3.4,0.7,-,5,0.1,0.1,1.1,1020,7.3,1.9,0.9,2.7,1.3,0.4,0.1,2.3,960,3.6,1.8,1.3,1.2,0.8,0.1,1.1,0.1,0.1,682,6.5,0.8,0.9,0.2,0.6,-,0.2,0.4,836,5.3,2.2,3.1,0.7,0.6,0.4,0.4,0.2,-
"17개 시도별",서울,720,5.6,0.1,1.2,0.5,0,3.2,0,0,0.8,695,7.7,0.6,1.9,0.1,0.3,1.1,-,-,-,609,10.4,1.1,0.7,0.9,0.6,0.5,-,1.5,691,7.6,1.1,0.9,0.8,0.4,0.1,0.9,0.6,-,355,7.6,0.1,1,-,1.9,-,0.7,-,551,6.4,6.8,4.7,-,-,0.6,0.3,0.1,-
"17개 시도별",부산,303,6,0.7,8.7,0,0,2,0.4,0,0.5,516,5,3.9,5.7,0.3,-,7.4,-,-,1.8,411,8.5,1.7,0.3,3.7,1.1,-,-,1.3,467,5.2,2.9,1.3,1.5,0.6,-,-,-,0.1,310,6.4,1.3,1.2,0.2,0.4,-,-,0.3,319,7,2.3,4.5,0.5,0.6,0.3,0.9,-,-
"17개 시도별",대구,273,8.1,0.4,2.9,0,0,2.2,0,0,0,298,5.2,2.6,0.8,0.3,0.2,4.1,-,-,-,218,4,2.2,0.5,1.8,1,1.2,-,2.6,274,4.5,3.1,2.3,0.5,1,-,0.3,-,-,283,2.4,0.8,-,-,1.4,-,0.2,-,254,2.7,5.3,4.5,0.9,0.6,0.8,1.4,-,-
"17개 시도별",인천,411,6.4,0.6,0.5,0.3,0.2,1.3,0,0,0.3,334,3.4,0.2,0.3,-,-,0.7,-,-,-,285,13.1,0.8,1.1,1.8,1.1,-,0.4,1,276,2.9,0.7,3,-,1.6,-,1.2,0.2,-,216,3.7,-,0.2,-,2.1,-,0.3,-,287,8.4,2.9,4.7,0.3,1.3,-,0.3,-,-
"17개 시도별",광주,115,1.7,0.7,0,1.6,0,1.2,0.6,0,0,91,4.7,1.1,-,-,-,-,1.1,-,-,125,22.5,-,1.6,-,1.5,-,-,1.2,114,13.4,-,-,0.7,-,-,2.8,-,-,186,12.6,0.6,-,0.3,0.4,-,-,0.5,135,17.6,0.9,1,0.5,0.4,0.5,1.2,-,-
"17개 시도별",대전,260,8.3,0,3.4,0.3,0,1.7,0,0,0.4,261,9.9,1.8,1,1.5,0.2,0.8,-,1.2,0.6,238,8.1,0.5,0.7,3.1,1.1,-,1,4.7,89,8.5,-,-,-,3.1,-,0.8,-,-,115,6.3,0.8,-,-,1.5,-,-,-,178,15.2,1.1,3.1,0.3,1.4,-,-,-,-
"17개 시도별",울산,152,2.4,0,1.2,0,0,0.5,0,0,0,206,5.9,0.8,0.6,1.8,-,0.1,-,-,-,192,7.4,0.7,1.6,1.3,1.3,-,0.3,0.2,117,-,-,-,-,-,-,-,-,-,158,2.1,-,0.6,-,-,-,-,0.7,232,6.7,1.4,1.6,2.2,-,1.6,-,-,-
"17개 시도별",세종,63,7.6,0,1.8,6.1,0,0,0,0,0,91,5.5,-,-,-,-,1.1,-,-,0.9,109,3,0.8,-,1,0.5,-,1,2.2,21,-,-,-,-,-,-,-,6.2,-,43,-,-,-,-,-,-,-,-,71,5.6,2.2,-,-,-,-,1.5,-,-
