"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022
"통계분류(1)",통계분류(2),표본수,매우 불만족 했다,불만족 했다,다소 불만족 했다,보통이다,다소 만족 했다,만족했다,매우 만족 했다,평균,표본수,매우 불만족 했다,불만족 했다,다소 불만족 했다,보통이다,다소 만족 했다,만족했다,매우 만족 했다,평균,표본수,매우 불만족 했다,불만족 했다,다소 불만족 했다,보통이다,다소 만족 했다,만족했다,매우 만족 했다,평균,표본수,매우 불만족 했다,불만족 했다,다소 불만족 했다,보통이다,다소 만족 했다,만족했다,매우 만족 했다,평균,표본수,매우 불만족 했다,불만족 했다,다소 불만족 했다,보통이다,다소 만족 했다,만족했다,매우 만족 했다,평균,표본수,매우 불만족 했다,불만족 했다,다소 불만족 했다,보통이다,다소 만족 했다,만족했다,매우 만족 했다,평균
"가구주여부별",가구주,5001,1.1,4.3,12.7,26.8,33.2,17.8,4.1,4.57,5482,0.8,2.8,10.2,28.4,32.7,20.8,4.4,4.69,6563,1.8,5.3,14.9,33.2,26,15,3.9,4.4,5073,2.7,8.8,15.1,34.6,23.6,12.8,2.4,4.2,5133,2.5,9.3,16.2,35.2,22.6,12.4,1.8,4.1,5163,2.7,5.5,13,33.6,25.4,15.5,4.3,4.4
"가구주여부별",가구주 아님,5601,1,3.6,11.8,24.7,33.7,20.4,4.7,4.67,5016,0.8,2.9,9.3,27.1,33.4,22.9,3.7,4.73,3497,1.1,6.6,16.6,33.5,25,13.6,3.6,4.3,5015,2,8.4,13.9,34,25,13.7,3,4.2,4916,1.9,9.1,16.7,33.2,23.4,13.1,2.5,4.2,4883,2.4,5.4,13.2,33.5,25.8,15.1,4.5,4.4
"종사자지위별",상용근로자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2965,1.5,5.7,14.2,34.4,24.2,15.4,4.6,4.4,2980,2.3,8.8,13.9,32.6,24.7,14.8,3,4.2,3102,1.6,8.7,17.2,33.5,22.9,14,2.2,4.2,3300,2.1,5.2,12.7,34.5,25.6,15.2,4.6,4.4
"종사자지위별",임시근로자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,497,1.5,3.5,17,32.6,28.5,13.1,3.8,4.4,518,3.6,7.5,19.5,35.5,21.7,10.2,2.1,4,653,3.1,13.5,14.6,33,22.4,11.7,1.6,4,630,2.3,3.3,11.9,33.3,29.2,17.3,2.6,4.5
"종사자지위별",일용근로자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165,1.5,4.5,19.7,35.6,18.8,14.1,5.8,4.3,164,5.9,12.7,16.1,33.8,15.5,13.7,2.3,3.9,161,3.7,9.5,18.5,29.4,17,18,3.9,4.2,205,1.7,3.9,11.1,30,25.8,20,7.6,4.6
"종사자지위별",고용원이 있는 자영업자,326,0.1,1,14.6,28,32.6,18.9,4.7,4.67,248,2.9,2.7,12.7,25.6,31,18.8,6.3,4.61,337,3.4,4.8,13.4,33.7,28.9,14.5,1.3,4.3,395,2.2,8.8,17.5,31.5,26.4,12,1.7,4.1,357,1.9,7,18.1,37.7,23,9.8,2.5,4.1,356,2.1,5.6,13.9,34.5,24,15.6,4.3,4.4
"종사자지위별",고용원이 없는 자영업자,1540,1.5,6.2,12.2,26.4,31,18.7,4,4.51,1637,0.7,3.3,9.9,27.2,34.5,20.3,4.1,4.69,2006,1.2,6.5,17.3,31.8,26.5,14,2.6,4.3,1755,2.1,8.6,14.1,37.1,23.7,12.6,1.9,4.2,1805,2.5,9.5,16.9,35.6,23.1,11.2,1.2,4.1,1557,3.2,6.4,13.4,31.5,28.3,13.7,3.6,4.3
"종사자지위별",무급가족종사자,233,3.1,6,13.4,31.3,29.5,13.7,3,4.31,139,1.1,5.2,11.7,28.9,29,19.5,4.6,4.56,250,1,10.4,16.5,28.2,25.4,14.7,3.8,4.3,173,6.4,15.2,13.3,32.2,12.9,12.8,7.3,4,235,6.5,16.2,15.3,31.8,18.7,10.3,1.2,3.8,188,2.5,4,23.2,38.9,20.5,9.3,1.7,4.1
"종사자지위별",기타종사자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,4,24.9,28.6,24.8,16.8,0.9,4.3,59,1.6,6,7,40.2,27.5,17,0.6,4.4,40,5,10.6,18.4,35.6,13.2,11,6.2,4,53,3.4,-,10.1,44.1,29.1,11.9,1.4,4.4
"종사자지위별",해당없음(무직),4293,0.9,3.3,12.7,25.9,34.3,18.7,4.2,4.62,3857,0.9,2.6,9.3,28.9,31.9,21.9,4.5,4.72,3793,1.5,5.9,15.6,33.7,25.6,13.8,3.9,4.3,4044,2,8.1,14.1,34.3,25.4,13.1,2.9,4.2,3696,2,8.5,15.8,34.3,23.9,12.9,2.6,4.2,3757,2.7,5.8,13.1,33.3,24.3,15.8,5,4.4
"종사자지위별",임금.봉급 근로자,4210,1.1,3.9,11.4,24.6,33.6,20.4,4.9,4.67,4617,0.6,2.9,9.7,26.9,33.8,22.8,3.3,4.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"가구소득별",100만원 미만,861,2.8,6.1,18.2,32.6,25.5,12.2,2.5,4.18,921,2.1,3.9,10.5,29,29.8,22.1,2.7,4.58,939,2.9,7,17,35.5,21.4,12,4.3,4.2,980,5.1,10.3,17.6,37.6,18.8,8.4,2.2,3.9,999,3.7,9.7,16.7,38,19.4,11.1,1.2,4,1098,4.8,6.6,12.1,38,22.3,12.5,3.8,4.2
"가구소득별",100~200만원,1075,1.9,5.7,12.5,26.6,29.4,21.2,2.6,4.5,1007,0.8,3.7,10.2,32.3,29.6,18.3,5.2,4.62,929,2.4,6.6,16.9,33.7,24.2,12.8,3.4,4.2,923,3.6,9.4,16.7,37.5,19.2,11.2,2.3,4,1012,1.9,10.3,15.9,37.1,22.9,10.5,1.3,4.1,824,3.9,7.6,13.1,35.9,23,12.2,4.2,4.2
"가구소득별",200~300만원,1594,1.4,5.4,11.9,29.4,31.3,16.5,4,4.49,1706,0.6,4.3,8.6,29.7,31.3,20.8,4.6,4.68,1613,1.9,8,16.3,34.3,24.3,12,3.3,4.2,1405,2.8,9.5,14.6,36.9,22,12,2.1,4.1,1421,2.8,9.9,15.1,35.2,23.3,11.6,2.1,4.1,1357,1.9,6.5,13.3,34,24.5,15.6,4.2,4.4
"가구소득별",300~400만원,2437,0.8,3.8,14.4,23.7,34.9,19.1,3.4,4.59,2246,0.9,1.7,9.1,25.1,35.8,22.6,4.6,4.8,2184,1.1,4.9,14.1,34.2,27.4,13.8,4.5,4.4,1824,2.8,8.3,13.5,34.4,25.8,12.8,2.4,4.2,1896,2.7,10.6,16.7,35.9,20.7,11.6,1.8,4,1764,3.1,4.7,15,33.9,24,15.7,3.6,4.3
"가구소득별",400~500만원,2231,0.8,3.5,10.9,26.1,34.8,18.6,5.4,4.68,2214,0.5,2.3,9.8,28.2,32.8,21.9,4.5,4.74,1785,0.8,6.3,15.8,33.4,24.7,14.5,4.6,4.4,1782,1.7,7.6,14.7,34.4,26.2,12.9,2.5,4.2,1611,1.7,9.9,18.1,32.2,23.7,12.6,1.7,4.1,1797,2.3,5.1,14.7,35,25.1,14.1,3.6,4.3
"가구소득별",500~600만원,1356,0.4,2.9,9.8,23.9,34.9,22.6,5.5,4.8,1405,0.5,2,9.3,24.9,33.7,26.5,3.1,4.81,1394,1.5,5.2,16.4,32.2,26.7,15.7,2.4,4.3,1407,1.6,7.7,14.3,32.9,26,14.8,2.6,4.3,1380,1.4,8.6,15.7,33.1,25.7,13.1,2.5,4.2,1532,1.7,4.4,13.6,34.1,28,14.3,3.9,4.4
"가구소득별",600만원 이상,1048,1.4,3,11.5,23.4,34,21.2,5.6,4.71,999,1,4.7,11.1,29.5,33.3,18.2,2.2,4.53,1216,1.5,4.7,15,31.6,26.6,17.2,3.5,4.4,1767,1.5,9,13.2,31.4,25.2,15.8,3.9,4.3,1730,1.6,6.5,16.3,31.5,24.1,16.4,3.6,4.3,1674,2.2,5.8,10,29.3,27.7,18.4,6.6,4.6
"지역규모별",대도시,4611,0.5,3.5,8.4,21,36.9,24,5.6,4.85,4418,0.7,2.4,7.7,27.2,34.9,22.8,4.4,4.79,4235,1,5.8,15.4,32.1,28.7,14.1,2.9,4.4,4373,0.9,6.5,14.2,32.2,27.6,14.9,3.7,4.4,4330,1.9,7.5,15.5,31.8,27,14.1,2.2,4.3,4331,2.2,4.8,12.8,30.3,28.7,17.1,4.1,4.5
"지역규모별",중소도시,3610,1.3,3.4,14.1,27.9,31.4,17.3,4.7,4.56,3524,0.7,3.3,11,30.2,31.8,19.8,3.3,4.62,3331,1.8,5.2,15.5,34.1,23.6,14.9,4.9,4.4,3776,2.6,9.8,14.1,35.9,22.9,12.8,2,4.1,3486,1.8,8.6,16.5,37.8,19.9,13,2.6,4.1,3459,2.3,5.1,12.4,36.9,25.1,13.4,4.9,4.4
"지역규모별",읍면지역,2381,2,6,17.5,32.1,29.3,11.9,1.2,4.21,2556,1.3,3.3,11.4,23.6,31.6,24.5,4.4,4.72,2494,1.9,7.3,16.5,34.6,22.3,14,3.5,4.2,1939,4.9,11,15.6,35.6,20.2,10.7,2,4,2233,3.5,14.3,18.7,32.3,20.5,9.3,1.4,3.9,2256,3.9,7.7,15.3,34,19.8,15,4.2,4.2
"권역별",수도권,3289,0.4,2.1,7.6,19.1,39.1,25.1,6.5,4.96,3182,0.5,2.9,10.5,28.9,33.3,20.8,3,4.66,3179,1.3,5.5,15.9,34.9,24.6,12.9,4.9,4.3,4895,2.5,8.8,14.7,31.7,24.2,14.5,3.5,4.2,3135,1.1,9.1,17.5,33.5,24.1,13.1,1.7,4.2,3107,1.5,5.1,12.3,33.4,28.4,16.4,2.9,4.4
"권역별",강원/제주권,762,6.6,8.7,16.7,45.2,15.7,5.6,1.4,3.77,786,4.5,6,17.1,44.8,19.5,5.6,2.5,3.95,765,0.8,2.5,16.5,37.4,29,12.2,1.5,4.3,440,2.3,11.9,15.9,41.6,22.3,5.8,0.1,3.9,777,3.1,12,14.9,24.1,23,16.1,6.8,4.3,772,9.7,8.2,16.7,39.9,20.1,5,0.4,3.7
"권역별",충청/세종권,1778,1,3.5,18.8,28.5,28.6,15.9,3.7,4.43,1772,0.4,1,12.7,28.2,37.4,18.4,1.9,4.64,1693,0.6,2.1,12.1,31.4,27.6,20.6,5.5,4.7,1115,0.8,6.3,12.9,40.5,24.8,12.7,2.1,4.3,1703,4.4,9.2,17.8,34.4,18.8,12.4,3.2,4,1721,0.9,5.1,20,34.4,20.5,16.5,2.6,4.3
"권역별",호남권,1575,2.6,11.1,22.5,34.2,19.3,9.3,1.1,3.89,1582,2,7.1,11.1,26.2,25.8,20.9,6.8,4.57,1447,3.7,9.4,16.4,26,23,17.9,3.6,4.2,1029,2.6,5.6,17.9,40.7,22.6,8.5,2.1,4.1,1469,3.7,8.8,17.4,32.4,20.3,15.1,2.3,4.1,1485,3.7,6,12.2,37.6,17.3,9.8,13.3,4.4
"권역별",대경권,1302,0.2,2.6,17.1,30.3,35,14.1,0.8,4.43,1304,0.7,1.7,6.6,25.5,36.9,25.6,3,4.85,1195,2.4,13.4,18.6,31.4,23.3,10.7,0.2,3.9,1047,4.2,12.6,15.2,24.7,23.9,16.4,2.9,4.1,1203,3.2,14.8,14,35.8,14.1,14.9,3.2,4,1200,8.6,10.8,13.3,25.8,19.9,12.9,8.6,4.1
"권역별",동남권,1896,1.2,5,11.3,30.5,31.5,16.6,3.8,4.51,1872,0.2,1.2,3.8,21.1,35.3,30.7,7.6,5.13,1781,0.9,3.6,14.6,34.5,29.3,15.3,1.8,4.4,1562,1.4,7.8,11.3,38.2,26.7,13.1,1.5,4.3,1762,2.2,5.2,13.6,39.3,30.4,8.2,1,4.2,1761,0.3,2.3,10.2,34,31,18.6,3.6,4.6
