"통계분류(1)",통계분류(2),2014,2014,2014,2014,2014,2014,2014,2014,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022
"통계분류(1)",통계분류(2),표본수,시간이 부족하여,경제적 부담때문에,여가 정보 및 프로그램이 부족하여,이전 경험이 부족해서,여가 시설이 부족하여,여가를 함께 즐길 사람이 없어서,기타,표본수,시간이 부족하여,경제적 부담때문에,여가 정보 및 프로그램이 부족하여,이전 경험이 부족해서,여가 시설이 부족하여,여가를 함께 즐길 사람이 없어서,기타,표본수,시간이 부족하여,경제적 부담때문에,여가 정보 및 프로그램이 부족하여,이전 경험이 부족해서,여가 시설이 부족하여,여가를 함께 즐길 사람이 없어서,기타,표본수,시간이 부족하여,경제적 부담때문에,여가 정보 및 프로그램이 부족하여,이전 경험이 부족해서,여가 시설이 부족하여,여가를 함께 즐길 사람이 없어서,기타,표본수,시간이 부족하여,경제적 부담때문에,여가 정보 및 프로그램이 부족하여,이전 경험이 부족해서,여가 시설이 부족하여,여가를 함께 즐길 사람이 없어서,기타,표본수,시간이 부족하여,경제적 부담때문에,여가 정보 및 프로그램이 부족하여,이전 경험이 부족해서,여가 시설이 부족하여,여가를 함께 즐길 사람이 없어서,기타,표본수,시간이 부족하여,경제적 부담때문에,여가 정보 및 프로그램이 부족하여,이전 경험이 부족해서,여가 시설이 부족하여,여가를 함께 즐길 사람이 없어서,기타
"17개 시도별",대구,116,71.4,22.4,2.4,1.5,0.6,1.7,0,349,51.2,29.9,7.6,3.7,4.4,3.1,0,277,55.8,28.1,8.3,1,3.7,3.2,-,309,44.7,29.1,13.2,2.9,3.2,6.1,0.8,221,47.1,32,4.7,3,3.5,2.4,7.3,314,43.8,37.3,6.6,3.2,1.5,4.6,3,224,41.6,40,6.2,6,2.1,3.1,0.9
"17개 시도별",인천,99,43.1,44.2,6.1,3.2,1.3,2.2,0,287,56.4,34.9,3.2,3,1.3,1.2,0,302,55.3,34.4,3.5,2.3,2.3,2.2,-,295,60.2,25.9,3.7,3.5,2.3,3,1.4,259,45.7,44.3,1.5,3.7,0.8,3,1,318,46.1,29.3,10.4,4.9,2.6,3.6,3.2,256,46.5,36.6,4.8,5.6,2,2.5,1.9
"17개 시도별",광주,85,27.8,60,2.9,7,2.3,0,0,181,51.9,40.4,0.4,0.7,5.3,1.4,0,273,42.2,46.6,3,3.7,2.5,1.7,0.2,199,48.8,39.1,5.3,1.7,-,2.3,2.7,158,44.6,39.9,6,2.9,1.7,3.2,1.7,190,54.7,24,7.3,3.6,5.3,4.1,0.9,187,40.1,37.1,5.4,4.3,3.4,7.7,2
"17개 시도별",대전,34,22.5,55.4,6.3,2.3,9.5,3.9,0,219,41.9,48.5,3.3,2.7,1.5,2.2,0,225,54.9,27.7,2.2,9.3,3.6,2.2,-,121,58.5,25.3,3,0.8,2.4,10,-,147,70.2,23.6,1.2,0.8,1.1,2.1,1,210,50.8,24.4,3.1,3.5,1.1,8.2,8.9,249,61.9,20.5,3.4,4.2,4.5,5.4,0.1
"17개 시도별",울산,47,61.9,33.6,3,1.5,0,0,0,140,45.2,38.8,10.6,0.4,3.5,1.5,0,164,44.1,39.7,5.6,3,4.4,2,1.2,186,43.8,35.1,8.7,4,5.8,2.3,0.4,133,39.1,51.5,2.8,0.7,2.1,-,3.8,200,32.6,37.4,13.2,0.5,10.1,2.5,3.7,154,53.4,30.1,5.2,0.7,1.7,8.9,-
"17개 시도별",세종,4,100,0,0,0,0,0,0,71,40,32.3,4.5,2.3,21,0,0,100,48.1,31.9,2.6,5.2,5.3,6.9,-,55,71.6,19.5,4.8,1.5,-,2.5,-,23,68.8,22.1,-,3.7,-,5.4,-,102,64.8,12.7,5.7,1.1,8.7,2.4,4.6,117,70.4,19.6,3.9,4.3,-,1.8,-
"17개 시도별",경기,176,36.3,48,8.2,3.1,1.9,2.4,0,678,53.7,33.6,4.1,2.4,4.8,1.5,0,894,49.6,30,6.8,6.6,4,3.1,-,613,53.6,32.6,3,4.9,2.3,3.1,0.4,1308,54.2,27.4,6.7,3.1,2.4,3.4,2.8,748,47.1,31.4,6.9,4,2.3,5.1,3.3,619,37.1,40.6,7.8,4.8,4.6,4.1,1
"17개 시도별",강원,152,40.6,40.9,2.7,6.1,4,5.7,0,292,45.8,29.3,12,4.7,5.3,2.9,0,308,42.7,30.6,8.3,5.6,9.9,2.9,-,268,41.5,34.7,5.4,8.2,5.5,2.5,2.3,193,43.8,17.6,9.4,18.2,2,8.5,0.5,288,45.1,17.8,5.6,12.1,1.9,5.2,12.3,247,35.5,29.9,7,11.3,6.6,7.6,2
"17개 시도별",충북,37,52.8,39.9,2.9,2.4,2,0,0,256,40.5,28.3,12.9,5.8,11.5,1,0,303,52.2,17.7,3,15.4,7.2,3.5,1,152,62.7,18.5,5.5,0.3,9.6,3.4,-,160,59.6,32.1,3.2,0.4,1.6,2.8,0.3,240,45.8,21.8,1.9,5.8,3.3,9,12.3,208,56.2,25.8,6.3,3.5,1.6,6.1,0.5
"17개 시도별",충남,62,37.7,41.5,4.4,3.1,7,6.2,0,280,43.7,27.7,8.5,7.5,7.5,5.1,0,316,54.7,23.9,5.7,4.7,7.5,3.5,-,248,54.9,19.8,10.1,10.5,2.7,1.3,0.6,253,54.4,27,-,6.7,4,4,3.9,274,51.4,25,4.5,9.3,3.1,4.9,1.7,212,31.1,20.8,20,12.6,11.8,3.3,0.5
"17개 시도별",전북,136,25.4,68.6,1.4,1.2,2.8,0.5,0,287,42.9,35.6,12.6,1.6,5.4,1.9,0,203,52.4,32.7,1.6,4.7,5.7,2,1,238,50.2,30.5,5.2,6.6,5,2.2,0.4,141,38.5,36.9,6.6,8.1,3.4,4.3,2.2,220,58.2,24.2,4.5,4.2,5.2,3,0.8,244,37.5,38.8,2.6,9.6,3.4,5.4,2.7
"17개 시도별",전남,96,44.1,39.3,7.9,3.8,1.7,3.2,0,262,45.1,33.5,4.8,6.5,6.8,3.3,0,283,53.6,21.6,6.6,6.8,3.7,5.5,2.3,277,47.3,20.6,6.6,9.6,5.8,6.8,3.2,167,52.1,25.4,4.8,6.9,4.1,5.8,0.9,242,47.4,21.3,8.2,9.6,4.1,4.9,4.4,264,43.9,28.2,5.7,11.9,2.8,6.4,1.1
"17개 시도별",경북,107,63.9,18.8,4.3,4.5,4.7,3.8,0,328,63.8,19.6,7.9,4,2.3,2.4,0,291,56.2,29.8,4.8,2.8,4,2.3,-,303,54.2,24.7,4.4,7.8,3.5,3.4,2,260,50.6,33.9,4.8,1.3,5.6,2.1,1.7,366,48.4,20.4,8.8,3.7,12.8,4.3,1.6,228,43.4,23.8,8.6,7.7,11.9,3.7,0.9
"17개 시도별",경남,89,58.4,29.4,0,5.3,5.6,1.2,0,289,47.6,28.7,5.8,11.9,3.1,2.9,0,248,52.9,33.2,1.9,2.6,3.4,6,-,309,47.1,17.1,4.5,8.1,9.9,10.6,2.7,294,35.5,45.5,5.6,3.7,4.1,2.9,2.7,334,50.2,24.8,8.8,2.4,3.8,2.8,7.2,256,34.3,43.8,4.6,10.3,4.9,1.3,0.9
"17개 시도별",제주,53,56.8,25.9,1.4,6.6,6.7,2.6,0,152,39.9,45.2,2.4,3.7,6.5,2.3,0,186,47.1,27.1,3.8,7.8,1.5,7.4,5.2,121,15.2,52,7.9,3.7,7,14.2,-,68,20.9,54.9,3.6,0.4,4,13.3,2.9,52,31.2,48.5,3.9,6.2,7.5,1.5,1.3,102,63.1,9.5,3.9,8.3,3.5,8,3.6
"장애여부별",장애등록,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,20.2,43.5,2.1,14.2,-,15.7,4.3,76,18.5,39.5,6.3,6.8,5,7.2,16.7,124,17.9,45.4,8.7,6.7,5.6,8.1,7.6,120,14.6,49.7,4.4,5.5,7.9,9.6,8.2,78,13.6,40.6,8.1,12.1,7.7,4.4,13.6
"장애여부별",미등록,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,40,38.9,3.2,10.7,3.6,3.1,0.3,32,41.1,28,1,11.8,-,0.9,17.2,114,38.9,38.6,6,4.6,3.3,3.4,5.2,66,27.3,34,11.7,8.8,6.3,8.6,3.3,21,3.1,47.2,-,10.8,24.3,7,7.6
"장애여부별",해당사항없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5123,51.9,29.6,5.4,5.3,3.8,3.7,0.3,4285,51.8,28.8,5.4,5.6,3.5,4,0.9,4630,51,30.9,5.5,4.2,2.6,3.4,2.4,4778,49,27.5,7.5,4.2,3.3,4.5,4.1,4249,41.8,33.5,7.5,6.3,5.3,4.6,1.1
"근무 형태",전일제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1872,53.9,28.5,5.6,3.9,4.9,2.9,0.4
"근무 형태",교대제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,40.8,36.4,3.2,5,9.3,4.8,0.6
"근무 형태",시간 선택제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147,31,34.7,12.6,6.7,6.2,6.2,2.5
"근무 형태",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,699,39.7,32.8,7,8.5,6.5,5,0.5
"유연 근무제 여부",시행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181,51.8,29.4,5.4,3.6,3.1,5,1.6
"유연 근무제 여부",미시행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1233,48.8,30.6,6.6,4.2,6.1,3.2,0.4
"유연 근무제 여부",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1414,48.7,29.7,5.7,6.4,5.3,3.8,0.4
