"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"통계분류(1)",통계분류(2),표본수,친구만남,잡담/통화 하기,가족 방문,사교 모임,종교활동,동호회 모임,사회봉사활동,기타 여가활동,클럽/나이트 가기,표본수,친구만남,잡담/통화 하기,가족 방문,사교 모임,종교활동,동호회 모임,사회봉사활동,기타 여가활동,클럽/나이트 가기,표본수,친구만남,잡담/통화 하기,가족 방문,사교 모임,종교활동,동호회 모임,사회봉사활동,기타 여가활동,클럽/나이트 가기,표본수,친구만남,잡담/통화 하기,가족 방문,사교 모임,종교활동,동호회 모임,사회봉사활동,기타 여가활동,클럽/나이트 가기,표본수,친구만남,잡담/통화 하기,가족 방문,사교 모임,종교활동,동호회 모임,사회봉사활동,기타 여가활동,클럽/나이트 가기,표본수,친구만남,잡담/통화 하기,가족 방문,사교 모임,종교활동,동호회 모임,사회봉사활동,기타 여가활동,클럽/나이트 가기
"17개 시도별",광주,492,81.7,73.6,72.2,38.3,26.7,5.5,6.5,2.1,0.8,475,88.9,92.7,68.4,46.2,23,8.3,1.6,2.2,0.5,451,87,90.8,74.8,48.2,24.8,8.3,7.8,1.6,2.9,294,82.4,89.5,81.8,58.3,27.9,9.6,7.9,4.4,4.6,452,90,83.1,81.7,34.3,17.1,5,5,3.2,0.9,447,72.8,76.6,70.4,42.3,19.2,9.1,5.1,4.2,1.1
"17개 시도별",대전,501,89.9,71.3,74,52.4,20.7,17.5,6.6,0.9,6.9,493,86.6,83.2,75.1,47.8,18.3,17.4,11.5,1.4,9.1,463,81.3,92,70,52.2,23.8,11.9,6.6,4.3,1.2,303,91.8,96.5,90.6,53.7,17.9,9.2,6,12.3,3.3,460,91,96.5,86.8,33.5,13.4,8,5.9,7.1,1,460,91.8,88.3,84.7,32.6,19.9,4.6,6.2,8.8,1.3
"17개 시도별",울산,426,74.8,66.5,62.8,52.8,26.2,16.5,8.1,2.5,12.8,425,79.3,78.2,68.1,46.8,16.9,12,4.7,1.8,1.8,406,87.1,83.2,71.5,56.6,15.3,15.5,8.7,1.6,3,221,97.5,92.5,95.3,82.4,9.7,15.4,6.8,0.3,4.9,390,84.9,81.7,73.6,25.4,14.7,7.8,3.1,0.6,0.2,393,84,75.7,71.4,55.8,18.3,8.2,4.4,0.3,2.8
"17개 시도별",세종,175,86.8,71.9,56.4,43.7,15.6,9.6,8.7,0.5,2.7,189,89.1,76.1,83.8,63.6,29.1,20.4,9.1,1.8,7.1,201,83.8,90.4,82.2,39.2,12,7.5,7.3,0.9,1.1,61,93.2,98.8,93.1,42.9,15.8,18.6,5.3,4.2,14.2,201,97.3,96.2,73.9,33.7,9.3,5.5,3.5,28.3,0.2,221,89.9,96.2,84,31.2,10.9,7.6,7.7,6.2,2.3
"17개 시도별",경기,1357,79.5,58.6,69.2,39.2,22.1,19.5,7.5,1.6,9.2,1325,78.6,75.9,70.6,45.1,25.8,18.3,10.4,1.6,7.2,1344,70,75.8,64.2,35.2,22.9,9.4,10.8,0.4,1.9,2408,81.3,75.8,72.4,28,24.9,9.4,5.7,3.1,3.6,1316,75.8,70.2,54.8,14.4,19,6.3,2.8,3.3,1.3,1326,66.6,59.6,48.7,18.6,15.7,4.6,2.7,0.4,1.2
"17개 시도별",강원,462,73.3,41.8,44.3,25.8,25.9,5.9,15.8,6.1,3.2,478,79.6,82.8,80.7,53.9,21.8,16.7,16.7,10.6,5.5,463,66.9,77,54.8,39,19.1,11.4,5.2,0.9,0.1,320,80.9,73,77.2,27.5,17.6,9.9,9.6,3.7,1.7,475,85.2,75.2,64,18,15.1,7.3,4.3,5.9,-,472,73.9,60.1,48.2,16.6,15.6,6.1,3.6,1.1,1.7
"17개 시도별",충북,512,86.3,72.7,66.9,58.4,13.5,15,4.3,1.1,10.3,501,90.1,91.3,70.1,60.4,18.5,15.7,3.6,11.3,6.6,475,85,83.4,64.1,51.1,25.3,11.1,7.1,0.1,2.3,321,94.3,96.1,85.3,47.3,15.2,10.4,4.4,7.9,3,480,89.2,97.4,80.7,25.6,14.2,9.4,3.5,6.9,0.9,482,88.2,88,76.1,33.5,15.5,5.4,4.1,3.6,1.1
"17개 시도별",충남,590,75.7,47.4,63,36.4,21.3,15.2,5.6,2.2,5.7,589,89,80.2,68.8,43.4,19.3,19.2,10.8,0.6,8.1,554,80.2,91.1,79.7,49.4,25.4,7.7,13,2.5,1.7,430,95.7,97.9,88.9,57.4,20.7,11.3,7.7,23,1.1,562,96.4,95.1,92.5,25.3,14.1,4,4.9,2.2,0.3,558,87.7,86.5,73.8,34,17.5,4.9,3.8,14.3,4.8
"17개 시도별",전북,551,89.4,83.9,80,32.7,34.5,5.2,9.4,0.8,0.5,560,93.2,92.6,77.5,35,28.6,7.6,4.5,1.1,1,496,84.1,89.4,67.5,48.5,28,10.4,11.3,0.7,2.8,375,97.5,96.4,86.2,60.1,27.7,6.4,6,1.7,4.4,511,89.6,66.1,78.9,25.1,23.7,4.2,2.8,1.5,0.5,523,65.3,62.2,50.5,30.6,22.5,5.5,4.2,3.7,-
"17개 시도별",전남,532,82.7,89.2,75.5,37.7,25.4,2.6,6.7,2.2,0.9,547,91.3,97.9,86.6,50.3,24.1,9,8.3,0.5,4.1,500,75.7,87.7,72.4,59.6,26.2,14.5,11.5,7.3,3.8,360,81.4,82.7,93.8,53.3,20.1,9.4,5.3,5.4,3.1,506,84.5,76.5,76.9,43,22,6.1,7.2,24.5,0.2,515,89.7,91.3,87.2,43.3,31.4,7.9,10.5,1.2,0.9
"17개 시도별",경북,669,86.4,80.6,61.4,52.9,11.9,11.5,4.8,1.3,3.3,666,84.9,90.9,71,55.3,14.7,11.5,9.8,1.2,5.7,611,82.9,86.9,78.5,53.4,14.2,7.9,8.7,0.1,3.1,557,97.6,98.5,89.5,66.5,22.2,7.7,5.4,6.8,2.7,623,93.8,98.2,86.1,41.2,16.5,7.5,6.4,8.2,1.2,620,84.6,88.3,78.2,49.6,12.6,8.6,3.8,1.3,1.6
"17개 시도별",경남,719,72,73,70,50.2,18.9,13.7,7.4,1,5.6,713,88.4,82,82.7,64.3,10.5,11.6,4.9,0.9,11.4,682,84.6,88.5,72.5,47.4,21.7,15.7,12.1,0.6,1,660,90.2,89.5,86.5,50.6,15.5,14.3,7,2.1,0.7,681,90.4,94.4,80.5,29.7,14.2,8,4.4,0.8,0.2,678,85.9,89.8,77,44.1,14.6,7.2,5.2,0.5,2.1
"17개 시도별",제주,300,82.5,81.6,76.1,45.4,32.3,8,15.7,5.7,2.5,308,83.1,86,69.6,45.5,23.7,9.1,18.6,2.5,2.6,302,88.3,92.2,88,44.5,31.7,15.1,8.8,0.4,4.9,120,97.6,99.9,96.8,27.2,12.4,13.8,6.1,0,3.2,302,97.5,98.1,97.7,23.4,26.9,8.8,7.6,-,0.5,300,92.8,97.1,88.6,49.5,27.8,10.5,8.8,0.1,0.6
"장애여부별",장애등록,-,-,-,-,-,-,-,-,-,-,124,79.6,80.6,71.5,45.9,36.3,7.7,12.7,2.3,3.6,151,63.8,78.6,64.8,37.6,39.4,8.9,8.9,3.1,-,225,74.8,81.4,72.2,32.2,33.6,6.1,5.2,10.7,1.1,218,79.2,77.7,69.6,19.3,24,6.9,3.5,9.3,0.5,151,64.9,77.6,66.3,25.7,32.6,3,4.8,2.5,-
"장애여부별",미등록,-,-,-,-,-,-,-,-,-,-,160,79.4,86.2,70.1,37.9,17.5,10.8,7.6,1.1,3.1,55,67.8,81.1,69.5,28.5,25.6,0.5,3.3,-,2.1,233,77.2,64.3,56.2,23.5,16.1,5.5,2.1,5.8,1,110,89.4,71.3,69.1,27.1,27.6,6.1,6.5,0.6,3.3,58,22.3,30.5,14.6,2.1,13.7,1.4,0.6,-,-
"장애여부별",해당사항없음,-,-,-,-,-,-,-,-,-,-,10214,85.2,81.4,72.1,46.8,20.3,16,7.5,2.4,7,9854,79.5,82.4,69,42.4,22,10.4,9.3,0.9,2.7,9630,88.1,84.1,79.1,43.9,21.4,9.6,5.8,4,3.4,9721,84.5,81.8,69.7,23.4,17.7,6.5,3.9,4,1.1,9837,76.9,71.1,60.3,29.5,17.3,6.3,3.9,2,1.5
"근무 형태",전일제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4189,80.6,71.9,62.5,31.2,14.8,8.1,3,1.9,1.7
"근무 형태",교대제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,287,75.1,74.6,65.7,37.3,11.8,10.2,4.3,2.7,2.8
"근무 형태",시간 선택제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,394,80.1,75.7,66.9,33.1,23.9,4.1,7.3,1.9,2
"근무 형태",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1419,71.7,68.6,57.7,33.6,16.7,7.4,5,1.7,1.1
"유연 근무제 여부",시행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,528,73.7,61.3,56.5,30.8,15.3,9.4,2.6,3.1,0.9
"유연 근무제 여부",미시행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2959,79.4,70.5,61.1,29.9,14,8.4,3.4,2,1.7
"유연 근무제 여부",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2802,78,74.8,63.6,35,17.7,6.8,4.4,1.5,1.6
