"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022
"통계분류(1)",통계분류(2),영화관람,전시회관람,박물관 관람,연극공연 관람,연예공연 관람,음악연주회 관람,전통예술공연 관람,무용공연 관람,표본수,영화관람,전시회관람,박물관 관람,연극공연 관람,연예공연 관람,음악연주회 관람,전통예술공연 관람,무용공연 관람,표본수,영화관람,전시회관람,박물관 관람,연극공연 관람,연예공연 관람,음악연주회 관람,전통예술공연 관람,무용공연 관람,표본수,영화관람,전시회관람,박물관 관람,연극공연 관람,연예공연 관람,음악연주회 관람,전통예술공연 관람,무용공연 관람,표본수,영화관람,전시회관람,박물관 관람,연극공연 관람,연예공연 관람,음악연주회 관람,전통예술공연 관람,무용공연 관람,표본수,영화관람,전시회관람,박물관 관람,연극공연 관람,연예공연 관람,음악연주회 관람,전통예술공연 관람,무용공연 관람
"가구소득별",400~500만원,71,11.1,12,10.2,9,4.5,2.7,1.5,2214,76.5,9.2,9.2,14,8.5,4.6,3.5,0.9,1785,76.3,11.9,11.9,11.9,7,4,2.8,0.8,1782,67.9,10.5,10.4,7.8,5.4,3.1,2.1,1,1611,50.2,6.7,6,2.9,4.1,1.1,1.4,0.4,1797,51.1,9.2,8.1,5.9,4.9,2.4,1.3,0.3
"가구소득별",500~600만원,75,9.4,8.2,14.2,9.9,3.1,2.3,2.2,1405,80.9,10.1,11.2,18.7,13.3,3.9,3,2.5,1394,79.4,12,12,12,8.4,6,3.4,1,1407,70,10.6,10.9,10,5.2,3.3,2.7,1.2,1380,52.1,6.4,4.2,5.1,4.1,0.9,0.9,0.7,1532,56.5,10.4,7.6,6.5,5.2,2.8,1.2,0.3
"가구소득별",600만원 이상,72.9,13.6,12.9,18.2,12.5,6.1,6.1,3.5,999,83.7,15.1,13.8,20.6,14.9,9.3,4.8,3.2,1216,79,13,13,13,12.1,8.5,3.7,1.8,1767,77,15.6,13,13.6,9.7,6,3.6,1.4,1730,56.3,9.1,6.9,5.6,4.5,2.5,1.3,0.9,1674,55.1,12.7,7.9,7.7,6.5,3.2,1.9,1
"지역규모별",대도시,66.5,9.7,9.9,10.7,9.7,3.2,3.1,2.1,4418,71.4,10.2,10.2,14.5,9,3,3.3,1.8,4235,71.2,11.2,9.6,10.2,6.6,5,2.2,0.8,4373,66,9.4,9,8.6,5.6,3.2,2,1,4330,48.6,7.3,4.8,4.9,4.2,1.4,1.1,0.4,4331,49.3,9.6,7.4,6.1,5.1,2.8,1.8,0.7
"지역규모별",중소도시,63.6,10.1,11.2,11,7.9,4.5,4.1,1.7,3524,69.7,8.6,9.5,14.4,10.2,6,5.2,1.8,3331,71.7,13,11.9,11.7,8.9,4.7,3.7,1.2,3776,61.2,11,10.3,9,5.8,4.2,3.6,0.8,3486,45.7,5.4,5,3.1,2.8,1.5,0.8,0.5,3459,46.4,8.9,6.3,5.3,4.8,2.1,1.2,0.6
"지역규모별",읍면지역,45.3,6.9,8.6,5.6,6,2.5,4.2,1,2556,59.2,7.9,9.1,7.6,6.6,2.4,7.7,1.4,2494,51.9,7.5,9.4,7.7,6.3,3.3,5.2,1.1,1939,44,7.3,7.4,4.5,3.8,2.3,3.7,1,2233,27.3,3.7,3.7,0.9,2.1,0.9,0.9,0.4,2256,32.2,6.5,7,3.2,3.6,1.5,1.7,0.5
"권역별",수도권,66.9,11.3,12,14.7,9.9,4.2,4.1,2.4,3182,72.2,9.2,9.6,20,10.5,5.3,4.9,2.1,3179,69.2,12.3,10.6,13.9,8.1,4.6,3.4,1,4895,61.1,10.8,9.6,10.7,6.8,4.4,3.1,1,3135,47.6,6.8,5.4,5.2,3.5,1.6,1.1,0.5,3107,43.5,8.9,5.9,6.1,3.7,2.2,1,0.7
"권역별",강원/제주권,59.4,13.4,14.9,8.5,11.7,8.6,6.5,2.3,786,73.1,17.8,19,15.7,16.4,9,13.3,3.9,765,59.4,9.3,7.6,5.2,5.1,4.4,2.6,1.2,440,52,8.4,5.7,4.2,3.3,3.6,4,1.7,777,32,5.5,1.8,1,2,1.2,0.2,0.8,772,36.2,8,6.6,2.8,4.7,1.9,1.3,0.5
"권역별",충청/세종권,57.7,6,7,4.9,4.6,2,3.6,1,1772,61.6,8.7,8.8,6.1,7.2,3,9.3,1.7,1693,68.4,11.2,13.1,7,6.5,3.5,4.9,0.9,1115,64.7,11.6,14.7,6.8,4.1,2,2.3,0.7,1703,42,5.1,4.9,1.4,5.8,1,0.6,0.3,1721,49.5,4.4,4.8,3.3,5.3,1.7,1.5,0.1
"권역별",호남권,57.7,8.9,11.1,4.6,5.6,3.8,5.7,1.1,1582,64.2,6.9,11.1,3,7.4,2.1,3.5,0.4,1447,63.2,10.2,8.6,4.7,7.6,4.4,3.2,0.8,1029,57.5,7.2,9.1,3.2,5.2,2.5,4.6,0.7,1469,38.4,4.4,3.9,1.1,1.6,0.9,1.3,0.3,1485,46.3,8.9,9.3,4.3,4.4,3.8,2.4,0.8
"권역별",대경권,47.2,4,3.3,2.7,4.8,2.2,1,0.4,1304,65.6,10.3,8,6.5,5,2.4,2.8,1,1195,68.4,6,7.7,8.3,5.3,4,2,0.7,1047,61.9,5.4,4.7,8.6,2.4,1.9,2.6,1.2,1203,43.4,3.5,2.7,3.2,1.8,0.9,0.7,0.4,1200,52.3,10.7,9.3,7,7.4,1.4,3.2,0.5
"권역별",동남권,59.9,7.9,9.1,6.4,9.1,2,2.1,1.3,1872,64.6,7.9,8.5,6.2,6.9,1.7,1.4,1,1781,65.8,11.5,11.6,6.8,7.6,5.5,3.3,1.3,1562,55.3,8.9,7.9,3.2,3.9,2.7,1.6,0.6,1762,36.8,6,4.5,1.6,3.1,1.6,0.6,0.4,1761,43.7,10.5,8.7,3.9,6.1,2.7,1.7,0.6
"17개 시도별",서울,68.6,11.9,12.5,15,10.7,3.8,3.6,3.1,1220,76,11.1,11,20.5,11.4,4.4,3.9,2.6,1191,70.6,13.3,10.5,13.9,6.6,6,2.5,0.9,1931,63.6,9.1,8.2,11.3,6.4,4.1,2.2,1.2,1195,51,8.3,6,7.6,4.3,1.7,1.6,0.4,1164,47.1,9.3,6.3,7.7,4.3,3.3,1.4,0.8
"17개 시도별",부산,62.4,7.7,9.3,5.1,10.3,3.1,2.4,1.7,734,66.5,9.4,10.7,8.3,8.5,1.6,1.9,0.6,693,68.2,11.7,11.6,7.5,7.5,4.9,3,1.1,681,62.2,10,8.5,3.4,3.7,2.3,1.3,0.3,691,38.3,7.2,3.3,1.8,5.2,1.5,0.5,0.7,690,44,10.7,9.1,4,6.3,2.7,2.2,0.7
"17개 시도별",대구,55.1,5.7,4.5,3.7,5.8,3.4,0.5,0.2,638,69.7,14.8,10.4,8,6.7,1.9,2.8,1.7,584,74.4,7.6,8,9.2,6,5.2,1.1,1,490,71.3,4.7,2.3,10.9,1.7,1.4,0.7,0.7,580,44.9,3.8,1.9,2.8,0.9,0.8,0.6,-,580,58.9,10.9,8.3,5.2,7,1.6,2.8,0.4
"17개 시도별",인천,72.7,10,10.5,16.7,13,1.6,3.8,2.1,637,64,6.9,6.6,19.5,5.2,2.4,3,1.7,644,68.2,7.8,6,6.8,5.2,3.7,1.4,0.7,556,67.7,9.7,10.8,5.6,8.6,2.8,1.7,0.8,624,50.3,7.6,5.5,5,6.4,0.8,0.2,0.5,617,50,9.6,10.2,5.6,4.7,1.9,1.3,0.8
"17개 시도별",광주,64.8,7.7,7.2,3.9,6,3.1,2.8,0.5,475,67.5,6.2,9.2,1.5,8,1,0.4,0.2,451,75.4,7.5,5.8,2.8,4,2.1,1.6,-,294,70.9,9.6,11.2,7.1,8.2,5,5.1,0.8,452,54.3,5.9,3.8,1.3,2.2,1.4,1.7,0.1,447,47.1,9.3,7,5.1,3.1,4.6,2,0.5
"17개 시도별",대전,70.7,10.6,8.5,5.2,6.7,3.1,3.2,0.9,493,71.3,12.1,11.2,6.9,5.5,2.7,6.5,1.7,463,73.3,11.3,10.2,8.1,7,3.4,2.5,0.8,303,72,11.1,12.2,8.8,3.8,2.9,1.4,2.4,460,48.4,4.6,4.2,1.7,5.9,1.6,1.1,0.8,460,60.7,5.8,3.2,4.1,5.2,1.6,1.5,-
"17개 시도별",울산,63.1,5,6.7,10.9,6.6,1.9,3.2,0.8,425,68.9,12.7,13.6,6.1,5.6,2.3,3.3,0.5,406,65.4,8.8,8.3,6.6,9.4,4,1.5,1,221,59.2,9.2,9.6,2,3.5,3.1,1.3,0.6,390,38.3,7.5,4.4,1.3,0.6,1.4,-,-,393,42.8,8.5,6.9,4.1,7.1,2,0.9,1.1
"17개 시도별",세종,57.1,4.6,9,2.4,3.5,5.1,1.3,2.9,189,75.9,16.1,16.7,7.3,17.4,6.1,6.2,5.1,201,82.9,14.1,23.2,6.7,9.6,2.9,6.1,3.5,61,71,40.6,57.6,10.5,5.8,0,2.2,1.4,201,47.8,9.6,6.8,1.8,1.2,1,0.3,0.3,221,59.2,9.4,6.3,5.4,5.8,3.3,3,0.1
"17개 시도별",경기,64.2,11.2,12,14,8.5,5,4.5,1.9,1325,71.2,8.2,9.2,19.8,11.1,6.8,6.1,1.9,1344,68.3,12.6,11.8,15.5,9.9,3.7,4.5,1.2,2408,57.8,12.3,10.4,11.4,6.8,4.9,4.1,1,1316,44.5,5.5,5,3.4,2.3,1.6,1,0.5,1326,39.6,8.4,4.7,5.1,3,1.4,0.7,0.6
"17개 시도별",강원,55.6,11,12.3,7.8,11.9,7.8,7.3,2.5,478,73.5,18.7,18.6,16.7,19.4,8.8,17.6,5.3,463,55.4,6.3,4.4,2.9,4,1.8,2.2,0.3,320,42.2,5.7,3.9,4.7,2.1,4.1,2.5,2.5,475,34.3,4.6,1.3,1.2,1.8,1.3,0.2,1,472,33.3,6.6,4.1,2.4,5,1.5,1.6,0.6
